Categorii de pomi fructiferi, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Piersici, Total, Harghita, Anul 2014, Numar, 49
Piersici, Total, Harghita, Anul 2015, Numar, 47
Piersici, Total, Harghita, Anul 2016, Numar, 47
Piersici, Total, Harghita, Anul 2017, Numar, 47
Piersici, Total, Harghita, Anul 2018, Numar, 48
Piersici, Total, Harghita, Anul 2019, Numar, 64
Piersici, Total, Harghita, Anul 2020, Numar, 48
Piersici, Total, Harghita, Anul 2021, Numar, 45
Piersici, Total, Harghita, Anul 2022, Numar, 46
Piersici, Total, Harghita, Anul 2023, Numar, 70
Piersici, Total, Harghita, Anul 2024, Numar, 45
Piersici, Total, Mures, Anul 2000, Numar, 7201
Piersici, Total, Mures, Anul 2001, Numar, 7470
Piersici, Total, Mures, Anul 2002, Numar, 7212
Piersici, Total, Mures, Anul 2003, Numar, 7628
Piersici, Total, Mures, Anul 2004, Numar, 6900
Piersici, Total, Mures, Anul 2005, Numar, 6900
Piersici, Total, Mures, Anul 2006, Numar, 6217
Piersici, Total, Mures, Anul 2007, Numar, 8524
Piersici, Total, Mures, Anul 2008, Numar, 9648
Piersici, Total, Mures, Anul 2009, Numar, 9820
Piersici, Total, Mures, Anul 2010, Numar, 9804
Piersici, Total, Mures, Anul 2011, Numar, 9353
Piersici, Total, Mures, Anul 2012, Numar, 12375
Piersici, Total, Mures, Anul 2013, Numar, 12353
Piersici, Total, Mures, Anul 2014, Numar, 11657
Piersici, Total, Mures, Anul 2015, Numar, 11675
Piersici, Total, Mures, Anul 2016, Numar, 8079
Piersici, Total, Mures, Anul 2017, Numar, 8079
Piersici, Total, Mures, Anul 2018, Numar, 8119
Piersici, Total, Mures, Anul 2019, Numar, 8115
Piersici, Total, Mures, Anul 2020, Numar, 8111
Piersici, Total, Mures, Anul 2021, Numar, 8116
Piersici, Total, Mures, Anul 2022, Numar, 8075
Piersici, Total, Mures, Anul 2023, Numar, 10069
Piersici, Total, Mures, Anul 2024, Numar, 9969
Piersici, Total, Sibiu, Anul 2000, Numar, 9280
Piersici, Total, Sibiu, Anul 2001, Numar, 10283
Piersici, Total, Sibiu, Anul 2002, Numar, 10690
Piersici, Total, Sibiu, Anul 2003, Numar, 10973
Piersici, Total, Sibiu, Anul 2004, Numar, 8758
Piersici, Total, Sibiu, Anul 2005, Numar, 8690
Piersici, Total, Sibiu, Anul 2006, Numar, 7130
Piersici, Total, Sibiu, Anul 2007, Numar, 4855
Piersici, Total, Sibiu, Anul 2008, Numar, 4805
Piersici, Total, Sibiu, Anul 2009, Numar, 5450
Piersici, Total, Sibiu, Anul 2010, Numar, 1383
Piersici, Total, Sibiu, Anul 2011, Numar, 1356
Piersici, Total, Sibiu, Anul 2012, Numar, 1243
Piersici, Total, Sibiu, Anul 2013, Numar, 4266
Piersici, Total, Sibiu, Anul 2014, Numar, 4141
Piersici, Total, Sibiu, Anul 2015, Numar, 3995
Piersici, Total, Sibiu, Anul 2016, Numar, 4135
Piersici, Total, Sibiu, Anul 2017, Numar, 4120
Piersici, Total, Sibiu, Anul 2018, Numar, 26826
Piersici, Total, Sibiu, Anul 2019, Numar, 6762
Piersici, Total, Sibiu, Anul 2020, Numar, 6752
Piersici, Total, Sibiu, Anul 2021, Numar, 6765
Piersici, Total, Sibiu, Anul 2022, Numar, 6724
Piersici, Total, Sibiu, Anul 2023, Numar, 11425
Piersici, Total, Sibiu, Anul 2024, Numar, 1719
Piersici, Total, Bacau, Anul 2000, Numar, 9391
Piersici, Total, Bacau, Anul 2001, Numar, 9491
Piersici, Total, Bacau, Anul 2002, Numar, 10204
Piersici, Total, Bacau, Anul 2003, Numar, 10264
Piersici, Total, Bacau, Anul 2004, Numar, 10100
Piersici, Total, Bacau, Anul 2005, Numar, 10200
Piersici, Total, Bacau, Anul 2006, Numar, 10832
Piersici, Total, Bacau, Anul 2007, Numar, 9204
Piersici, Total, Bacau, Anul 2008, Numar, 9395
Piersici, Total, Bacau, Anul 2009, Numar, 9390
Piersici, Total, Bacau, Anul 2010, Numar, 9328
Piersici, Total, Bacau, Anul 2011, Numar, 9216
Piersici, Total, Bacau, Anul 2012, Numar, 9225
Piersici, Total, Bacau, Anul 2013, Numar, 9223
Piersici, Total, Bacau, Anul 2014, Numar, 8797
Piersici, Total, Bacau, Anul 2015, Numar, 10287
Piersici, Total, Bacau, Anul 2016, Numar, 8697
Piersici, Total, Bacau, Anul 2017, Numar, 8494
Piersici, Total, Bacau, Anul 2018, Numar, 8494
Piersici, Total, Bacau, Anul 2019, Numar, 8494
Piersici, Total, Bacau, Anul 2020, Numar, 8493
Piersici, Total, Bacau, Anul 2021, Numar, 8563
Piersici, Total, Bacau, Anul 2022, Numar, 8532
Piersici, Total, Bacau, Anul 2023, Numar, 8478
Piersici, Total, Bacau, Anul 2024, Numar, 8450
Piersici, Total, Botosani, Anul 2000, Numar, 1401
Piersici, Total, Botosani, Anul 2001, Numar, 4619
Piersici, Total, Botosani, Anul 2002, Numar, 4190
Piersici, Total, Botosani, Anul 2003, Numar, 4086
Piersici, Total, Botosani, Anul 2005, Numar, 2028
Piersici, Total, Botosani, Anul 2006, Numar, 2344
Piersici, Total, Botosani, Anul 2007, Numar, 6042
Piersici, Total, Botosani, Anul 2008, Numar, 5926
Piersici, Total, Botosani, Anul 2009, Numar, 5927
Piersici, Total, Botosani, Anul 2010, Numar, 5984
Piersici, Total, Botosani, Anul 2011, Numar, 6132
Piersici, Total, Botosani, Anul 2012, Numar, 6145
Piersici, Total, Botosani, Anul 2013, Numar, 5913
Piersici, Total, Botosani, Anul 2014, Numar, 5631
Piersici, Total, Botosani, Anul 2015, Numar, 5424
Piersici, Total, Botosani, Anul 2016, Numar, 5294
Piersici, Total, Botosani, Anul 2017, Numar, 5294
Piersici, Total, Botosani, Anul 2018, Numar, 5332
Piersici, Total, Botosani, Anul 2019, Numar, 5314
Piersici, Total, Botosani, Anul 2020, Numar, 5262
Piersici, Total, Botosani, Anul 2021, Numar, 5268
Piersici, Total, Botosani, Anul 2022, Numar, 5241
Piersici, Total, Botosani, Anul 2023, Numar, 5241
Piersici, Total, Botosani, Anul 2024, Numar, 5235
Piersici, Total, Iasi, Anul 2000, Numar, 4804
Piersici, Total, Iasi, Anul 2001, Numar, 7606
Piersici, Total, Iasi, Anul 2002, Numar, 7725
Piersici, Total, Iasi, Anul 2003, Numar, 4701
Piersici, Total, Iasi, Anul 2004, Numar, 5305
Piersici, Total, Iasi, Anul 2005, Numar, 6019
Piersici, Total, Iasi, Anul 2006, Numar, 8272
Piersici, Total, Iasi, Anul 2007, Numar, 32
Piersici, Total, Iasi, Anul 2008, Numar, 6322
Piersici, Total, Iasi, Anul 2009, Numar, 1133
Piersici, Total, Iasi, Anul 2010, Numar, 797
Piersici, Total, Iasi, Anul 2011, Numar, 742
Piersici, Total, Iasi, Anul 2012, Numar, 1135
Piersici, Total, Iasi, Anul 2013, Numar, 1497
Piersici, Total, Iasi, Anul 2014, Numar, 1127
Piersici, Total, Iasi, Anul 2015, Numar, 1263
Piersici, Total, Iasi, Anul 2016, Numar, 843
Piersici, Total, Iasi, Anul 2017, Numar, 863
Piersici, Total, Iasi, Anul 2018, Numar, 822
Piersici, Total, Iasi, Anul 2019, Numar, 808
Piersici, Total, Iasi, Anul 2020, Numar, 676
Piersici, Total, Iasi, Anul 2021, Numar, 728
Piersici, Total, Iasi, Anul 2022, Numar, 1148
Piersici, Total, Iasi, Anul 2023, Numar, 1105
Piersici, Total, Iasi, Anul 2024, Numar, 3183
Piersici, Total, Neamt, Anul 2000, Numar, 254
Piersici, Total, Neamt, Anul 2001, Numar, 321
Piersici, Total, Neamt, Anul 2002, Numar, 211
Piersici, Total, Neamt, Anul 2003, Numar, 307
Piersici, Total, Neamt, Anul 2004, Numar, 372
Piersici, Total, Neamt, Anul 2005, Numar, 2044
Piersici, Total, Neamt, Anul 2006, Numar, 1066
Piersici, Total, Neamt, Anul 2007, Numar, 593
Piersici, Total, Neamt, Anul 2008, Numar, 454
Piersici, Total, Neamt, Anul 2009, Numar, 475
Piersici, Total, Neamt, Anul 2010, Numar, 471
Piersici, Total, Neamt, Anul 2011, Numar, 477
Piersici, Total, Neamt, Anul 2012, Numar, 465
Piersici, Total, Neamt, Anul 2013, Numar, 498
Piersici, Total, Neamt, Anul 2014, Numar, 499
Piersici, Total, Neamt, Anul 2015, Numar, 498
Piersici, Total, Neamt, Anul 2016, Numar, 502
Piersici, Total, Neamt, Anul 2017, Numar, 502
Piersici, Total, Neamt, Anul 2018, Numar, 481
Piersici, Total, Neamt, Anul 2019, Numar, 481
Piersici, Total, Neamt, Anul 2020, Numar, 477
Piersici, Total, Neamt, Anul 2021, Numar, 475
Piersici, Total, Neamt, Anul 2022, Numar, 466
Piersici, Total, Neamt, Anul 2023, Numar, 466
Piersici, Total, Neamt, Anul 2024, Numar, 464
Piersici, Total, Suceava, Anul 2000, Numar, 8
Piersici, Total, Suceava, Anul 2008, Numar, 1
Piersici, Total, Suceava, Anul 2009, Numar, 1
Piersici, Total, Suceava, Anul 2023, Numar, 4
Piersici, Total, Suceava, Anul 2024, Numar, 0
Piersici, Total, Vaslui, Anul 2000, Numar, 31778
Piersici, Total, Vaslui, Anul 2001, Numar, 35209
Piersici, Total, Vaslui, Anul 2002, Numar, 26635
Piersici, Total, Vaslui, Anul 2003, Numar, 12792
Piersici, Total, Vaslui, Anul 2004, Numar, 32104
Piersici, Total, Vaslui, Anul 2005, Numar, 7800
Piersici, Total, Vaslui, Anul 2006, Numar, 6699
Piersici, Total, Vaslui, Anul 2007, Numar, 7906
Piersici, Total, Vaslui, Anul 2008, Numar, 7684
Piersici, Total, Vaslui, Anul 2009, Numar, 8622
Piersici, Total, Vaslui, Anul 2010, Numar, 7785
Piersici, Total, Vaslui, Anul 2011, Numar, 7182
Piersici, Total, Vaslui, Anul 2012, Numar, 7215
Piersici, Total, Vaslui, Anul 2013, Numar, 7214
Piersici, Total, Vaslui, Anul 2014, Numar, 4298
Piersici, Total, Vaslui, Anul 2015, Numar, 4286
Piersici, Total, Vaslui, Anul 2016, Numar, 4737
Piersici, Total, Vaslui, Anul 2017, Numar, 4282
Piersici, Total, Vaslui, Anul 2018, Numar, 4746
Piersici, Total, Vaslui, Anul 2019, Numar, 4744
Piersici, Total, Vaslui, Anul 2020, Numar, 4737
Piersici, Total, Vaslui, Anul 2021, Numar, 5097
Piersici, Total, Vaslui, Anul 2022, Numar, 4706
Piersici, Total, Vaslui, Anul 2023, Numar, 5875
Piersici, Total, Vaslui, Anul 2024, Numar, 5870
Piersici, Total, Braila, Anul 2000, Numar, 62670
Piersici, Total, Braila, Anul 2001, Numar, 63425
Piersici, Total, Braila, Anul 2002, Numar, 26483
Piersici, Total, Braila, Anul 2003, Numar, 17884
Piersici, Total, Braila, Anul 2004, Numar, 18792
Piersici, Total, Braila, Anul 2005, Numar, 20070
Piersici, Total, Braila, Anul 2006, Numar, 22571
Piersici, Total, Braila, Anul 2007, Numar, 23478
Piersici, Total, Braila, Anul 2008, Numar, 18816
Piersici, Total, Braila, Anul 2009, Numar, 5070
Piersici, Total, Braila, Anul 2010, Numar, 10998
Piersici, Total, Braila, Anul 2011, Numar, 11050
Piersici, Total, Braila, Anul 2012, Numar, 5040
Piersici, Total, Braila, Anul 2013, Numar, 9580
Piersici, Total, Braila, Anul 2014, Numar, 26446
Piersici, Total, Braila, Anul 2015, Numar, 26371
Piersici, Total, Braila, Anul 2016, Numar, 21274
Piersici, Total, Braila, Anul 2017, Numar, 21274
Piersici, Total, Braila, Anul 2018, Numar, 23464
Piersici, Total, Braila, Anul 2019, Numar, 18592
Piersici, Total, Braila, Anul 2020, Numar, 33206
Piersici, Total, Braila, Anul 2021, Numar, 29373
Piersici, Total, Braila, Anul 2022, Numar, 19349
Piersici, Total, Braila, Anul 2023, Numar, 19339
Piersici, Total, Braila, Anul 2024, Numar, 19340
Piersici, Total, Buzau, Anul 2000, Numar, 145090
Piersici, Total, Buzau, Anul 2001, Numar, 40384
Piersici, Total, Buzau, Anul 2002, Numar, 42027
Piersici, Total, Buzau, Anul 2003, Numar, 32708
Piersici, Total, Buzau, Anul 2004, Numar, 34342
Piersici, Total, Buzau, Anul 2005, Numar, 32910
Piersici, Total, Buzau, Anul 2006, Numar, 32752
Piersici, Total, Buzau, Anul 2007, Numar, 67499
Piersici, Total, Buzau, Anul 2008, Numar, 59919
Piersici, Total, Buzau, Anul 2009, Numar, 59543
Piersici, Total, Buzau, Anul 2010, Numar, 60352
Piersici, Total, Buzau, Anul 2011, Numar, 60625
Piersici, Total, Buzau, Anul 2012, Numar, 60982
Piersici, Total, Buzau, Anul 2013, Numar, 61009
Piersici, Total, Buzau, Anul 2014, Numar, 55409
Piersici, Total, Buzau, Anul 2015, Numar, 55082
Piersici, Total, Buzau, Anul 2016, Numar, 55232
Piersici, Total, Buzau, Anul 2017, Numar, 55412
Piersici, Total, Buzau, Anul 2018, Numar, 55389
Piersici, Total, Buzau, Anul 2019, Numar, 55367
Piersici, Total, Buzau, Anul 2020, Numar, 54966
Piersici, Total, Buzau, Anul 2021, Numar, 54993
Piersici, Total, Buzau, Anul 2022, Numar, 54969
Piersici, Total, Buzau, Anul 2023, Numar, 56062
Piersici, Total, Buzau, Anul 2024, Numar, 55451
Piersici, Total, Constanta, Anul 2000, Numar, 667158
Piersici, Total, Constanta, Anul 2001, Numar, 631799
Piersici, Total, Constanta, Anul 2002, Numar, 606683
Piersici, Total, Constanta, Anul 2003, Numar, 563890
Piersici, Total, Constanta, Anul 2004, Numar, 531817
Piersici, Total, Constanta, Anul 2005, Numar, 510655
Piersici, Total, Constanta, Anul 2006, Numar, 328649
Piersici, Total, Constanta, Anul 2007, Numar, 510199
Piersici, Total, Constanta, Anul 2008, Numar, 386191
Piersici, Total, Constanta, Anul 2009, Numar, 288280
Piersici, Total, Constanta, Anul 2010, Numar, 353893
Piersici, Total, Constanta, Anul 2011, Numar, 348199
Piersici, Total, Constanta, Anul 2012, Numar, 262406
Piersici, Total, Constanta, Anul 2013, Numar, 273233
Piersici, Total, Constanta, Anul 2014, Numar, 234773
Piersici, Total, Constanta, Anul 2015, Numar, 250098
Piersici, Total, Constanta, Anul 2016, Numar, 233789
Piersici, Total, Constanta, Anul 2017, Numar, 223900
Piersici, Total, Constanta, Anul 2018, Numar, 297365
Piersici, Total, Constanta, Anul 2019, Numar, 296424
Piersici, Total, Constanta, Anul 2020, Numar, 249724
Piersici, Total, Constanta, Anul 2021, Numar, 284646
Piersici, Total, Constanta, Anul 2022, Numar, 226812
Piersici, Total, Constanta, Anul 2023, Numar, 150641
Piersici, Total, Constanta, Anul 2024, Numar, 192518
Piersici, Total, Galati, Anul 2000, Numar, 48038
Piersici, Total, Galati, Anul 2001, Numar, 46875
Piersici, Total, Galati, Anul 2002, Numar, 33199
Piersici, Total, Galati, Anul 2003, Numar, 32617
Piersici, Total, Galati, Anul 2004, Numar, 46182
Piersici, Total, Galati, Anul 2005, Numar, 28590
Piersici, Total, Galati, Anul 2006, Numar, 31487
Piersici, Total, Galati, Anul 2007, Numar, 13310
Piersici, Total, Galati, Anul 2008, Numar, 23416
Piersici, Total, Galati, Anul 2009, Numar, 24671
Piersici, Total, Galati, Anul 2010, Numar, 38151
Piersici, Total, Galati, Anul 2011, Numar, 24771
Piersici, Total, Galati, Anul 2012, Numar, 28870
Piersici, Total, Galati, Anul 2013, Numar, 33587
Piersici, Total, Galati, Anul 2014, Numar, 29767
Piersici, Total, Galati, Anul 2015, Numar, 19291
Piersici, Total, Galati, Anul 2016, Numar, 18949
Piersici, Total, Galati, Anul 2017, Numar, 18945
Piersici, Total, Galati, Anul 2018, Numar, 12196
Piersici, Total, Galati, Anul 2019, Numar, 12228
Piersici, Total, Galati, Anul 2020, Numar, 12308
Piersici, Total, Galati, Anul 2021, Numar, 14736
Piersici, Total, Galati, Anul 2022, Numar, 15250
Piersici, Total, Galati, Anul 2023, Numar, 13423
Piersici, Total, Galati, Anul 2024, Numar, 12139
Piersici, Total, Tulcea, Anul 2000, Numar, 8960
Piersici, Total, Tulcea, Anul 2001, Numar, 8569
Piersici, Total, Tulcea, Anul 2002, Numar, 8401
Piersici, Total, Tulcea, Anul 2003, Numar, 9614
Piersici, Total, Tulcea, Anul 2004, Numar, 8745
Piersici, Total, Tulcea, Anul 2005, Numar, 8400
Piersici, Total, Tulcea, Anul 2006, Numar, 8465
Piersici, Total, Tulcea, Anul 2007, Numar, 28
Piersici, Total, Tulcea, Anul 2008, Numar, 1
Piersici, Total, Tulcea, Anul 2009, Numar, 102
Piersici, Total, Tulcea, Anul 2010, Numar, 453
Piersici, Total, Tulcea, Anul 2011, Numar, 483
Piersici, Total, Tulcea, Anul 2012, Numar, 104190
Piersici, Total, Tulcea, Anul 2013, Numar, 104194
Piersici, Total, Tulcea, Anul 2014, Numar, 1200
Piersici, Total, Tulcea, Anul 2015, Numar, 608
Piersici, Total, Tulcea, Anul 2016, Numar, 620
Piersici, Total, Tulcea, Anul 2017, Numar, 680
Piersici, Total, Tulcea, Anul 2018, Numar, 4691
Piersici, Total, Tulcea, Anul 2019, Numar, 707
Piersici, Total, Tulcea, Anul 2020, Numar, 768
Piersici, Total, Tulcea, Anul 2021, Numar, 765
Piersici, Total, Tulcea, Anul 2022, Numar, 3820
Piersici, Total, Tulcea, Anul 2023, Numar, 3029
Piersici, Total, Tulcea, Anul 2024, Numar, 672
Piersici, Total, Vrancea, Anul 2000, Numar, 9563
Piersici, Total, Vrancea, Anul 2001, Numar, 10698
Piersici, Total, Vrancea, Anul 2002, Numar, 10932
Piersici, Total, Vrancea, Anul 2003, Numar, 12093
Piersici, Total, Vrancea, Anul 2004, Numar, 13100
Piersici, Total, Vrancea, Anul 2005, Numar, 13100
Piersici, Total, Vrancea, Anul 2006, Numar, 15845
Piersici, Total, Vrancea, Anul 2007, Numar, 4614
Piersici, Total, Vrancea, Anul 2008, Numar, 5306
Piersici, Total, Vrancea, Anul 2009, Numar, 5568
Piersici, Total, Vrancea, Anul 2010, Numar, 6130
Piersici, Total, Vrancea, Anul 2011, Numar, 5339
Piersici, Total, Vrancea, Anul 2012, Numar, 5498
Piersici, Total, Vrancea, Anul 2013, Numar, 5516
Piersici, Total, Vrancea, Anul 2014, Numar, 5769
Piersici, Total, Vrancea, Anul 2015, Numar, 5565
Piersici, Total, Vrancea, Anul 2016, Numar, 5545
Piersici, Total, Vrancea, Anul 2017, Numar, 5475
Piersici, Total, Vrancea, Anul 2018, Numar, 5455
Piersici, Total, Vrancea, Anul 2019, Numar, 5435
Piersici, Total, Vrancea, Anul 2020, Numar, 5443
Piersici, Total, Vrancea, Anul 2021, Numar, 5441
Piersici, Total, Vrancea, Anul 2022, Numar, 5400
Piersici, Total, Vrancea, Anul 2023, Numar, 5404
Piersici, Total, Vrancea, Anul 2024, Numar, 5441
Piersici, Total, Arges, Anul 2000, Numar, 3975
Piersici, Total, Arges, Anul 2001, Numar, 4647
Piersici, Total, Arges, Anul 2002, Numar, 4564
Piersici, Total, Arges, Anul 2003, Numar, 4518
Piersici, Total, Arges, Anul 2004, Numar, 4100
Piersici, Total, Arges, Anul 2005, Numar, 4212
Piersici, Total, Arges, Anul 2006, Numar, 4724
Piersici, Total, Arges, Anul 2007, Numar, 6137
Piersici, Total, Arges, Anul 2008, Numar, 4390
Piersici, Total, Arges, Anul 2009, Numar, 9424
Piersici, Total, Arges, Anul 2010, Numar, 7205
Piersici, Total, Arges, Anul 2011, Numar, 9988
Piersici, Total, Arges, Anul 2012, Numar, 5071
Piersici, Total, Arges, Anul 2013, Numar, 5101
Piersici, Total, Arges, Anul 2014, Numar, 4842
Piersici, Total, Arges, Anul 2015, Numar, 4896
Piersici, Total, Arges, Anul 2016, Numar, 7093
Piersici, Total, Arges, Anul 2017, Numar, 7074
Piersici, Total, Arges, Anul 2018, Numar, 6055
Piersici, Total, Arges, Anul 2019, Numar, 8445
Piersici, Total, Arges, Anul 2020, Numar, 8411
Piersici, Total, Arges, Anul 2021, Numar, 6506
Piersici, Total, Arges, Anul 2022, Numar, 6511
Piersici, Total, Arges, Anul 2023, Numar, 6529
Piersici, Total, Arges, Anul 2024, Numar, 6698
Piersici, Total, Calarasi, Anul 2000, Numar, 18657
Piersici, Total, Calarasi, Anul 2001, Numar, 15010
Piersici, Total, Calarasi, Anul 2002, Numar, 14399
Piersici, Total, Calarasi, Anul 2003, Numar, 20953
Piersici, Total, Calarasi, Anul 2004, Numar, 25785
Piersici, Total, Calarasi, Anul 2005, Numar, 17883
Piersici, Total, Calarasi, Anul 2006, Numar, 14867
Piersici, Total, Calarasi, Anul 2007, Numar, 3760
Piersici, Total, Calarasi, Anul 2008, Numar, 20752
Piersici, Total, Calarasi, Anul 2009, Numar, 7953
Piersici, Total, Calarasi, Anul 2010, Numar, 16534
Piersici, Total, Calarasi, Anul 2011, Numar, 12315
Piersici, Total, Calarasi, Anul 2012, Numar, 11791
Piersici, Total, Calarasi, Anul 2013, Numar, 17831
Piersici, Total, Calarasi, Anul 2014, Numar, 11399
Piersici, Total, Calarasi, Anul 2015, Numar, 14819
Piersici, Total, Calarasi, Anul 2016, Numar, 12945
Piersici, Total, Calarasi, Anul 2017, Numar, 8695
Piersici, Total, Calarasi, Anul 2018, Numar, 7680
Piersici, Total, Calarasi, Anul 2019, Numar, 7982
Piersici, Total, Calarasi, Anul 2020, Numar, 7694
Piersici, Total, Calarasi, Anul 2021, Numar, 7255
Piersici, Total, Calarasi, Anul 2022, Numar, 7189
Piersici, Total, Calarasi, Anul 2023, Numar, 10732
Piersici, Total, Calarasi, Anul 2024, Numar, 6583
Piersici, Total, Dambovita, Anul 2000, Numar, 11788
Piersici, Total, Dambovita, Anul 2001, Numar, 13378
Piersici, Total, Dambovita, Anul 2002, Numar, 14760
Piersici, Total, Dambovita, Anul 2003, Numar, 14748
Piersici, Total, Dambovita, Anul 2004, Numar, 14700
Piersici, Total, Dambovita, Anul 2005, Numar, 20767
Piersici, Total, Dambovita, Anul 2006, Numar, 20401
Piersici, Total, Dambovita, Anul 2007, Numar, 17464
Piersici, Total, Dambovita, Anul 2008, Numar, 16911
Piersici, Total, Dambovita, Anul 2009, Numar, 15531
Piersici, Total, Dambovita, Anul 2010, Numar, 14955
Piersici, Total, Dambovita, Anul 2011, Numar, 14780
Piersici, Total, Dambovita, Anul 2012, Numar, 13105
Piersici, Total, Dambovita, Anul 2013, Numar, 13141
Piersici, Total, Dambovita, Anul 2014, Numar, 14000
Piersici, Total, Dambovita, Anul 2015, Numar, 14021
Piersici, Total, Dambovita, Anul 2016, Numar, 14029
Piersici, Total, Dambovita, Anul 2017, Numar, 14028
Piersici, Total, Dambovita, Anul 2018, Numar, 14198
Piersici, Total, Dambovita, Anul 2019, Numar, 15079
Piersici, Total, Dambovita, Anul 2020, Numar, 15081
Piersici, Total, Dambovita, Anul 2021, Numar, 15078
Piersici, Total, Dambovita, Anul 2022, Numar, 14958
Piersici, Total, Dambovita, Anul 2023, Numar, 14839
Piersici, Total, Dambovita, Anul 2024, Numar, 14824
Piersici, Total, Giurgiu, Anul 2000, Numar, 53018
Piersici, Total, Giurgiu, Anul 2001, Numar, 50268
Piersici, Total, Giurgiu, Anul 2002, Numar, 50191
Piersici, Total, Giurgiu, Anul 2003, Numar, 53166
Piersici, Total, Giurgiu, Anul 2004, Numar, 51340
Piersici, Total, Giurgiu, Anul 2005, Numar, 44262
Piersici, Total, Giurgiu, Anul 2006, Numar, 12793
Piersici, Total, Giurgiu, Anul 2007, Numar, 42263
Piersici, Total, Giurgiu, Anul 2008, Numar, 24647
Piersici, Total, Giurgiu, Anul 2009, Numar, 7478
Piersici, Total, Giurgiu, Anul 2010, Numar, 6737
Piersici, Total, Giurgiu, Anul 2011, Numar, 6540
Piersici, Total, Giurgiu, Anul 2012, Numar, 12057
Piersici, Total, Giurgiu, Anul 2013, Numar, 12075
Piersici, Total, Giurgiu, Anul 2014, Numar, 6561
Piersici, Total, Giurgiu, Anul 2015, Numar, 12785
Piersici, Total, Giurgiu, Anul 2016, Numar, 12685
Piersici, Total, Giurgiu, Anul 2017, Numar, 12990
Piersici, Total, Giurgiu, Anul 2018, Numar, 13041
Piersici, Total, Giurgiu, Anul 2019, Numar, 12662
Piersici, Total, Giurgiu, Anul 2020, Numar, 12567
Piersici, Total, Giurgiu, Anul 2021, Numar, 6559
Piersici, Total, Giurgiu, Anul 2022, Numar, 6533
Piersici, Total, Giurgiu, Anul 2023, Numar, 5535
Piersici, Total, Giurgiu, Anul 2024, Numar, 5518
Piersici, Total, Ialomita, Anul 2000, Numar, 45183
Piersici, Total, Ialomita, Anul 2001, Numar, 44393
Piersici, Total, Ialomita, Anul 2002, Numar, 40922
Piersici, Total, Ialomita, Anul 2003, Numar, 23612
Piersici, Total, Ialomita, Anul 2004, Numar, 9890
Piersici, Total, Ialomita, Anul 2005, Numar, 8500
Piersici, Total, Ialomita, Anul 2006, Numar, 6978
Piersici, Total, Ialomita, Anul 2007, Numar, 933
Piersici, Total, Ialomita, Anul 2008, Numar, 1470
Piersici, Total, Ialomita, Anul 2009, Numar, 6156
Piersici, Total, Ialomita, Anul 2010, Numar, 3212
Piersici, Total, Ialomita, Anul 2011, Numar, 4565
Piersici, Total, Ialomita, Anul 2012, Numar, 3702
Piersici, Total, Ialomita, Anul 2013, Numar, 3298
Piersici, Total, Ialomita, Anul 2014, Numar, 2751
Piersici, Total, Ialomita, Anul 2015, Numar, 4335
Piersici, Total, Ialomita, Anul 2016, Numar, 2019
Piersici, Total, Ialomita, Anul 2017, Numar, 2864
Piersici, Total, Ialomita, Anul 2018, Numar, 2719
Piersici, Total, Ialomita, Anul 2019, Numar, 4391
Piersici, Total, Ialomita, Anul 2020, Numar, 3673
Piersici, Total, Ialomita, Anul 2021, Numar, 868
Piersici, Total, Ialomita, Anul 2022, Numar, 873
Piersici, Total, Ialomita, Anul 2023, Numar, 1709
Piersici, Total, Ialomita, Anul 2024, Numar, 1065
Piersici, Total, Prahova, Anul 2000, Numar, 20942
Piersici, Total, Prahova, Anul 2001, Numar, 24859
Piersici, Total, Prahova, Anul 2002, Numar, 24042
Piersici, Total, Prahova, Anul 2003, Numar, 28602
Piersici, Total, Prahova, Anul 2004, Numar, 30012
Piersici, Total, Prahova, Anul 2005, Numar, 31507
Piersici, Total, Prahova, Anul 2006, Numar, 23215
Piersici, Total, Prahova, Anul 2007, Numar, 35741
Piersici, Total, Prahova, Anul 2008, Numar, 34107
Piersici, Total, Prahova, Anul 2009, Numar, 34291
Piersici, Total, Prahova, Anul 2010, Numar, 34216
Piersici, Total, Prahova, Anul 2011, Numar, 35435
Piersici, Total, Prahova, Anul 2012, Numar, 35348
Piersici, Total, Prahova, Anul 2013, Numar, 35682
Piersici, Total, Prahova, Anul 2014, Numar, 33906
Piersici, Total, Prahova, Anul 2015, Numar, 33836
Piersici, Total, Prahova, Anul 2016, Numar, 34372
Piersici, Total, Prahova, Anul 2017, Numar, 34372
Piersici, Total, Prahova, Anul 2018, Numar, 33228
Piersici, Total, Prahova, Anul 2019, Numar, 33202
Piersici, Total, Prahova, Anul 2020, Numar, 33185
Piersici, Total, Prahova, Anul 2021, Numar, 33227
Piersici, Total, Prahova, Anul 2022, Numar, 33100
Piersici, Total, Prahova, Anul 2023, Numar, 33099
Piersici, Total, Prahova, Anul 2024, Numar, 33096
Piersici, Total, Teleorman, Anul 2000, Numar, 19642
Piersici, Total, Teleorman, Anul 2001, Numar, 46572
Piersici, Total, Teleorman, Anul 2002, Numar, 51305
Piersici, Total, Teleorman, Anul 2003, Numar, 40361
Piersici, Total, Teleorman, Anul 2004, Numar, 49980
