Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Tone, Valoare
Mere, Total, Teleorman, Anul 2016, Tone, 949
Mere, Total, Teleorman, Anul 2017, Tone, 948
Mere, Total, Teleorman, Anul 2018, Tone, 1695
Mere, Total, Teleorman, Anul 2019, Tone, 1501
Mere, Total, Teleorman, Anul 2020, Tone, 1354
Mere, Total, Teleorman, Anul 2021, Tone, 1305
Mere, Total, Teleorman, Anul 2022, Tone, 1253
Mere, Total, Teleorman, Anul 2023, Tone, 1154
Mere, Total, Teleorman, Anul 2024, Tone, 1102
Mere, Total, Ilfov, Anul 2000, Tone, 1209
Mere, Total, Ilfov, Anul 2001, Tone, 1033
Mere, Total, Ilfov, Anul 2002, Tone, 1164
Mere, Total, Ilfov, Anul 2003, Tone, 2007
Mere, Total, Ilfov, Anul 2004, Tone, 3147
Mere, Total, Ilfov, Anul 2005, Tone, 1091
Mere, Total, Ilfov, Anul 2006, Tone, 950
Mere, Total, Ilfov, Anul 2007, Tone, 481
Mere, Total, Ilfov, Anul 2008, Tone, 984
Mere, Total, Ilfov, Anul 2009, Tone, 1028
Mere, Total, Ilfov, Anul 2010, Tone, 553
Mere, Total, Ilfov, Anul 2011, Tone, 566
Mere, Total, Ilfov, Anul 2012, Tone, 869
Mere, Total, Ilfov, Anul 2013, Tone, 567
Mere, Total, Ilfov, Anul 2014, Tone, 566
Mere, Total, Ilfov, Anul 2015, Tone, 452
Mere, Total, Ilfov, Anul 2016, Tone, 388
Mere, Total, Ilfov, Anul 2017, Tone, 380
Mere, Total, Ilfov, Anul 2018, Tone, 606
Mere, Total, Ilfov, Anul 2019, Tone, 352
Mere, Total, Ilfov, Anul 2020, Tone, 448
Mere, Total, Ilfov, Anul 2021, Tone, 506
Mere, Total, Ilfov, Anul 2022, Tone, 346
Mere, Total, Ilfov, Anul 2023, Tone, 353
Mere, Total, Ilfov, Anul 2024, Tone, 349
Mere, Total, Municipiul Bucuresti, Anul 2000, Tone, 88
Mere, Total, Municipiul Bucuresti, Anul 2001, Tone, 110
Mere, Total, Municipiul Bucuresti, Anul 2002, Tone, 42
Mere, Total, Municipiul Bucuresti, Anul 2003, Tone, 42
Mere, Total, Municipiul Bucuresti, Anul 2004, Tone, 10
Mere, Total, Municipiul Bucuresti, Anul 2005, Tone, 80
Mere, Total, Municipiul Bucuresti, Anul 2006, Tone, 100
Mere, Total, Municipiul Bucuresti, Anul 2007, Tone, 53
Mere, Total, Municipiul Bucuresti, Anul 2008, Tone, 67
Mere, Total, Municipiul Bucuresti, Anul 2009, Tone, 132
Mere, Total, Municipiul Bucuresti, Anul 2010, Tone, 192
Mere, Total, Municipiul Bucuresti, Anul 2011, Tone, 75
Mere, Total, Municipiul Bucuresti, Anul 2012, Tone, 78
Mere, Total, Municipiul Bucuresti, Anul 2013, Tone, 40
Mere, Total, Municipiul Bucuresti, Anul 2014, Tone, 29
Mere, Total, Municipiul Bucuresti, Anul 2015, Tone, 25
Mere, Total, Municipiul Bucuresti, Anul 2016, Tone, 25
Mere, Total, Municipiul Bucuresti, Anul 2021, Tone, 1
Mere, Total, Municipiul Bucuresti, Anul 2022, Tone, 3
Mere, Total, Municipiul Bucuresti, Anul 2023, Tone, 1
Mere, Total, Municipiul Bucuresti, Anul 2024, Tone, 2
Mere, Total, Dolj, Anul 2000, Tone, 4245
Mere, Total, Dolj, Anul 2001, Tone, 4808
Mere, Total, Dolj, Anul 2002, Tone, 1579
Mere, Total, Dolj, Anul 2003, Tone, 5375
Mere, Total, Dolj, Anul 2004, Tone, 3443
Mere, Total, Dolj, Anul 2005, Tone, 19974
Mere, Total, Dolj, Anul 2006, Tone, 5102
Mere, Total, Dolj, Anul 2007, Tone, 5034
Mere, Total, Dolj, Anul 2008, Tone, 3449
Mere, Total, Dolj, Anul 2009, Tone, 2430
Mere, Total, Dolj, Anul 2010, Tone, 1962
Mere, Total, Dolj, Anul 2011, Tone, 2050
Mere, Total, Dolj, Anul 2012, Tone, 1839
Mere, Total, Dolj, Anul 2013, Tone, 1994
Mere, Total, Dolj, Anul 2014, Tone, 2369
Mere, Total, Dolj, Anul 2015, Tone, 1642
Mere, Total, Dolj, Anul 2016, Tone, 1891
Mere, Total, Dolj, Anul 2017, Tone, 1515
Mere, Total, Dolj, Anul 2018, Tone, 1645
Mere, Total, Dolj, Anul 2019, Tone, 1623
Mere, Total, Dolj, Anul 2020, Tone, 2035
Mere, Total, Dolj, Anul 2021, Tone, 2054
Mere, Total, Dolj, Anul 2022, Tone, 1287
Mere, Total, Dolj, Anul 2023, Tone, 1204
Mere, Total, Dolj, Anul 2024, Tone, 1070
Mere, Total, Gorj, Anul 2000, Tone, 4283
Mere, Total, Gorj, Anul 2001, Tone, 4054
Mere, Total, Gorj, Anul 2002, Tone, 1650
Mere, Total, Gorj, Anul 2003, Tone, 9132
Mere, Total, Gorj, Anul 2004, Tone, 13767
Mere, Total, Gorj, Anul 2005, Tone, 3181
Mere, Total, Gorj, Anul 2006, Tone, 5814
Mere, Total, Gorj, Anul 2007, Tone, 5657
Mere, Total, Gorj, Anul 2008, Tone, 4968
Mere, Total, Gorj, Anul 2009, Tone, 4425
Mere, Total, Gorj, Anul 2010, Tone, 4063
Mere, Total, Gorj, Anul 2011, Tone, 8011
Mere, Total, Gorj, Anul 2012, Tone, 3716
Mere, Total, Gorj, Anul 2013, Tone, 6574
Mere, Total, Gorj, Anul 2014, Tone, 6305
Mere, Total, Gorj, Anul 2015, Tone, 6809
Mere, Total, Gorj, Anul 2016, Tone, 6633
Mere, Total, Gorj, Anul 2017, Tone, 3869
Mere, Total, Gorj, Anul 2018, Tone, 8582
Mere, Total, Gorj, Anul 2019, Tone, 8749
Mere, Total, Gorj, Anul 2020, Tone, 8359
Mere, Total, Gorj, Anul 2021, Tone, 8363
Mere, Total, Gorj, Anul 2022, Tone, 7217
Mere, Total, Gorj, Anul 2023, Tone, 6903
Mere, Total, Gorj, Anul 2024, Tone, 6055
Mere, Total, Mehedinti, Anul 2000, Tone, 2742
Mere, Total, Mehedinti, Anul 2001, Tone, 4880
Mere, Total, Mehedinti, Anul 2002, Tone, 2385
Mere, Total, Mehedinti, Anul 2003, Tone, 25852
Mere, Total, Mehedinti, Anul 2004, Tone, 18143
Mere, Total, Mehedinti, Anul 2005, Tone, 4398
Mere, Total, Mehedinti, Anul 2006, Tone, 8826
Mere, Total, Mehedinti, Anul 2007, Tone, 2250
Mere, Total, Mehedinti, Anul 2008, Tone, 2425
Mere, Total, Mehedinti, Anul 2009, Tone, 10314
Mere, Total, Mehedinti, Anul 2010, Tone, 9718
Mere, Total, Mehedinti, Anul 2011, Tone, 11252
Mere, Total, Mehedinti, Anul 2012, Tone, 8139
Mere, Total, Mehedinti, Anul 2013, Tone, 11166
Mere, Total, Mehedinti, Anul 2014, Tone, 8519
Mere, Total, Mehedinti, Anul 2015, Tone, 8943
Mere, Total, Mehedinti, Anul 2016, Tone, 13546
Mere, Total, Mehedinti, Anul 2017, Tone, 14317
Mere, Total, Mehedinti, Anul 2018, Tone, 16433
Mere, Total, Mehedinti, Anul 2019, Tone, 15509
Mere, Total, Mehedinti, Anul 2020, Tone, 22540
Mere, Total, Mehedinti, Anul 2021, Tone, 22944
Mere, Total, Mehedinti, Anul 2022, Tone, 14939
Mere, Total, Mehedinti, Anul 2023, Tone, 12594
Mere, Total, Mehedinti, Anul 2024, Tone, 11569
Mere, Total, Olt, Anul 2000, Tone, 2075
Mere, Total, Olt, Anul 2001, Tone, 2237
Mere, Total, Olt, Anul 2002, Tone, 1287
Mere, Total, Olt, Anul 2003, Tone, 5336
Mere, Total, Olt, Anul 2004, Tone, 11750
Mere, Total, Olt, Anul 2005, Tone, 1981
Mere, Total, Olt, Anul 2006, Tone, 3550
Mere, Total, Olt, Anul 2007, Tone, 3172
Mere, Total, Olt, Anul 2008, Tone, 3248
Mere, Total, Olt, Anul 2009, Tone, 3200
Mere, Total, Olt, Anul 2010, Tone, 3850
Mere, Total, Olt, Anul 2011, Tone, 7160
Mere, Total, Olt, Anul 2012, Tone, 3197
Mere, Total, Olt, Anul 2013, Tone, 4357
Mere, Total, Olt, Anul 2014, Tone, 5137
Mere, Total, Olt, Anul 2015, Tone, 5747
Mere, Total, Olt, Anul 2016, Tone, 5858
Mere, Total, Olt, Anul 2017, Tone, 3997
Mere, Total, Olt, Anul 2018, Tone, 6657
Mere, Total, Olt, Anul 2019, Tone, 5296
Mere, Total, Olt, Anul 2020, Tone, 5467
Mere, Total, Olt, Anul 2021, Tone, 5829
Mere, Total, Olt, Anul 2022, Tone, 4852
Mere, Total, Olt, Anul 2023, Tone, 4796
Mere, Total, Olt, Anul 2024, Tone, 4594
Mere, Total, Valcea, Anul 2000, Tone, 19350
Mere, Total, Valcea, Anul 2001, Tone, 22605
Mere, Total, Valcea, Anul 2002, Tone, 10191
Mere, Total, Valcea, Anul 2003, Tone, 40567
Mere, Total, Valcea, Anul 2004, Tone, 35936
Mere, Total, Valcea, Anul 2005, Tone, 18562
Mere, Total, Valcea, Anul 2006, Tone, 17272
Mere, Total, Valcea, Anul 2007, Tone, 26506
Mere, Total, Valcea, Anul 2008, Tone, 16497
Mere, Total, Valcea, Anul 2009, Tone, 25380
Mere, Total, Valcea, Anul 2010, Tone, 36129
Mere, Total, Valcea, Anul 2011, Tone, 38050
Mere, Total, Valcea, Anul 2012, Tone, 26064
Mere, Total, Valcea, Anul 2013, Tone, 26859
Mere, Total, Valcea, Anul 2014, Tone, 15412
Mere, Total, Valcea, Anul 2015, Tone, 14479
Mere, Total, Valcea, Anul 2016, Tone, 15886
Mere, Total, Valcea, Anul 2017, Tone, 14756
Mere, Total, Valcea, Anul 2018, Tone, 35094
Mere, Total, Valcea, Anul 2019, Tone, 26933
Mere, Total, Valcea, Anul 2020, Tone, 36036
Mere, Total, Valcea, Anul 2021, Tone, 36922
Mere, Total, Valcea, Anul 2022, Tone, 29196
Mere, Total, Valcea, Anul 2023, Tone, 27553
Mere, Total, Valcea, Anul 2024, Tone, 26836
Mere, Total, Arad, Anul 2000, Tone, 7781
Mere, Total, Arad, Anul 2001, Tone, 7194
Mere, Total, Arad, Anul 2002, Tone, 10263
Mere, Total, Arad, Anul 2003, Tone, 21101
Mere, Total, Arad, Anul 2004, Tone, 44501
Mere, Total, Arad, Anul 2005, Tone, 21036
Mere, Total, Arad, Anul 2006, Tone, 23314
Mere, Total, Arad, Anul 2007, Tone, 9548
Mere, Total, Arad, Anul 2008, Tone, 7118
Mere, Total, Arad, Anul 2009, Tone, 6369
Mere, Total, Arad, Anul 2010, Tone, 11905
Mere, Total, Arad, Anul 2011, Tone, 7049
Mere, Total, Arad, Anul 2012, Tone, 6784
Mere, Total, Arad, Anul 2013, Tone, 6628
Mere, Total, Arad, Anul 2014, Tone, 5362
Mere, Total, Arad, Anul 2015, Tone, 5244
Mere, Total, Arad, Anul 2016, Tone, 4457
Mere, Total, Arad, Anul 2017, Tone, 2759
Mere, Total, Arad, Anul 2018, Tone, 5645
Mere, Total, Arad, Anul 2019, Tone, 4565
Mere, Total, Arad, Anul 2020, Tone, 5642
Mere, Total, Arad, Anul 2021, Tone, 7706
Mere, Total, Arad, Anul 2022, Tone, 7458
Mere, Total, Arad, Anul 2023, Tone, 5543
Mere, Total, Arad, Anul 2024, Tone, 4763
Mere, Total, Caras-Severin, Anul 2000, Tone, 13719
Mere, Total, Caras-Severin, Anul 2001, Tone, 21245
Mere, Total, Caras-Severin, Anul 2002, Tone, 7527
Mere, Total, Caras-Severin, Anul 2003, Tone, 30978
Mere, Total, Caras-Severin, Anul 2004, Tone, 18044
Mere, Total, Caras-Severin, Anul 2005, Tone, 17164
Mere, Total, Caras-Severin, Anul 2006, Tone, 12581
Mere, Total, Caras-Severin, Anul 2007, Tone, 13190
Mere, Total, Caras-Severin, Anul 2008, Tone, 8836
Mere, Total, Caras-Severin, Anul 2009, Tone, 7127
Mere, Total, Caras-Severin, Anul 2010, Tone, 6349
Mere, Total, Caras-Severin, Anul 2011, Tone, 9158
Mere, Total, Caras-Severin, Anul 2012, Tone, 7308
Mere, Total, Caras-Severin, Anul 2013, Tone, 9692
Mere, Total, Caras-Severin, Anul 2014, Tone, 8240
Mere, Total, Caras-Severin, Anul 2015, Tone, 7982
Mere, Total, Caras-Severin, Anul 2016, Tone, 6753
Mere, Total, Caras-Severin, Anul 2017, Tone, 7468
Mere, Total, Caras-Severin, Anul 2018, Tone, 16566
Mere, Total, Caras-Severin, Anul 2019, Tone, 13894
Mere, Total, Caras-Severin, Anul 2020, Tone, 13533
Mere, Total, Caras-Severin, Anul 2021, Tone, 13996
Mere, Total, Caras-Severin, Anul 2022, Tone, 11878
Mere, Total, Caras-Severin, Anul 2023, Tone, 11336
Mere, Total, Caras-Severin, Anul 2024, Tone, 11654
Mere, Total, Hunedoara, Anul 2000, Tone, 12208
Mere, Total, Hunedoara, Anul 2001, Tone, 7581
Mere, Total, Hunedoara, Anul 2002, Tone, 7201
Mere, Total, Hunedoara, Anul 2003, Tone, 14184
Mere, Total, Hunedoara, Anul 2004, Tone, 30041
Mere, Total, Hunedoara, Anul 2005, Tone, 6865
Mere, Total, Hunedoara, Anul 2006, Tone, 8359
Mere, Total, Hunedoara, Anul 2007, Tone, 4542
Mere, Total, Hunedoara, Anul 2008, Tone, 5244
Mere, Total, Hunedoara, Anul 2009, Tone, 5153
Mere, Total, Hunedoara, Anul 2010, Tone, 6475
Mere, Total, Hunedoara, Anul 2011, Tone, 10985
Mere, Total, Hunedoara, Anul 2012, Tone, 6639
Mere, Total, Hunedoara, Anul 2013, Tone, 8261
Mere, Total, Hunedoara, Anul 2014, Tone, 7406
Mere, Total, Hunedoara, Anul 2015, Tone, 8163
Mere, Total, Hunedoara, Anul 2016, Tone, 7027
Mere, Total, Hunedoara, Anul 2017, Tone, 6934
Mere, Total, Hunedoara, Anul 2018, Tone, 14085
Mere, Total, Hunedoara, Anul 2019, Tone, 9940
Mere, Total, Hunedoara, Anul 2020, Tone, 9237
Mere, Total, Hunedoara, Anul 2021, Tone, 9485
Mere, Total, Hunedoara, Anul 2022, Tone, 8470
Mere, Total, Hunedoara, Anul 2023, Tone, 8047
Mere, Total, Hunedoara, Anul 2024, Tone, 7781
Pere, Total, Bihor, Anul 2000, Tone, 2033
Pere, Total, Bihor, Anul 2001, Tone, 2128
Pere, Total, Bihor, Anul 2002, Tone, 2978
Pere, Total, Bihor, Anul 2003, Tone, 3249
Pere, Total, Bihor, Anul 2004, Tone, 7925
Pere, Total, Bihor, Anul 2005, Tone, 3201
Pere, Total, Bihor, Anul 2006, Tone, 2992
Pere, Total, Bihor, Anul 2007, Tone, 1771
Pere, Total, Bihor, Anul 2008, Tone, 2303
Pere, Total, Bihor, Anul 2009, Tone, 2267
Pere, Total, Bihor, Anul 2010, Tone, 3371
Pere, Total, Bihor, Anul 2011, Tone, 2450
Pere, Total, Bihor, Anul 2012, Tone, 1806
Pere, Total, Bihor, Anul 2013, Tone, 2074
Pere, Total, Bihor, Anul 2014, Tone, 2373
Pere, Total, Bihor, Anul 2015, Tone, 2095
Pere, Total, Bihor, Anul 2016, Tone, 2212
Pere, Total, Bihor, Anul 2017, Tone, 1912
Pere, Total, Bihor, Anul 2018, Tone, 1772
Pere, Total, Bihor, Anul 2019, Tone, 1564
Pere, Total, Bihor, Anul 2020, Tone, 1437
Pere, Total, Bihor, Anul 2021, Tone, 1716
Pere, Total, Bihor, Anul 2022, Tone, 1323
Pere, Total, Bihor, Anul 2023, Tone, 1395
Pere, Total, Bihor, Anul 2024, Tone, 1349
Pere, Total, Bistrita-Nasaud, Anul 2000, Tone, 2733
Pere, Total, Bistrita-Nasaud, Anul 2001, Tone, 878
Pere, Total, Bistrita-Nasaud, Anul 2002, Tone, 1626
Pere, Total, Bistrita-Nasaud, Anul 2003, Tone, 979
Pere, Total, Bistrita-Nasaud, Anul 2004, Tone, 1478
Pere, Total, Bistrita-Nasaud, Anul 2005, Tone, 2825
Pere, Total, Bistrita-Nasaud, Anul 2006, Tone, 1183
Pere, Total, Bistrita-Nasaud, Anul 2007, Tone, 919
Pere, Total, Bistrita-Nasaud, Anul 2008, Tone, 666
Pere, Total, Bistrita-Nasaud, Anul 2009, Tone, 325
Pere, Total, Bistrita-Nasaud, Anul 2010, Tone, 274
Pere, Total, Bistrita-Nasaud, Anul 2011, Tone, 1444
Pere, Total, Bistrita-Nasaud, Anul 2012, Tone, 944
Pere, Total, Bistrita-Nasaud, Anul 2013, Tone, 1180
Pere, Total, Bistrita-Nasaud, Anul 2014, Tone, 1416
Pere, Total, Bistrita-Nasaud, Anul 2015, Tone, 1212
Pere, Total, Bistrita-Nasaud, Anul 2016, Tone, 1170
Pere, Total, Bistrita-Nasaud, Anul 2017, Tone, 726
Pere, Total, Bistrita-Nasaud, Anul 2018, Tone, 1048
Pere, Total, Bistrita-Nasaud, Anul 2019, Tone, 484
Pere, Total, Bistrita-Nasaud, Anul 2020, Tone, 899
Pere, Total, Bistrita-Nasaud, Anul 2021, Tone, 1039
Pere, Total, Bistrita-Nasaud, Anul 2022, Tone, 951
Pere, Total, Bistrita-Nasaud, Anul 2023, Tone, 923
Pere, Total, Bistrita-Nasaud, Anul 2024, Tone, 897
Pere, Total, Cluj, Anul 2000, Tone, 3610
Pere, Total, Cluj, Anul 2001, Tone, 2329
Pere, Total, Cluj, Anul 2002, Tone, 4035
Pere, Total, Cluj, Anul 2003, Tone, 5367
Pere, Total, Cluj, Anul 2004, Tone, 732
Pere, Total, Cluj, Anul 2005, Tone, 2842
Pere, Total, Cluj, Anul 2006, Tone, 2155
Pere, Total, Cluj, Anul 2007, Tone, 622
Pere, Total, Cluj, Anul 2008, Tone, 693
Pere, Total, Cluj, Anul 2009, Tone, 820
Pere, Total, Cluj, Anul 2010, Tone, 867
Pere, Total, Cluj, Anul 2011, Tone, 1392
Pere, Total, Cluj, Anul 2012, Tone, 1163
Pere, Total, Cluj, Anul 2013, Tone, 1387
Pere, Total, Cluj, Anul 2014, Tone, 1376
Pere, Total, Cluj, Anul 2015, Tone, 932
Pere, Total, Cluj, Anul 2016, Tone, 1078
Pere, Total, Cluj, Anul 2017, Tone, 1372
Pere, Total, Cluj, Anul 2018, Tone, 1404
Pere, Total, Cluj, Anul 2019, Tone, 1134
Pere, Total, Cluj, Anul 2020, Tone, 1012
Pere, Total, Cluj, Anul 2021, Tone, 1013
Pere, Total, Cluj, Anul 2022, Tone, 887
Pere, Total, Cluj, Anul 2023, Tone, 901
Pere, Total, Cluj, Anul 2024, Tone, 958
Pere, Total, Maramures, Anul 2000, Tone, 3223
Pere, Total, Maramures, Anul 2001, Tone, 3686
Pere, Total, Maramures, Anul 2002, Tone, 5555
Pere, Total, Maramures, Anul 2003, Tone, 5283
Pere, Total, Maramures, Anul 2004, Tone, 183
Pere, Total, Maramures, Anul 2005, Tone, 3263
Pere, Total, Maramures, Anul 2006, Tone, 2903
Pere, Total, Maramures, Anul 2007, Tone, 2402
Pere, Total, Maramures, Anul 2008, Tone, 1635
Pere, Total, Maramures, Anul 2009, Tone, 2337
Pere, Total, Maramures, Anul 2010, Tone, 2622
Pere, Total, Maramures, Anul 2011, Tone, 2652
Pere, Total, Maramures, Anul 2012, Tone, 1741
Pere, Total, Maramures, Anul 2013, Tone, 2051
Pere, Total, Maramures, Anul 2014, Tone, 1728
Pere, Total, Maramures, Anul 2015, Tone, 1476
Pere, Total, Maramures, Anul 2016, Tone, 1427
Pere, Total, Maramures, Anul 2017, Tone, 1952
Pere, Total, Maramures, Anul 2018, Tone, 2260
Pere, Total, Maramures, Anul 2019, Tone, 2029
Pere, Total, Maramures, Anul 2020, Tone, 2036
Pere, Total, Maramures, Anul 2021, Tone, 2005
Pere, Total, Maramures, Anul 2022, Tone, 1479
Pere, Total, Maramures, Anul 2023, Tone, 1417
Pere, Total, Maramures, Anul 2024, Tone, 1318
Pere, Total, Satu Mare, Anul 2000, Tone, 1013
Pere, Total, Satu Mare, Anul 2001, Tone, 1393
Pere, Total, Satu Mare, Anul 2002, Tone, 1080
Pere, Total, Satu Mare, Anul 2003, Tone, 1165
Pere, Total, Satu Mare, Anul 2004, Tone, 774
Pere, Total, Satu Mare, Anul 2005, Tone, 1570
Pere, Total, Satu Mare, Anul 2006, Tone, 789
Pere, Total, Satu Mare, Anul 2007, Tone, 1198
Pere, Total, Satu Mare, Anul 2008, Tone, 1044
Pere, Total, Satu Mare, Anul 2009, Tone, 1464
Pere, Total, Satu Mare, Anul 2010, Tone, 1398
Pere, Total, Satu Mare, Anul 2011, Tone, 1472
Pere, Total, Satu Mare, Anul 2012, Tone, 1061
Pere, Total, Satu Mare, Anul 2013, Tone, 1276
Pere, Total, Satu Mare, Anul 2014, Tone, 1205
Pere, Total, Satu Mare, Anul 2015, Tone, 901
Pere, Total, Satu Mare, Anul 2016, Tone, 1116
Pere, Total, Satu Mare, Anul 2017, Tone, 1364
Pere, Total, Satu Mare, Anul 2018, Tone, 1471
Pere, Total, Satu Mare, Anul 2019, Tone, 1271
Pere, Total, Satu Mare, Anul 2020, Tone, 1115
Pere, Total, Satu Mare, Anul 2021, Tone, 1032
Pere, Total, Satu Mare, Anul 2022, Tone, 910
Pere, Total, Satu Mare, Anul 2023, Tone, 954
Pere, Total, Satu Mare, Anul 2024, Tone, 950
Pere, Total, Salaj, Anul 2000, Tone, 733
Pere, Total, Salaj, Anul 2001, Tone, 895
Pere, Total, Salaj, Anul 2002, Tone, 690
Pere, Total, Salaj, Anul 2003, Tone, 1309
Pere, Total, Salaj, Anul 2004, Tone, 295
Pere, Total, Salaj, Anul 2005, Tone, 266
Pere, Total, Salaj, Anul 2006, Tone, 411
Pere, Total, Salaj, Anul 2007, Tone, 220
Pere, Total, Salaj, Anul 2008, Tone, 255
Pere, Total, Salaj, Anul 2009, Tone, 1596
Pere, Total, Salaj, Anul 2010, Tone, 1532
Pere, Total, Salaj, Anul 2011, Tone, 1485
Pere, Total, Salaj, Anul 2012, Tone, 1097
Pere, Total, Salaj, Anul 2013, Tone, 1298
Pere, Total, Salaj, Anul 2014, Tone, 1913
Pere, Total, Salaj, Anul 2015, Tone, 1317
Pere, Total, Salaj, Anul 2016, Tone, 1331
Pere, Total, Salaj, Anul 2017, Tone, 1460
Pere, Total, Salaj, Anul 2018, Tone, 1653
Pere, Total, Salaj, Anul 2019, Tone, 1564
Pere, Total, Salaj, Anul 2020, Tone, 1434
Pere, Total, Salaj, Anul 2021, Tone, 1521
Pere, Total, Salaj, Anul 2022, Tone, 1282
Pere, Total, Salaj, Anul 2023, Tone, 1112
Pere, Total, Salaj, Anul 2024, Tone, 1101
Pere, Total, Alba, Anul 2000, Tone, 1217
Pere, Total, Alba, Anul 2001, Tone, 1247
Pere, Total, Alba, Anul 2002, Tone, 1197
Pere, Total, Alba, Anul 2003, Tone, 2293
Pere, Total, Alba, Anul 2004, Tone, 746
Pere, Total, Alba, Anul 2005, Tone, 1881
Pere, Total, Alba, Anul 2006, Tone, 1021
Pere, Total, Alba, Anul 2007, Tone, 2459
Pere, Total, Alba, Anul 2008, Tone, 1503
Pere, Total, Alba, Anul 2009, Tone, 1503
Pere, Total, Alba, Anul 2010, Tone, 1493
Pere, Total, Alba, Anul 2011, Tone, 1607
Pere, Total, Alba, Anul 2012, Tone, 1181
Pere, Total, Alba, Anul 2013, Tone, 1374
Pere, Total, Alba, Anul 2014, Tone, 1892
Pere, Total, Alba, Anul 2015, Tone, 1387
Pere, Total, Alba, Anul 2016, Tone, 1682
Pere, Total, Alba, Anul 2017, Tone, 2131
Pere, Total, Alba, Anul 2018, Tone, 2135
Pere, Total, Alba, Anul 2019, Tone, 1704
Pere, Total, Alba, Anul 2020, Tone, 1553
Pere, Total, Alba, Anul 2021, Tone, 1706
Pere, Total, Alba, Anul 2022, Tone, 1548
Pere, Total, Alba, Anul 2023, Tone, 1468
Pere, Total, Alba, Anul 2024, Tone, 1474
Pere, Total, Brasov, Anul 2000, Tone, 583
Pere, Total, Brasov, Anul 2001, Tone, 591
Pere, Total, Brasov, Anul 2002, Tone, 1116
Pere, Total, Brasov, Anul 2003, Tone, 964
Pere, Total, Brasov, Anul 2004, Tone, 3
Pere, Total, Brasov, Anul 2005, Tone, 1152
Pere, Total, Brasov, Anul 2006, Tone, 591
Pere, Total, Brasov, Anul 2007, Tone, 518
Pere, Total, Brasov, Anul 2008, Tone, 536
Pere, Total, Brasov, Anul 2009, Tone, 772
Pere, Total, Brasov, Anul 2010, Tone, 626
Pere, Total, Brasov, Anul 2011, Tone, 904
Pere, Total, Brasov, Anul 2012, Tone, 810
Pere, Total, Brasov, Anul 2013, Tone, 1070
Pere, Total, Brasov, Anul 2014, Tone, 1015
Pere, Total, Brasov, Anul 2015, Tone, 630
Pere, Total, Brasov, Anul 2016, Tone, 725
Pere, Total, Brasov, Anul 2017, Tone, 650
Pere, Total, Brasov, Anul 2018, Tone, 651
Pere, Total, Brasov, Anul 2019, Tone, 541
Pere, Total, Brasov, Anul 2020, Tone, 489
Pere, Total, Brasov, Anul 2021, Tone, 551
Pere, Total, Brasov, Anul 2022, Tone, 446
Pere, Total, Brasov, Anul 2023, Tone, 482
Pere, Total, Brasov, Anul 2024, Tone, 482
Pere, Total, Covasna, Anul 2000, Tone, 423
Pere, Total, Covasna, Anul 2001, Tone, 509
Pere, Total, Covasna, Anul 2002, Tone, 775
Pere, Total, Covasna, Anul 2003, Tone, 949
Pere, Total, Covasna, Anul 2004, Tone, 12
Pere, Total, Covasna, Anul 2005, Tone, 635
Pere, Total, Covasna, Anul 2006, Tone, 426
Pere, Total, Covasna, Anul 2007, Tone, 253
Pere, Total, Covasna, Anul 2008, Tone, 174
Pere, Total, Covasna, Anul 2009, Tone, 185
Pere, Total, Covasna, Anul 2010, Tone, 287
Pere, Total, Covasna, Anul 2011, Tone, 313
Pere, Total, Covasna, Anul 2012, Tone, 250
Pere, Total, Covasna, Anul 2013, Tone, 297
Pere, Total, Covasna, Anul 2014, Tone, 219
Pere, Total, Covasna, Anul 2015, Tone, 120
Pere, Total, Covasna, Anul 2016, Tone, 139
Pere, Total, Covasna, Anul 2017, Tone, 146
Pere, Total, Covasna, Anul 2018, Tone, 150
Pere, Total, Covasna, Anul 2019, Tone, 157
Pere, Total, Covasna, Anul 2020, Tone, 143
Pere, Total, Covasna, Anul 2021, Tone, 170
Pere, Total, Covasna, Anul 2022, Tone, 136
Pere, Total, Covasna, Anul 2023, Tone, 130
Pere, Total, Covasna, Anul 2024, Tone, 127
Pere, Total, Harghita, Anul 2000, Tone, 927
Pere, Total, Harghita, Anul 2001, Tone, 1770
Pere, Total, Harghita, Anul 2002, Tone, 1144
Pere, Total, Harghita, Anul 2003, Tone, 1030
Pere, Total, Harghita, Anul 2004, Tone, 1
Pere, Total, Harghita, Anul 2005, Tone, 840
Pere, Total, Harghita, Anul 2006, Tone, 549
Pere, Total, Harghita, Anul 2007, Tone, 373
Pere, Total, Harghita, Anul 2008, Tone, 376
Pere, Total, Harghita, Anul 2009, Tone, 543
Pere, Total, Harghita, Anul 2010, Tone, 409
Pere, Total, Harghita, Anul 2011, Tone, 424
Pere, Total, Harghita, Anul 2012, Tone, 408
Pere, Total, Harghita, Anul 2013, Tone, 571
Pere, Total, Harghita, Anul 2014, Tone, 420
Pere, Total, Harghita, Anul 2015, Tone, 336
Pere, Total, Harghita, Anul 2016, Tone, 372
Pere, Total, Harghita, Anul 2017, Tone, 337
Pere, Total, Harghita, Anul 2018, Tone, 380
Pere, Total, Harghita, Anul 2019, Tone, 346
Pere, Total, Harghita, Anul 2020, Tone, 230
Pere, Total, Harghita, Anul 2021, Tone, 258
Pere, Total, Harghita, Anul 2022, Tone, 238
