Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Tone, Valoare
Pere, Total, Arad, Anul 2024, Tone, 408
Pere, Total, Caras-Severin, Anul 2000, Tone, 1503
Pere, Total, Caras-Severin, Anul 2001, Tone, 1582
Pere, Total, Caras-Severin, Anul 2002, Tone, 1282
Pere, Total, Caras-Severin, Anul 2003, Tone, 2632
Pere, Total, Caras-Severin, Anul 2004, Tone, 1004
Pere, Total, Caras-Severin, Anul 2005, Tone, 815
Pere, Total, Caras-Severin, Anul 2006, Tone, 558
Pere, Total, Caras-Severin, Anul 2007, Tone, 1332
Pere, Total, Caras-Severin, Anul 2008, Tone, 832
Pere, Total, Caras-Severin, Anul 2009, Tone, 894
Pere, Total, Caras-Severin, Anul 2010, Tone, 751
Pere, Total, Caras-Severin, Anul 2011, Tone, 893
Pere, Total, Caras-Severin, Anul 2012, Tone, 910
Pere, Total, Caras-Severin, Anul 2013, Tone, 1228
Pere, Total, Caras-Severin, Anul 2014, Tone, 876
Pere, Total, Caras-Severin, Anul 2015, Tone, 677
Pere, Total, Caras-Severin, Anul 2016, Tone, 664
Pere, Total, Caras-Severin, Anul 2017, Tone, 894
Pere, Total, Caras-Severin, Anul 2018, Tone, 944
Pere, Total, Caras-Severin, Anul 2019, Tone, 746
Pere, Total, Caras-Severin, Anul 2020, Tone, 700
Pere, Total, Caras-Severin, Anul 2021, Tone, 789
Pere, Total, Caras-Severin, Anul 2022, Tone, 648
Pere, Total, Caras-Severin, Anul 2023, Tone, 615
Pere, Total, Caras-Severin, Anul 2024, Tone, 579
Pere, Total, Hunedoara, Anul 2000, Tone, 1139
Pere, Total, Hunedoara, Anul 2001, Tone, 1243
Pere, Total, Hunedoara, Anul 2002, Tone, 1461
Pere, Total, Hunedoara, Anul 2003, Tone, 1533
Pere, Total, Hunedoara, Anul 2004, Tone, 239
Pere, Total, Hunedoara, Anul 2005, Tone, 1428
Pere, Total, Hunedoara, Anul 2006, Tone, 924
Pere, Total, Hunedoara, Anul 2007, Tone, 1568
Pere, Total, Hunedoara, Anul 2008, Tone, 1164
Pere, Total, Hunedoara, Anul 2009, Tone, 1489
Pere, Total, Hunedoara, Anul 2010, Tone, 1429
Pere, Total, Hunedoara, Anul 2011, Tone, 1016
Pere, Total, Hunedoara, Anul 2012, Tone, 1029
Pere, Total, Hunedoara, Anul 2013, Tone, 1330
Pere, Total, Hunedoara, Anul 2014, Tone, 1220
Pere, Total, Hunedoara, Anul 2015, Tone, 937
Pere, Total, Hunedoara, Anul 2016, Tone, 964
Pere, Total, Hunedoara, Anul 2017, Tone, 1248
Pere, Total, Hunedoara, Anul 2018, Tone, 1314
Pere, Total, Hunedoara, Anul 2019, Tone, 1178
Pere, Total, Hunedoara, Anul 2020, Tone, 1116
Pere, Total, Hunedoara, Anul 2021, Tone, 1191
Pere, Total, Hunedoara, Anul 2022, Tone, 1040
Pere, Total, Hunedoara, Anul 2023, Tone, 1025
Pere, Total, Hunedoara, Anul 2024, Tone, 951
Piersici, Total, Bihor, Anul 2000, Tone, 4694
Piersici, Total, Bihor, Anul 2001, Tone, 3595
Piersici, Total, Bihor, Anul 2002, Tone, 4103
Piersici, Total, Bihor, Anul 2003, Tone, 1958
Piersici, Total, Bihor, Anul 2004, Tone, 4469
Piersici, Total, Bihor, Anul 2005, Tone, 2607
Piersici, Total, Bihor, Anul 2006, Tone, 2965
Piersici, Total, Bihor, Anul 2007, Tone, 2197
Piersici, Total, Bihor, Anul 2008, Tone, 4871
Piersici, Total, Bihor, Anul 2009, Tone, 5195
Piersici, Total, Bihor, Anul 2010, Tone, 2522
Piersici, Total, Bihor, Anul 2011, Tone, 5297
Piersici, Total, Bihor, Anul 2012, Tone, 4058
Piersici, Total, Bihor, Anul 2013, Tone, 4920
Piersici, Total, Bihor, Anul 2014, Tone, 7992
Piersici, Total, Bihor, Anul 2015, Tone, 7569
Piersici, Total, Bihor, Anul 2016, Tone, 7349
Piersici, Total, Bihor, Anul 2017, Tone, 4749
Piersici, Total, Bihor, Anul 2018, Tone, 6537
Piersici, Total, Bihor, Anul 2019, Tone, 5718
Piersici, Total, Bihor, Anul 2020, Tone, 5462
Piersici, Total, Bihor, Anul 2021, Tone, 3406
Piersici, Total, Bihor, Anul 2022, Tone, 2555
Piersici, Total, Bihor, Anul 2023, Tone, 2301
Piersici, Total, Bihor, Anul 2024, Tone, 2072
Piersici, Total, Bistrita-Nasaud, Anul 2000, Tone, 35
Piersici, Total, Bistrita-Nasaud, Anul 2001, Tone, 1
Piersici, Total, Bistrita-Nasaud, Anul 2003, Tone, 2
Piersici, Total, Bistrita-Nasaud, Anul 2004, Tone, 8
Piersici, Total, Bistrita-Nasaud, Anul 2005, Tone, 27
Piersici, Total, Bistrita-Nasaud, Anul 2006, Tone, 15
Piersici, Total, Bistrita-Nasaud, Anul 2008, Tone, 3
Piersici, Total, Bistrita-Nasaud, Anul 2009, Tone, 3
Piersici, Total, Bistrita-Nasaud, Anul 2010, Tone, 7
Piersici, Total, Bistrita-Nasaud, Anul 2011, Tone, 6
Piersici, Total, Bistrita-Nasaud, Anul 2012, Tone, 5
Piersici, Total, Bistrita-Nasaud, Anul 2013, Tone, 6
Piersici, Total, Bistrita-Nasaud, Anul 2014, Tone, 11
Piersici, Total, Bistrita-Nasaud, Anul 2015, Tone, 8
Piersici, Total, Bistrita-Nasaud, Anul 2016, Tone, 10
Piersici, Total, Bistrita-Nasaud, Anul 2017, Tone, 9
Piersici, Total, Bistrita-Nasaud, Anul 2018, Tone, 11
Piersici, Total, Bistrita-Nasaud, Anul 2019, Tone, 9
Piersici, Total, Bistrita-Nasaud, Anul 2020, Tone, 7
Piersici, Total, Bistrita-Nasaud, Anul 2021, Tone, 8
Piersici, Total, Bistrita-Nasaud, Anul 2022, Tone, 6
Piersici, Total, Bistrita-Nasaud, Anul 2023, Tone, 5
Piersici, Total, Bistrita-Nasaud, Anul 2024, Tone, 5
Piersici, Total, Cluj, Anul 2000, Tone, 64
Piersici, Total, Cluj, Anul 2001, Tone, 50
Piersici, Total, Cluj, Anul 2002, Tone, 162
Piersici, Total, Cluj, Anul 2003, Tone, 100
Piersici, Total, Cluj, Anul 2004, Tone, 212
Piersici, Total, Cluj, Anul 2005, Tone, 179
Piersici, Total, Cluj, Anul 2006, Tone, 78
Piersici, Total, Cluj, Anul 2007, Tone, 15
Piersici, Total, Cluj, Anul 2008, Tone, 38
Piersici, Total, Cluj, Anul 2009, Tone, 39
Piersici, Total, Cluj, Anul 2010, Tone, 37
Piersici, Total, Cluj, Anul 2011, Tone, 43
Piersici, Total, Cluj, Anul 2012, Tone, 55
Piersici, Total, Cluj, Anul 2013, Tone, 58
Piersici, Total, Cluj, Anul 2014, Tone, 91
Piersici, Total, Cluj, Anul 2015, Tone, 74
Piersici, Total, Cluj, Anul 2016, Tone, 102
Piersici, Total, Cluj, Anul 2017, Tone, 76
Piersici, Total, Cluj, Anul 2018, Tone, 81
Piersici, Total, Cluj, Anul 2019, Tone, 73
Piersici, Total, Cluj, Anul 2020, Tone, 66
Piersici, Total, Cluj, Anul 2021, Tone, 71
Piersici, Total, Cluj, Anul 2022, Tone, 60
Piersici, Total, Cluj, Anul 2023, Tone, 59
Piersici, Total, Cluj, Anul 2024, Tone, 57
Piersici, Total, Maramures, Anul 2000, Tone, 105
Piersici, Total, Maramures, Anul 2001, Tone, 45
Piersici, Total, Maramures, Anul 2002, Tone, 100
Piersici, Total, Maramures, Anul 2003, Tone, 113
Piersici, Total, Maramures, Anul 2005, Tone, 143
Piersici, Total, Maramures, Anul 2006, Tone, 157
Piersici, Total, Maramures, Anul 2007, Tone, 60
Piersici, Total, Maramures, Anul 2008, Tone, 161
Piersici, Total, Maramures, Anul 2009, Tone, 161
Piersici, Total, Maramures, Anul 2010, Tone, 138
Piersici, Total, Maramures, Anul 2011, Tone, 137
Piersici, Total, Maramures, Anul 2012, Tone, 130
Piersici, Total, Maramures, Anul 2013, Tone, 138
Piersici, Total, Maramures, Anul 2014, Tone, 162
Piersici, Total, Maramures, Anul 2015, Tone, 142
Piersici, Total, Maramures, Anul 2016, Tone, 184
Piersici, Total, Maramures, Anul 2017, Tone, 93
Piersici, Total, Maramures, Anul 2018, Tone, 101
Piersici, Total, Maramures, Anul 2019, Tone, 80
Piersici, Total, Maramures, Anul 2020, Tone, 84
Piersici, Total, Maramures, Anul 2021, Tone, 92
Piersici, Total, Maramures, Anul 2022, Tone, 83
Piersici, Total, Maramures, Anul 2023, Tone, 74
Piersici, Total, Maramures, Anul 2024, Tone, 72
Piersici, Total, Satu Mare, Anul 2000, Tone, 605
Piersici, Total, Satu Mare, Anul 2001, Tone, 456
Piersici, Total, Satu Mare, Anul 2002, Tone, 439
Piersici, Total, Satu Mare, Anul 2003, Tone, 630
Piersici, Total, Satu Mare, Anul 2004, Tone, 860
Piersici, Total, Satu Mare, Anul 2005, Tone, 596
Piersici, Total, Satu Mare, Anul 2006, Tone, 776
Piersici, Total, Satu Mare, Anul 2007, Tone, 517
Piersici, Total, Satu Mare, Anul 2008, Tone, 959
Piersici, Total, Satu Mare, Anul 2009, Tone, 686
Piersici, Total, Satu Mare, Anul 2010, Tone, 760
Piersici, Total, Satu Mare, Anul 2011, Tone, 689
Piersici, Total, Satu Mare, Anul 2012, Tone, 693
Piersici, Total, Satu Mare, Anul 2013, Tone, 764
Piersici, Total, Satu Mare, Anul 2014, Tone, 1015
Piersici, Total, Satu Mare, Anul 2015, Tone, 864
Piersici, Total, Satu Mare, Anul 2016, Tone, 1202
Piersici, Total, Satu Mare, Anul 2017, Tone, 614
Piersici, Total, Satu Mare, Anul 2018, Tone, 651
Piersici, Total, Satu Mare, Anul 2019, Tone, 542
Piersici, Total, Satu Mare, Anul 2020, Tone, 506
Piersici, Total, Satu Mare, Anul 2021, Tone, 508
Piersici, Total, Satu Mare, Anul 2022, Tone, 456
Piersici, Total, Satu Mare, Anul 2023, Tone, 502
Piersici, Total, Satu Mare, Anul 2024, Tone, 455
Piersici, Total, Salaj, Anul 2000, Tone, 277
Piersici, Total, Salaj, Anul 2001, Tone, 306
Piersici, Total, Salaj, Anul 2002, Tone, 296
Piersici, Total, Salaj, Anul 2003, Tone, 625
Piersici, Total, Salaj, Anul 2004, Tone, 231
Piersici, Total, Salaj, Anul 2005, Tone, 971
Piersici, Total, Salaj, Anul 2006, Tone, 464
Piersici, Total, Salaj, Anul 2007, Tone, 158
Piersici, Total, Salaj, Anul 2008, Tone, 340
Piersici, Total, Salaj, Anul 2009, Tone, 400
Piersici, Total, Salaj, Anul 2010, Tone, 315
Piersici, Total, Salaj, Anul 2011, Tone, 372
Piersici, Total, Salaj, Anul 2012, Tone, 384
Piersici, Total, Salaj, Anul 2013, Tone, 306
Piersici, Total, Salaj, Anul 2014, Tone, 558
Piersici, Total, Salaj, Anul 2015, Tone, 226
Piersici, Total, Salaj, Anul 2016, Tone, 272
Piersici, Total, Salaj, Anul 2017, Tone, 330
Piersici, Total, Salaj, Anul 2018, Tone, 306
Piersici, Total, Salaj, Anul 2019, Tone, 236
Piersici, Total, Salaj, Anul 2020, Tone, 222
Piersici, Total, Salaj, Anul 2021, Tone, 224
Piersici, Total, Salaj, Anul 2022, Tone, 184
Piersici, Total, Salaj, Anul 2023, Tone, 184
Piersici, Total, Salaj, Anul 2024, Tone, 172
Piersici, Total, Alba, Anul 2000, Tone, 210
Piersici, Total, Alba, Anul 2001, Tone, 289
Piersici, Total, Alba, Anul 2002, Tone, 219
Piersici, Total, Alba, Anul 2003, Tone, 403
Piersici, Total, Alba, Anul 2004, Tone, 283
Piersici, Total, Alba, Anul 2005, Tone, 189
Piersici, Total, Alba, Anul 2006, Tone, 236
Piersici, Total, Alba, Anul 2007, Tone, 411
Piersici, Total, Alba, Anul 2008, Tone, 408
Piersici, Total, Alba, Anul 2009, Tone, 419
Piersici, Total, Alba, Anul 2010, Tone, 440
Piersici, Total, Alba, Anul 2011, Tone, 524
Piersici, Total, Alba, Anul 2012, Tone, 506
Piersici, Total, Alba, Anul 2013, Tone, 570
Piersici, Total, Alba, Anul 2014, Tone, 621
Piersici, Total, Alba, Anul 2015, Tone, 555
Piersici, Total, Alba, Anul 2016, Tone, 711
Piersici, Total, Alba, Anul 2017, Tone, 1088
Piersici, Total, Alba, Anul 2018, Tone, 1095
Piersici, Total, Alba, Anul 2019, Tone, 879
Piersici, Total, Alba, Anul 2020, Tone, 770
Piersici, Total, Alba, Anul 2021, Tone, 740
Piersici, Total, Alba, Anul 2022, Tone, 684
Piersici, Total, Alba, Anul 2023, Tone, 709
Piersici, Total, Alba, Anul 2024, Tone, 676
Piersici, Total, Brasov, Anul 2000, Tone, 1
Piersici, Total, Brasov, Anul 2001, Tone, 3
Piersici, Total, Brasov, Anul 2002, Tone, 2
Piersici, Total, Brasov, Anul 2003, Tone, 2
Piersici, Total, Brasov, Anul 2006, Tone, 6
Piersici, Total, Brasov, Anul 2011, Tone, 2
Piersici, Total, Brasov, Anul 2012, Tone, 2
Piersici, Total, Brasov, Anul 2013, Tone, 1
Piersici, Total, Brasov, Anul 2014, Tone, 2
Piersici, Total, Brasov, Anul 2015, Tone, 1
Piersici, Total, Brasov, Anul 2016, Tone, 2
Piersici, Total, Brasov, Anul 2017, Tone, 2
Piersici, Total, Brasov, Anul 2018, Tone, 3
Piersici, Total, Brasov, Anul 2019, Tone, 2
Piersici, Total, Brasov, Anul 2020, Tone, 2
Piersici, Total, Brasov, Anul 2021, Tone, 2
Piersici, Total, Brasov, Anul 2022, Tone, 1
Piersici, Total, Brasov, Anul 2023, Tone, 1
Piersici, Total, Brasov, Anul 2024, Tone, 1
Piersici, Total, Covasna, Anul 2007, Tone, 42
Piersici, Total, Covasna, Anul 2008, Tone, 3
Piersici, Total, Covasna, Anul 2009, Tone, 3
Piersici, Total, Covasna, Anul 2010, Tone, 3
Piersici, Total, Covasna, Anul 2011, Tone, 3
Piersici, Total, Covasna, Anul 2012, Tone, 2
Piersici, Total, Covasna, Anul 2013, Tone, 2
Piersici, Total, Covasna, Anul 2014, Tone, 4
Piersici, Total, Covasna, Anul 2015, Tone, 1
Piersici, Total, Covasna, Anul 2016, Tone, 1
Piersici, Total, Covasna, Anul 2017, Tone, 1
Piersici, Total, Covasna, Anul 2018, Tone, 1
Piersici, Total, Covasna, Anul 2023, Tone, 0
Piersici, Total, Covasna, Anul 2024, Tone, 0
Piersici, Total, Harghita, Anul 2000, Tone, 7
Piersici, Total, Harghita, Anul 2001, Tone, 30
Piersici, Total, Harghita, Anul 2002, Tone, 6
Piersici, Total, Harghita, Anul 2003, Tone, 12
Piersici, Total, Harghita, Anul 2010, Tone, 1
Piersici, Total, Harghita, Anul 2011, Tone, 1
Piersici, Total, Harghita, Anul 2012, Tone, 1
Piersici, Total, Harghita, Anul 2013, Tone, 1
Piersici, Total, Harghita, Anul 2014, Tone, 1
Piersici, Total, Harghita, Anul 2015, Tone, 1
Piersici, Total, Harghita, Anul 2016, Tone, 1
Piersici, Total, Harghita, Anul 2017, Tone, 1
Piersici, Total, Harghita, Anul 2018, Tone, 1
Piersici, Total, Harghita, Anul 2019, Tone, 2
Piersici, Total, Harghita, Anul 2020, Tone, 1
Piersici, Total, Harghita, Anul 2021, Tone, 1
Piersici, Total, Harghita, Anul 2022, Tone, 1
Piersici, Total, Harghita, Anul 2023, Tone, 2
Piersici, Total, Harghita, Anul 2024, Tone, 1
Piersici, Total, Mures, Anul 2000, Tone, 85
Piersici, Total, Mures, Anul 2001, Tone, 87
Piersici, Total, Mures, Anul 2002, Tone, 71
Piersici, Total, Mures, Anul 2003, Tone, 87
Piersici, Total, Mures, Anul 2004, Tone, 84
Piersici, Total, Mures, Anul 2005, Tone, 125
Piersici, Total, Mures, Anul 2006, Tone, 171
Piersici, Total, Mures, Anul 2007, Tone, 27
Piersici, Total, Mures, Anul 2008, Tone, 110
Piersici, Total, Mures, Anul 2009, Tone, 111
Piersici, Total, Mures, Anul 2010, Tone, 155
Piersici, Total, Mures, Anul 2011, Tone, 163
Piersici, Total, Mures, Anul 2012, Tone, 200
Piersici, Total, Mures, Anul 2013, Tone, 162
Piersici, Total, Mures, Anul 2014, Tone, 205
Piersici, Total, Mures, Anul 2015, Tone, 159
Piersici, Total, Mures, Anul 2016, Tone, 212
Piersici, Total, Mures, Anul 2017, Tone, 149
Piersici, Total, Mures, Anul 2018, Tone, 157
Piersici, Total, Mures, Anul 2019, Tone, 125
Piersici, Total, Mures, Anul 2020, Tone, 107
Piersici, Total, Mures, Anul 2021, Tone, 115
Piersici, Total, Mures, Anul 2022, Tone, 97
Piersici, Total, Mures, Anul 2023, Tone, 106
Piersici, Total, Mures, Anul 2024, Tone, 100
Piersici, Total, Sibiu, Anul 2000, Tone, 65
Piersici, Total, Sibiu, Anul 2001, Tone, 71
Piersici, Total, Sibiu, Anul 2002, Tone, 77
Piersici, Total, Sibiu, Anul 2003, Tone, 137
Piersici, Total, Sibiu, Anul 2004, Tone, 70
Piersici, Total, Sibiu, Anul 2005, Tone, 7
Piersici, Total, Sibiu, Anul 2006, Tone, 128
Piersici, Total, Sibiu, Anul 2007, Tone, 8
Piersici, Total, Sibiu, Anul 2008, Tone, 15
Piersici, Total, Sibiu, Anul 2009, Tone, 35
Piersici, Total, Sibiu, Anul 2010, Tone, 15
Piersici, Total, Sibiu, Anul 2011, Tone, 10
Piersici, Total, Sibiu, Anul 2012, Tone, 16
Piersici, Total, Sibiu, Anul 2013, Tone, 18
Piersici, Total, Sibiu, Anul 2014, Tone, 58
Piersici, Total, Sibiu, Anul 2015, Tone, 56
Piersici, Total, Sibiu, Anul 2016, Tone, 67
Piersici, Total, Sibiu, Anul 2017, Tone, 51
Piersici, Total, Sibiu, Anul 2018, Tone, 48
Piersici, Total, Sibiu, Anul 2019, Tone, 37
Piersici, Total, Sibiu, Anul 2020, Tone, 51
Piersici, Total, Sibiu, Anul 2021, Tone, 52
Piersici, Total, Sibiu, Anul 2022, Tone, 44
Piersici, Total, Sibiu, Anul 2023, Tone, 41
Piersici, Total, Sibiu, Anul 2024, Tone, 25
Piersici, Total, Bacau, Anul 2000, Tone, 151
Piersici, Total, Bacau, Anul 2001, Tone, 201
Piersici, Total, Bacau, Anul 2002, Tone, 173
Piersici, Total, Bacau, Anul 2003, Tone, 194
Piersici, Total, Bacau, Anul 2004, Tone, 213
Piersici, Total, Bacau, Anul 2005, Tone, 306
Piersici, Total, Bacau, Anul 2006, Tone, 195
Piersici, Total, Bacau, Anul 2007, Tone, 155
Piersici, Total, Bacau, Anul 2008, Tone, 260
Piersici, Total, Bacau, Anul 2009, Tone, 259
Piersici, Total, Bacau, Anul 2010, Tone, 141
Piersici, Total, Bacau, Anul 2011, Tone, 157
Piersici, Total, Bacau, Anul 2012, Tone, 148
Piersici, Total, Bacau, Anul 2013, Tone, 157
Piersici, Total, Bacau, Anul 2014, Tone, 246
Piersici, Total, Bacau, Anul 2015, Tone, 213
Piersici, Total, Bacau, Anul 2016, Tone, 280
Piersici, Total, Bacau, Anul 2017, Tone, 322
Piersici, Total, Bacau, Anul 2018, Tone, 322
Piersici, Total, Bacau, Anul 2019, Tone, 238
Piersici, Total, Bacau, Anul 2020, Tone, 221
Piersici, Total, Bacau, Anul 2021, Tone, 213
Piersici, Total, Bacau, Anul 2022, Tone, 186
Piersici, Total, Bacau, Anul 2023, Tone, 178
Piersici, Total, Bacau, Anul 2024, Tone, 169
Piersici, Total, Botosani, Anul 2000, Tone, 7
Piersici, Total, Botosani, Anul 2001, Tone, 8
Piersici, Total, Botosani, Anul 2002, Tone, 30
Piersici, Total, Botosani, Anul 2003, Tone, 33
Piersici, Total, Botosani, Anul 2005, Tone, 32
Piersici, Total, Botosani, Anul 2006, Tone, 28
Piersici, Total, Botosani, Anul 2007, Tone, 61
Piersici, Total, Botosani, Anul 2008, Tone, 66
Piersici, Total, Botosani, Anul 2009, Tone, 66
Piersici, Total, Botosani, Anul 2010, Tone, 73
Piersici, Total, Botosani, Anul 2011, Tone, 90
Piersici, Total, Botosani, Anul 2012, Tone, 90
Piersici, Total, Botosani, Anul 2013, Tone, 101
Piersici, Total, Botosani, Anul 2014, Tone, 152
Piersici, Total, Botosani, Anul 2015, Tone, 124
Piersici, Total, Botosani, Anul 2016, Tone, 169
Piersici, Total, Botosani, Anul 2017, Tone, 106
Piersici, Total, Botosani, Anul 2018, Tone, 111
Piersici, Total, Botosani, Anul 2019, Tone, 90
Piersici, Total, Botosani, Anul 2020, Tone, 79
Piersici, Total, Botosani, Anul 2021, Tone, 80
Piersici, Total, Botosani, Anul 2022, Tone, 64
Piersici, Total, Botosani, Anul 2023, Tone, 63
Piersici, Total, Botosani, Anul 2024, Tone, 58
Piersici, Total, Iasi, Anul 2000, Tone, 49
Piersici, Total, Iasi, Anul 2001, Tone, 109
Piersici, Total, Iasi, Anul 2002, Tone, 67
Piersici, Total, Iasi, Anul 2003, Tone, 62
Piersici, Total, Iasi, Anul 2004, Tone, 111
Piersici, Total, Iasi, Anul 2005, Tone, 75
Piersici, Total, Iasi, Anul 2006, Tone, 88
Piersici, Total, Iasi, Anul 2007, Tone, 2
Piersici, Total, Iasi, Anul 2008, Tone, 53
Piersici, Total, Iasi, Anul 2009, Tone, 18
Piersici, Total, Iasi, Anul 2010, Tone, 9
Piersici, Total, Iasi, Anul 2011, Tone, 13
Piersici, Total, Iasi, Anul 2012, Tone, 12
Piersici, Total, Iasi, Anul 2013, Tone, 16
Piersici, Total, Iasi, Anul 2014, Tone, 19
Piersici, Total, Iasi, Anul 2015, Tone, 20
Piersici, Total, Iasi, Anul 2016, Tone, 23
Piersici, Total, Iasi, Anul 2017, Tone, 17
Piersici, Total, Iasi, Anul 2018, Tone, 18
Piersici, Total, Iasi, Anul 2019, Tone, 15
Piersici, Total, Iasi, Anul 2020, Tone, 13
Piersici, Total, Iasi, Anul 2021, Tone, 15
Piersici, Total, Iasi, Anul 2022, Tone, 11
Piersici, Total, Iasi, Anul 2023, Tone, 10
Piersici, Total, Iasi, Anul 2024, Tone, 15
Piersici, Total, Neamt, Anul 2000, Tone, 1
Piersici, Total, Neamt, Anul 2001, Tone, 2
Piersici, Total, Neamt, Anul 2002, Tone, 1
Piersici, Total, Neamt, Anul 2003, Tone, 12
Piersici, Total, Neamt, Anul 2004, Tone, 12
Piersici, Total, Neamt, Anul 2005, Tone, 45
Piersici, Total, Neamt, Anul 2006, Tone, 21
Piersici, Total, Neamt, Anul 2007, Tone, 4
Piersici, Total, Neamt, Anul 2008, Tone, 6
Piersici, Total, Neamt, Anul 2009, Tone, 4
Piersici, Total, Neamt, Anul 2010, Tone, 8
Piersici, Total, Neamt, Anul 2011, Tone, 10
Piersici, Total, Neamt, Anul 2012, Tone, 8
Piersici, Total, Neamt, Anul 2013, Tone, 10
Piersici, Total, Neamt, Anul 2014, Tone, 12
Piersici, Total, Neamt, Anul 2015, Tone, 10
Piersici, Total, Neamt, Anul 2016, Tone, 13
Piersici, Total, Neamt, Anul 2017, Tone, 16
Piersici, Total, Neamt, Anul 2018, Tone, 13
Piersici, Total, Neamt, Anul 2019, Tone, 9
Piersici, Total, Neamt, Anul 2020, Tone, 8
Piersici, Total, Neamt, Anul 2021, Tone, 9
Piersici, Total, Neamt, Anul 2022, Tone, 8
Piersici, Total, Neamt, Anul 2023, Tone, 7
Piersici, Total, Neamt, Anul 2024, Tone, 7
Piersici, Total, Suceava, Anul 2004, Tone, 2
Piersici, Total, Suceava, Anul 2023, Tone, 0
Piersici, Total, Suceava, Anul 2024, Tone, 0
Piersici, Total, Vaslui, Anul 2000, Tone, 139
Piersici, Total, Vaslui, Anul 2001, Tone, 120
Piersici, Total, Vaslui, Anul 2002, Tone, 89
Piersici, Total, Vaslui, Anul 2003, Tone, 193
Piersici, Total, Vaslui, Anul 2004, Tone, 192
Piersici, Total, Vaslui, Anul 2005, Tone, 203
Piersici, Total, Vaslui, Anul 2006, Tone, 108
Piersici, Total, Vaslui, Anul 2007, Tone, 208
Piersici, Total, Vaslui, Anul 2008, Tone, 244
Piersici, Total, Vaslui, Anul 2009, Tone, 178
Piersici, Total, Vaslui, Anul 2010, Tone, 135
Piersici, Total, Vaslui, Anul 2011, Tone, 129
Piersici, Total, Vaslui, Anul 2012, Tone, 131
Piersici, Total, Vaslui, Anul 2013, Tone, 138
Piersici, Total, Vaslui, Anul 2014, Tone, 107
Piersici, Total, Vaslui, Anul 2015, Tone, 116
Piersici, Total, Vaslui, Anul 2016, Tone, 133
Piersici, Total, Vaslui, Anul 2017, Tone, 85
Piersici, Total, Vaslui, Anul 2018, Tone, 89
Piersici, Total, Vaslui, Anul 2019, Tone, 68
Piersici, Total, Vaslui, Anul 2020, Tone, 64
Piersici, Total, Vaslui, Anul 2021, Tone, 74
Piersici, Total, Vaslui, Anul 2022, Tone, 62
Piersici, Total, Vaslui, Anul 2023, Tone, 68
Piersici, Total, Vaslui, Anul 2024, Tone, 64
Piersici, Total, Braila, Anul 2000, Tone, 167
Piersici, Total, Braila, Anul 2001, Tone, 227
Piersici, Total, Braila, Anul 2002, Tone, 174
Piersici, Total, Braila, Anul 2003, Tone, 175
Piersici, Total, Braila, Anul 2004, Tone, 272
Piersici, Total, Braila, Anul 2005, Tone, 176
Piersici, Total, Braila, Anul 2006, Tone, 160
Piersici, Total, Braila, Anul 2007, Tone, 90
Piersici, Total, Braila, Anul 2008, Tone, 98
Piersici, Total, Braila, Anul 2009, Tone, 48
Piersici, Total, Braila, Anul 2010, Tone, 24
Piersici, Total, Braila, Anul 2011, Tone, 68
Piersici, Total, Braila, Anul 2012, Tone, 38
Piersici, Total, Braila, Anul 2013, Tone, 30
Piersici, Total, Braila, Anul 2014, Tone, 346
Piersici, Total, Braila, Anul 2015, Tone, 409
Piersici, Total, Braila, Anul 2016, Tone, 343
Piersici, Total, Braila, Anul 2017, Tone, 332
Piersici, Total, Braila, Anul 2018, Tone, 278
Piersici, Total, Braila, Anul 2019, Tone, 190
Piersici, Total, Braila, Anul 2020, Tone, 80
Piersici, Total, Braila, Anul 2021, Tone, 130
Piersici, Total, Braila, Anul 2022, Tone, 192
Piersici, Total, Braila, Anul 2023, Tone, 130
Piersici, Total, Braila, Anul 2024, Tone, 151
Piersici, Total, Buzau, Anul 2000, Tone, 363
Piersici, Total, Buzau, Anul 2001, Tone, 452
Piersici, Total, Buzau, Anul 2002, Tone, 227
Piersici, Total, Buzau, Anul 2003, Tone, 442
Piersici, Total, Buzau, Anul 2004, Tone, 394
Piersici, Total, Buzau, Anul 2005, Tone, 522
Piersici, Total, Buzau, Anul 2006, Tone, 496
Piersici, Total, Buzau, Anul 2007, Tone, 782
Piersici, Total, Buzau, Anul 2008, Tone, 773
Piersici, Total, Buzau, Anul 2009, Tone, 779
Piersici, Total, Buzau, Anul 2010, Tone, 844
Piersici, Total, Buzau, Anul 2011, Tone, 1035
Piersici, Total, Buzau, Anul 2012, Tone, 978
Piersici, Total, Buzau, Anul 2013, Tone, 1017
Piersici, Total, Buzau, Anul 2014, Tone, 1264
Piersici, Total, Buzau, Anul 2015, Tone, 1091
Piersici, Total, Buzau, Anul 2016, Tone, 1465
Piersici, Total, Buzau, Anul 2017, Tone, 829
Piersici, Total, Buzau, Anul 2018, Tone, 992
Piersici, Total, Buzau, Anul 2019, Tone, 829
Piersici, Total, Buzau, Anul 2020, Tone, 663
Piersici, Total, Buzau, Anul 2021, Tone, 719
Piersici, Total, Buzau, Anul 2022, Tone, 609
Piersici, Total, Buzau, Anul 2023, Tone, 617
Piersici, Total, Buzau, Anul 2024, Tone, 557
Piersici, Total, Constanta, Anul 2000, Tone, 4286
Piersici, Total, Constanta, Anul 2001, Tone, 4023
