Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Kg/ pom, Valoare
Piersici, Total, Covasna, Anul 2016, Kilograme, 38
Piersici, Total, Covasna, Anul 2017, Kilograme, 40
Piersici, Total, Covasna, Anul 2018, Kilograme, 25
Piersici, Total, Covasna, Anul 2023, Kilograme, 0
Piersici, Total, Covasna, Anul 2024, Kilograme, 0
Piersici, Total, Harghita, Anul 2000, Kilograme, 8
Piersici, Total, Harghita, Anul 2001, Kilograme, 31
Piersici, Total, Harghita, Anul 2002, Kilograme, 5
Piersici, Total, Harghita, Anul 2003, Kilograme, 17
Piersici, Total, Harghita, Anul 2010, Kilograme, 15
Piersici, Total, Harghita, Anul 2011, Kilograme, 14
Piersici, Total, Harghita, Anul 2012, Kilograme, 15
Piersici, Total, Harghita, Anul 2013, Kilograme, 15
Piersici, Total, Harghita, Anul 2014, Kilograme, 20
Piersici, Total, Harghita, Anul 2015, Kilograme, 21
Piersici, Total, Harghita, Anul 2016, Kilograme, 21
Piersici, Total, Harghita, Anul 2017, Kilograme, 21
Piersici, Total, Harghita, Anul 2018, Kilograme, 21
Piersici, Total, Harghita, Anul 2019, Kilograme, 31
Piersici, Total, Harghita, Anul 2020, Kilograme, 21
Piersici, Total, Harghita, Anul 2021, Kilograme, 22
Piersici, Total, Harghita, Anul 2022, Kilograme, 22
Piersici, Total, Harghita, Anul 2023, Kilograme, 29
Piersici, Total, Harghita, Anul 2024, Kilograme, 22
Piersici, Total, Mures, Anul 2000, Kilograme, 12
Piersici, Total, Mures, Anul 2001, Kilograme, 12
Piersici, Total, Mures, Anul 2002, Kilograme, 10
Piersici, Total, Mures, Anul 2003, Kilograme, 11
Piersici, Total, Mures, Anul 2004, Kilograme, 11
Piersici, Total, Mures, Anul 2005, Kilograme, 17
Piersici, Total, Mures, Anul 2006, Kilograme, 28
Piersici, Total, Mures, Anul 2007, Kilograme, 3
Piersici, Total, Mures, Anul 2008, Kilograme, 11
Piersici, Total, Mures, Anul 2009, Kilograme, 11
Piersici, Total, Mures, Anul 2010, Kilograme, 16
Piersici, Total, Mures, Anul 2011, Kilograme, 17
Piersici, Total, Mures, Anul 2012, Kilograme, 16
Piersici, Total, Mures, Anul 2013, Kilograme, 13
Piersici, Total, Mures, Anul 2014, Kilograme, 18
Piersici, Total, Mures, Anul 2015, Kilograme, 14
Piersici, Total, Mures, Anul 2016, Kilograme, 26
Piersici, Total, Mures, Anul 2017, Kilograme, 18
Piersici, Total, Mures, Anul 2018, Kilograme, 19
Piersici, Total, Mures, Anul 2019, Kilograme, 15
Piersici, Total, Mures, Anul 2020, Kilograme, 13
Piersici, Total, Mures, Anul 2021, Kilograme, 14
Piersici, Total, Mures, Anul 2022, Kilograme, 12
Piersici, Total, Mures, Anul 2023, Kilograme, 11
Piersici, Total, Mures, Anul 2024, Kilograme, 10
Piersici, Total, Sibiu, Anul 2000, Kilograme, 7
Piersici, Total, Sibiu, Anul 2001, Kilograme, 14
Piersici, Total, Sibiu, Anul 2002, Kilograme, 7
Piersici, Total, Sibiu, Anul 2003, Kilograme, 12
Piersici, Total, Sibiu, Anul 2004, Kilograme, 8
Piersici, Total, Sibiu, Anul 2006, Kilograme, 18
Piersici, Total, Sibiu, Anul 2007, Kilograme, 1
Piersici, Total, Sibiu, Anul 2008, Kilograme, 3
Piersici, Total, Sibiu, Anul 2009, Kilograme, 6
Piersici, Total, Sibiu, Anul 2010, Kilograme, 11
Piersici, Total, Sibiu, Anul 2011, Kilograme, 7
Piersici, Total, Sibiu, Anul 2012, Kilograme, 13
Piersici, Total, Sibiu, Anul 2013, Kilograme, 4
Piersici, Total, Sibiu, Anul 2014, Kilograme, 14
Piersici, Total, Sibiu, Anul 2015, Kilograme, 14
Piersici, Total, Sibiu, Anul 2016, Kilograme, 16
Piersici, Total, Sibiu, Anul 2017, Kilograme, 12
Piersici, Total, Sibiu, Anul 2018, Kilograme, 2
Piersici, Total, Sibiu, Anul 2019, Kilograme, 5
Piersici, Total, Sibiu, Anul 2020, Kilograme, 8
Piersici, Total, Sibiu, Anul 2021, Kilograme, 8
Piersici, Total, Sibiu, Anul 2022, Kilograme, 7
Piersici, Total, Sibiu, Anul 2023, Kilograme, 4
Piersici, Total, Sibiu, Anul 2024, Kilograme, 15
Piersici, Total, Bacau, Anul 2000, Kilograme, 16
Piersici, Total, Bacau, Anul 2001, Kilograme, 21
Piersici, Total, Bacau, Anul 2002, Kilograme, 17
Piersici, Total, Bacau, Anul 2003, Kilograme, 19
Piersici, Total, Bacau, Anul 2004, Kilograme, 20
Piersici, Total, Bacau, Anul 2005, Kilograme, 30
Piersici, Total, Bacau, Anul 2006, Kilograme, 18
Piersici, Total, Bacau, Anul 2007, Kilograme, 17
Piersici, Total, Bacau, Anul 2008, Kilograme, 28
Piersici, Total, Bacau, Anul 2009, Kilograme, 28
Piersici, Total, Bacau, Anul 2010, Kilograme, 15
Piersici, Total, Bacau, Anul 2011, Kilograme, 17
Piersici, Total, Bacau, Anul 2012, Kilograme, 16
Piersici, Total, Bacau, Anul 2013, Kilograme, 17
Piersici, Total, Bacau, Anul 2014, Kilograme, 28
Piersici, Total, Bacau, Anul 2015, Kilograme, 21
Piersici, Total, Bacau, Anul 2016, Kilograme, 32
Piersici, Total, Bacau, Anul 2017, Kilograme, 38
Piersici, Total, Bacau, Anul 2018, Kilograme, 38
Piersici, Total, Bacau, Anul 2019, Kilograme, 28
Piersici, Total, Bacau, Anul 2020, Kilograme, 26
Piersici, Total, Bacau, Anul 2021, Kilograme, 25
Piersici, Total, Bacau, Anul 2022, Kilograme, 22
Piersici, Total, Bacau, Anul 2023, Kilograme, 21
Piersici, Total, Bacau, Anul 2024, Kilograme, 20
Piersici, Total, Botosani, Anul 2000, Kilograme, 5
Piersici, Total, Botosani, Anul 2001, Kilograme, 2
Piersici, Total, Botosani, Anul 2002, Kilograme, 7
Piersici, Total, Botosani, Anul 2003, Kilograme, 8
Piersici, Total, Botosani, Anul 2005, Kilograme, 16
Piersici, Total, Botosani, Anul 2006, Kilograme, 12
Piersici, Total, Botosani, Anul 2007, Kilograme, 10
Piersici, Total, Botosani, Anul 2008, Kilograme, 11
Piersici, Total, Botosani, Anul 2009, Kilograme, 11
Piersici, Total, Botosani, Anul 2010, Kilograme, 12
Piersici, Total, Botosani, Anul 2011, Kilograme, 15
Piersici, Total, Botosani, Anul 2012, Kilograme, 15
Piersici, Total, Botosani, Anul 2013, Kilograme, 17
Piersici, Total, Botosani, Anul 2014, Kilograme, 27
Piersici, Total, Botosani, Anul 2015, Kilograme, 23
Piersici, Total, Botosani, Anul 2016, Kilograme, 32
Piersici, Total, Botosani, Anul 2017, Kilograme, 20
Piersici, Total, Botosani, Anul 2018, Kilograme, 21
Piersici, Total, Botosani, Anul 2019, Kilograme, 17
Piersici, Total, Botosani, Anul 2020, Kilograme, 15
Piersici, Total, Botosani, Anul 2021, Kilograme, 15
Piersici, Total, Botosani, Anul 2022, Kilograme, 12
Piersici, Total, Botosani, Anul 2023, Kilograme, 12
Piersici, Total, Botosani, Anul 2024, Kilograme, 11
Piersici, Total, Iasi, Anul 2000, Kilograme, 10
Piersici, Total, Iasi, Anul 2001, Kilograme, 15
Piersici, Total, Iasi, Anul 2002, Kilograme, 9
Piersici, Total, Iasi, Anul 2003, Kilograme, 13
Piersici, Total, Iasi, Anul 2004, Kilograme, 20
Piersici, Total, Iasi, Anul 2005, Kilograme, 12
Piersici, Total, Iasi, Anul 2006, Kilograme, 11
Piersici, Total, Iasi, Anul 2008, Kilograme, 8
Piersici, Total, Iasi, Anul 2009, Kilograme, 16
Piersici, Total, Iasi, Anul 2010, Kilograme, 11
Piersici, Total, Iasi, Anul 2011, Kilograme, 18
Piersici, Total, Iasi, Anul 2012, Kilograme, 11
Piersici, Total, Iasi, Anul 2013, Kilograme, 11
Piersici, Total, Iasi, Anul 2014, Kilograme, 17
Piersici, Total, Iasi, Anul 2015, Kilograme, 16
Piersici, Total, Iasi, Anul 2016, Kilograme, 27
Piersici, Total, Iasi, Anul 2017, Kilograme, 20
Piersici, Total, Iasi, Anul 2018, Kilograme, 22
Piersici, Total, Iasi, Anul 2019, Kilograme, 19
Piersici, Total, Iasi, Anul 2020, Kilograme, 19
Piersici, Total, Iasi, Anul 2021, Kilograme, 21
Piersici, Total, Iasi, Anul 2022, Kilograme, 10
Piersici, Total, Iasi, Anul 2023, Kilograme, 9
Piersici, Total, Iasi, Anul 2024, Kilograme, 5
Piersici, Total, Neamt, Anul 2000, Kilograme, 4
Piersici, Total, Neamt, Anul 2001, Kilograme, 6
Piersici, Total, Neamt, Anul 2002, Kilograme, 5
Piersici, Total, Neamt, Anul 2003, Kilograme, 39
Piersici, Total, Neamt, Anul 2004, Kilograme, 22
Piersici, Total, Neamt, Anul 2005, Kilograme, 22
Piersici, Total, Neamt, Anul 2006, Kilograme, 20
Piersici, Total, Neamt, Anul 2007, Kilograme, 7
Piersici, Total, Neamt, Anul 2008, Kilograme, 13
Piersici, Total, Neamt, Anul 2009, Kilograme, 8
Piersici, Total, Neamt, Anul 2010, Kilograme, 17
Piersici, Total, Neamt, Anul 2011, Kilograme, 21
Piersici, Total, Neamt, Anul 2012, Kilograme, 17
Piersici, Total, Neamt, Anul 2013, Kilograme, 20
Piersici, Total, Neamt, Anul 2014, Kilograme, 24
Piersici, Total, Neamt, Anul 2015, Kilograme, 20
Piersici, Total, Neamt, Anul 2016, Kilograme, 26
Piersici, Total, Neamt, Anul 2017, Kilograme, 32
Piersici, Total, Neamt, Anul 2018, Kilograme, 27
Piersici, Total, Neamt, Anul 2019, Kilograme, 19
Piersici, Total, Neamt, Anul 2020, Kilograme, 17
Piersici, Total, Neamt, Anul 2021, Kilograme, 19
Piersici, Total, Neamt, Anul 2022, Kilograme, 17
Piersici, Total, Neamt, Anul 2023, Kilograme, 15
Piersici, Total, Neamt, Anul 2024, Kilograme, 15
Piersici, Total, Suceava, Anul 2023, Kilograme, 0
Piersici, Total, Suceava, Anul 2024, Kilograme, 0
Piersici, Total, Vaslui, Anul 2000, Kilograme, 4
Piersici, Total, Vaslui, Anul 2001, Kilograme, 7
Piersici, Total, Vaslui, Anul 2002, Kilograme, 3
Piersici, Total, Vaslui, Anul 2003, Kilograme, 15
Piersici, Total, Vaslui, Anul 2004, Kilograme, 6
Piersici, Total, Vaslui, Anul 2005, Kilograme, 17
Piersici, Total, Vaslui, Anul 2006, Kilograme, 16
Piersici, Total, Vaslui, Anul 2007, Kilograme, 26
Piersici, Total, Vaslui, Anul 2008, Kilograme, 32
Piersici, Total, Vaslui, Anul 2009, Kilograme, 21
Piersici, Total, Vaslui, Anul 2010, Kilograme, 17
Piersici, Total, Vaslui, Anul 2011, Kilograme, 18
Piersici, Total, Vaslui, Anul 2012, Kilograme, 18
Piersici, Total, Vaslui, Anul 2013, Kilograme, 19
Piersici, Total, Vaslui, Anul 2014, Kilograme, 25
Piersici, Total, Vaslui, Anul 2015, Kilograme, 27
Piersici, Total, Vaslui, Anul 2016, Kilograme, 28
Piersici, Total, Vaslui, Anul 2017, Kilograme, 20
Piersici, Total, Vaslui, Anul 2018, Kilograme, 19
Piersici, Total, Vaslui, Anul 2019, Kilograme, 14
Piersici, Total, Vaslui, Anul 2020, Kilograme, 14
Piersici, Total, Vaslui, Anul 2021, Kilograme, 15
Piersici, Total, Vaslui, Anul 2022, Kilograme, 13
Piersici, Total, Vaslui, Anul 2023, Kilograme, 12
Piersici, Total, Vaslui, Anul 2024, Kilograme, 11
Piersici, Total, Regiunea SUD-EST, Anul 2000, Kilograme, 6
Piersici, Total, Regiunea SUD-EST, Anul 2001, Kilograme, 6
Piersici, Total, Regiunea SUD-EST, Anul 2002, Kilograme, 5
Piersici, Total, Regiunea SUD-EST, Anul 2003, Kilograme, 12
Piersici, Total, Regiunea SUD-EST, Anul 2004, Kilograme, 10
Piersici, Total, Regiunea SUD-EST, Anul 2005, Kilograme, 20
Piersici, Total, Regiunea SUD-EST, Anul 2006, Kilograme, 12
Piersici, Total, Regiunea SUD-EST, Anul 2007, Kilograme, 12
Piersici, Total, Regiunea SUD-EST, Anul 2008, Kilograme, 8
Piersici, Total, Regiunea SUD-EST, Anul 2009, Kilograme, 11
Piersici, Total, Regiunea SUD-EST, Anul 2010, Kilograme, 4
Piersici, Total, Regiunea SUD-EST, Anul 2011, Kilograme, 14
Piersici, Total, Regiunea SUD-EST, Anul 2012, Kilograme, 11
Piersici, Total, Regiunea SUD-EST, Anul 2013, Kilograme, 11
Piersici, Total, Regiunea SUD-EST, Anul 2014, Kilograme, 14
Piersici, Total, Regiunea SUD-EST, Anul 2015, Kilograme, 14
Piersici, Total, Regiunea SUD-EST, Anul 2016, Kilograme, 14
Piersici, Total, Regiunea SUD-EST, Anul 2017, Kilograme, 14
Piersici, Total, Regiunea SUD-EST, Anul 2018, Kilograme, 16
Piersici, Total, Regiunea SUD-EST, Anul 2019, Kilograme, 10
Piersici, Total, Regiunea SUD-EST, Anul 2020, Kilograme, 8
Piersici, Total, Regiunea SUD-EST, Anul 2021, Kilograme, 8
Piersici, Total, Regiunea SUD-EST, Anul 2022, Kilograme, 10
Piersici, Total, Regiunea SUD-EST, Anul 2023, Kilograme, 12
Piersici, Total, Regiunea SUD-EST, Anul 2024, Kilograme, 10
Piersici, Total, Braila, Anul 2000, Kilograme, 3
Piersici, Total, Braila, Anul 2001, Kilograme, 3
Piersici, Total, Braila, Anul 2002, Kilograme, 7
Piersici, Total, Braila, Anul 2003, Kilograme, 10
Piersici, Total, Braila, Anul 2004, Kilograme, 14
Piersici, Total, Braila, Anul 2005, Kilograme, 6
Piersici, Total, Braila, Anul 2006, Kilograme, 7
Piersici, Total, Braila, Anul 2007, Kilograme, 4
Piersici, Total, Braila, Anul 2008, Kilograme, 5
Piersici, Total, Braila, Anul 2009, Kilograme, 9
Piersici, Total, Braila, Anul 2010, Kilograme, 2
Piersici, Total, Braila, Anul 2011, Kilograme, 6
Piersici, Total, Braila, Anul 2012, Kilograme, 8
Piersici, Total, Braila, Anul 2013, Kilograme, 3
Piersici, Total, Braila, Anul 2014, Kilograme, 13
Piersici, Total, Braila, Anul 2015, Kilograme, 16
Piersici, Total, Braila, Anul 2016, Kilograme, 16
Piersici, Total, Braila, Anul 2017, Kilograme, 16
Piersici, Total, Braila, Anul 2018, Kilograme, 12
Piersici, Total, Braila, Anul 2019, Kilograme, 10
Piersici, Total, Braila, Anul 2020, Kilograme, 2
Piersici, Total, Braila, Anul 2021, Kilograme, 4
Piersici, Total, Braila, Anul 2022, Kilograme, 10
Piersici, Total, Braila, Anul 2023, Kilograme, 7
Piersici, Total, Braila, Anul 2024, Kilograme, 8
Piersici, Total, Buzau, Anul 2000, Kilograme, 3
Piersici, Total, Buzau, Anul 2001, Kilograme, 15
Piersici, Total, Buzau, Anul 2002, Kilograme, 5
Piersici, Total, Buzau, Anul 2003, Kilograme, 14
Piersici, Total, Buzau, Anul 2004, Kilograme, 11
Piersici, Total, Buzau, Anul 2005, Kilograme, 16
Piersici, Total, Buzau, Anul 2006, Kilograme, 15
Piersici, Total, Buzau, Anul 2007, Kilograme, 11
Piersici, Total, Buzau, Anul 2008, Kilograme, 13
Piersici, Total, Buzau, Anul 2009, Kilograme, 13
Piersici, Total, Buzau, Anul 2010, Kilograme, 14
Piersici, Total, Buzau, Anul 2011, Kilograme, 17
Piersici, Total, Buzau, Anul 2012, Kilograme, 16
Piersici, Total, Buzau, Anul 2013, Kilograme, 17
Piersici, Total, Buzau, Anul 2014, Kilograme, 23
Piersici, Total, Buzau, Anul 2015, Kilograme, 20
Piersici, Total, Buzau, Anul 2016, Kilograme, 27
Piersici, Total, Buzau, Anul 2017, Kilograme, 15
Piersici, Total, Buzau, Anul 2018, Kilograme, 18
Piersici, Total, Buzau, Anul 2019, Kilograme, 15
Piersici, Total, Buzau, Anul 2020, Kilograme, 12
Piersici, Total, Buzau, Anul 2021, Kilograme, 13
Piersici, Total, Buzau, Anul 2022, Kilograme, 11
Piersici, Total, Buzau, Anul 2023, Kilograme, 11
Piersici, Total, Buzau, Anul 2024, Kilograme, 10
Piersici, Total, Constanta, Anul 2000, Kilograme, 6
Piersici, Total, Constanta, Anul 2001, Kilograme, 3
Piersici, Total, Constanta, Anul 2002, Kilograme, 4
Piersici, Total, Constanta, Anul 2003, Kilograme, 11
Piersici, Total, Constanta, Anul 2004, Kilograme, 10
Piersici, Total, Constanta, Anul 2005, Kilograme, 22
Piersici, Total, Constanta, Anul 2006, Kilograme, 12
Piersici, Total, Constanta, Anul 2007, Kilograme, 12
Piersici, Total, Constanta, Anul 2008, Kilograme, 7
Piersici, Total, Constanta, Anul 2009, Kilograme, 11
Piersici, Total, Constanta, Anul 2010, Kilograme, 3
Piersici, Total, Constanta, Anul 2011, Kilograme, 15
Piersici, Total, Constanta, Anul 2012, Kilograme, 12
Piersici, Total, Constanta, Anul 2013, Kilograme, 13
Piersici, Total, Constanta, Anul 2014, Kilograme, 10
Piersici, Total, Constanta, Anul 2015, Kilograme, 12
Piersici, Total, Constanta, Anul 2016, Kilograme, 9
Piersici, Total, Constanta, Anul 2017, Kilograme, 14
Piersici, Total, Constanta, Anul 2018, Kilograme, 16
Piersici, Total, Constanta, Anul 2019, Kilograme, 8
Piersici, Total, Constanta, Anul 2020, Kilograme, 8
Piersici, Total, Constanta, Anul 2021, Kilograme, 7
Piersici, Total, Constanta, Anul 2022, Kilograme, 9
Piersici, Total, Constanta, Anul 2023, Kilograme, 12
Piersici, Total, Constanta, Anul 2024, Kilograme, 10
Piersici, Total, Galati, Anul 2000, Kilograme, 13
Piersici, Total, Galati, Anul 2001, Kilograme, 9
Piersici, Total, Galati, Anul 2002, Kilograme, 12
Piersici, Total, Galati, Anul 2003, Kilograme, 24
Piersici, Total, Galati, Anul 2004, Kilograme, 14
Piersici, Total, Galati, Anul 2005, Kilograme, 7
Piersici, Total, Galati, Anul 2006, Kilograme, 8
Piersici, Total, Galati, Anul 2007, Kilograme, 13
Piersici, Total, Galati, Anul 2008, Kilograme, 13
Piersici, Total, Galati, Anul 2009, Kilograme, 7
Piersici, Total, Galati, Anul 2010, Kilograme, 5
Piersici, Total, Galati, Anul 2011, Kilograme, 10
Piersici, Total, Galati, Anul 2012, Kilograme, 9
Piersici, Total, Galati, Anul 2013, Kilograme, 9
Piersici, Total, Galati, Anul 2014, Kilograme, 27
Piersici, Total, Galati, Anul 2015, Kilograme, 14
Piersici, Total, Galati, Anul 2016, Kilograme, 20
Piersici, Total, Galati, Anul 2017, Kilograme, 11
Piersici, Total, Galati, Anul 2018, Kilograme, 19
Piersici, Total, Galati, Anul 2019, Kilograme, 16
Piersici, Total, Galati, Anul 2020, Kilograme, 14
Piersici, Total, Galati, Anul 2021, Kilograme, 13
Piersici, Total, Galati, Anul 2022, Kilograme, 11
Piersici, Total, Galati, Anul 2023, Kilograme, 12
Piersici, Total, Galati, Anul 2024, Kilograme, 11
Piersici, Total, Tulcea, Anul 2000, Kilograme, 1
Piersici, Total, Tulcea, Anul 2001, Kilograme, 15
Piersici, Total, Tulcea, Anul 2002, Kilograme, 29
Piersici, Total, Tulcea, Anul 2003, Kilograme, 27
Piersici, Total, Tulcea, Anul 2004, Kilograme, 17
Piersici, Total, Tulcea, Anul 2005, Kilograme, 18
Piersici, Total, Tulcea, Anul 2006, Kilograme, 18
Piersici, Total, Tulcea, Anul 2009, Kilograme, 20
Piersici, Total, Tulcea, Anul 2010, Kilograme, 18
Piersici, Total, Tulcea, Anul 2011, Kilograme, 19
Piersici, Total, Tulcea, Anul 2012, Kilograme, 4
Piersici, Total, Tulcea, Anul 2013, Kilograme, 4
Piersici, Total, Tulcea, Anul 2014, Kilograme, 17
Piersici, Total, Tulcea, Anul 2015, Kilograme, 21
Piersici, Total, Tulcea, Anul 2016, Kilograme, 21
Piersici, Total, Tulcea, Anul 2017, Kilograme, 19
Piersici, Total, Tulcea, Anul 2018, Kilograme, 7
Piersici, Total, Tulcea, Anul 2019, Kilograme, 21
Piersici, Total, Tulcea, Anul 2020, Kilograme, 21
Piersici, Total, Tulcea, Anul 2021, Kilograme, 22
Piersici, Total, Tulcea, Anul 2022, Kilograme, 8
Piersici, Total, Tulcea, Anul 2023, Kilograme, 7
Piersici, Total, Tulcea, Anul 2024, Kilograme, 19
Piersici, Total, Vrancea, Anul 2000, Kilograme, 15
Piersici, Total, Vrancea, Anul 2001, Kilograme, 12
Piersici, Total, Vrancea, Anul 2002, Kilograme, 10
Piersici, Total, Vrancea, Anul 2003, Kilograme, 13
Piersici, Total, Vrancea, Anul 2004, Kilograme, 15
Piersici, Total, Vrancea, Anul 2005, Kilograme, 20
Piersici, Total, Vrancea, Anul 2006, Kilograme, 19
Piersici, Total, Vrancea, Anul 2007, Kilograme, 15
Piersici, Total, Vrancea, Anul 2008, Kilograme, 25
Piersici, Total, Vrancea, Anul 2009, Kilograme, 20
Piersici, Total, Vrancea, Anul 2010, Kilograme, 17
Piersici, Total, Vrancea, Anul 2011, Kilograme, 20
Piersici, Total, Vrancea, Anul 2012, Kilograme, 19
Piersici, Total, Vrancea, Anul 2013, Kilograme, 22
Piersici, Total, Vrancea, Anul 2014, Kilograme, 27
Piersici, Total, Vrancea, Anul 2015, Kilograme, 23
Piersici, Total, Vrancea, Anul 2016, Kilograme, 31
Piersici, Total, Vrancea, Anul 2017, Kilograme, 19
Piersici, Total, Vrancea, Anul 2018, Kilograme, 19
Piersici, Total, Vrancea, Anul 2019, Kilograme, 18
Piersici, Total, Vrancea, Anul 2020, Kilograme, 16
Piersici, Total, Vrancea, Anul 2021, Kilograme, 19
Piersici, Total, Vrancea, Anul 2022, Kilograme, 17
Piersici, Total, Vrancea, Anul 2023, Kilograme, 17
Piersici, Total, Vrancea, Anul 2024, Kilograme, 16
Piersici, Total, Arges, Anul 2000, Kilograme, 6
Piersici, Total, Arges, Anul 2001, Kilograme, 10
Piersici, Total, Arges, Anul 2002, Kilograme, 7
Piersici, Total, Arges, Anul 2003, Kilograme, 21
Piersici, Total, Arges, Anul 2004, Kilograme, 4
Piersici, Total, Arges, Anul 2005, Kilograme, 15
Piersici, Total, Arges, Anul 2006, Kilograme, 15
Piersici, Total, Arges, Anul 2007, Kilograme, 51
Piersici, Total, Arges, Anul 2008, Kilograme, 14
Piersici, Total, Arges, Anul 2009, Kilograme, 11
Piersici, Total, Arges, Anul 2010, Kilograme, 9
Piersici, Total, Arges, Anul 2011, Kilograme, 15
Piersici, Total, Arges, Anul 2012, Kilograme, 15
Piersici, Total, Arges, Anul 2013, Kilograme, 18
Piersici, Total, Arges, Anul 2014, Kilograme, 27
Piersici, Total, Arges, Anul 2015, Kilograme, 18
Piersici, Total, Arges, Anul 2016, Kilograme, 19
Piersici, Total, Arges, Anul 2017, Kilograme, 18
Piersici, Total, Arges, Anul 2018, Kilograme, 23
Piersici, Total, Arges, Anul 2019, Kilograme, 13
Piersici, Total, Arges, Anul 2020, Kilograme, 13
Piersici, Total, Arges, Anul 2021, Kilograme, 17
Piersici, Total, Arges, Anul 2022, Kilograme, 15
Piersici, Total, Arges, Anul 2023, Kilograme, 13
Piersici, Total, Arges, Anul 2024, Kilograme, 14
Piersici, Total, Calarasi, Anul 2000, Kilograme, 10
Piersici, Total, Calarasi, Anul 2001, Kilograme, 13
Piersici, Total, Calarasi, Anul 2002, Kilograme, 12
Piersici, Total, Calarasi, Anul 2003, Kilograme, 7
Piersici, Total, Calarasi, Anul 2004, Kilograme, 6
Piersici, Total, Calarasi, Anul 2005, Kilograme, 8
Piersici, Total, Calarasi, Anul 2006, Kilograme, 15
Piersici, Total, Calarasi, Anul 2007, Kilograme, 2
Piersici, Total, Calarasi, Anul 2008, Kilograme, 9
Piersici, Total, Calarasi, Anul 2009, Kilograme, 17
Piersici, Total, Calarasi, Anul 2010, Kilograme, 8
Piersici, Total, Calarasi, Anul 2011, Kilograme, 12
Piersici, Total, Calarasi, Anul 2012, Kilograme, 14
Piersici, Total, Calarasi, Anul 2013, Kilograme, 10
Piersici, Total, Calarasi, Anul 2014, Kilograme, 16
Piersici, Total, Calarasi, Anul 2015, Kilograme, 10
Piersici, Total, Calarasi, Anul 2016, Kilograme, 11
Piersici, Total, Calarasi, Anul 2017, Kilograme, 15
Piersici, Total, Calarasi, Anul 2018, Kilograme, 21
Piersici, Total, Calarasi, Anul 2019, Kilograme, 20
Piersici, Total, Calarasi, Anul 2020, Kilograme, 20
Piersici, Total, Calarasi, Anul 2021, Kilograme, 21
Piersici, Total, Calarasi, Anul 2022, Kilograme, 20
Piersici, Total, Calarasi, Anul 2023, Kilograme, 11
Piersici, Total, Calarasi, Anul 2024, Kilograme, 17
Piersici, Total, Dambovita, Anul 2000, Kilograme, 8
Piersici, Total, Dambovita, Anul 2001, Kilograme, 18
Piersici, Total, Dambovita, Anul 2002, Kilograme, 7
Piersici, Total, Dambovita, Anul 2003, Kilograme, 23
Piersici, Total, Dambovita, Anul 2004, Kilograme, 3
Piersici, Total, Dambovita, Anul 2005, Kilograme, 12
Piersici, Total, Dambovita, Anul 2006, Kilograme, 22
Piersici, Total, Dambovita, Anul 2007, Kilograme, 21
Piersici, Total, Dambovita, Anul 2008, Kilograme, 17
Piersici, Total, Dambovita, Anul 2009, Kilograme, 17
Piersici, Total, Dambovita, Anul 2010, Kilograme, 20
Piersici, Total, Dambovita, Anul 2011, Kilograme, 17
Piersici, Total, Dambovita, Anul 2012, Kilograme, 16
Piersici, Total, Dambovita, Anul 2013, Kilograme, 20
Piersici, Total, Dambovita, Anul 2014, Kilograme, 28
Piersici, Total, Dambovita, Anul 2015, Kilograme, 24
Piersici, Total, Dambovita, Anul 2016, Kilograme, 32
Piersici, Total, Dambovita, Anul 2017, Kilograme, 16
Piersici, Total, Dambovita, Anul 2018, Kilograme, 21
Piersici, Total, Dambovita, Anul 2019, Kilograme, 13
Piersici, Total, Dambovita, Anul 2020, Kilograme, 13
Piersici, Total, Dambovita, Anul 2021, Kilograme, 20
Piersici, Total, Dambovita, Anul 2022, Kilograme, 18
Piersici, Total, Dambovita, Anul 2023, Kilograme, 18
Piersici, Total, Dambovita, Anul 2024, Kilograme, 17
Piersici, Total, Giurgiu, Anul 2000, Kilograme, 6
Piersici, Total, Giurgiu, Anul 2001, Kilograme, 18
Piersici, Total, Giurgiu, Anul 2002, Kilograme, 2
Piersici, Total, Giurgiu, Anul 2003, Kilograme, 5
Piersici, Total, Giurgiu, Anul 2004, Kilograme, 1
Piersici, Total, Giurgiu, Anul 2005, Kilograme, 13
Piersici, Total, Giurgiu, Anul 2006, Kilograme, 14
Piersici, Total, Giurgiu, Anul 2007, Kilograme, 2
Piersici, Total, Giurgiu, Anul 2008, Kilograme, 4
Piersici, Total, Giurgiu, Anul 2009, Kilograme, 15
Piersici, Total, Giurgiu, Anul 2010, Kilograme, 14
Piersici, Total, Giurgiu, Anul 2011, Kilograme, 15
Piersici, Total, Giurgiu, Anul 2012, Kilograme, 8
Piersici, Total, Giurgiu, Anul 2013, Kilograme, 9
Piersici, Total, Giurgiu, Anul 2014, Kilograme, 21
Piersici, Total, Giurgiu, Anul 2015, Kilograme, 10
Piersici, Total, Giurgiu, Anul 2016, Kilograme, 14
Piersici, Total, Giurgiu, Anul 2017, Kilograme, 14
Piersici, Total, Giurgiu, Anul 2018, Kilograme, 14
Piersici, Total, Giurgiu, Anul 2019, Kilograme, 11
Piersici, Total, Giurgiu, Anul 2020, Kilograme, 11
Piersici, Total, Giurgiu, Anul 2021, Kilograme, 21
Piersici, Total, Giurgiu, Anul 2022, Kilograme, 20
Piersici, Total, Giurgiu, Anul 2023, Kilograme, 20
Piersici, Total, Giurgiu, Anul 2024, Kilograme, 18
