Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Kg/ pom, Valoare
Piersici, Total, Ialomita, Anul 2000, Kilograme, 5
Piersici, Total, Ialomita, Anul 2001, Kilograme, 7
Piersici, Total, Ialomita, Anul 2002, Kilograme, 1
Piersici, Total, Ialomita, Anul 2003, Kilograme, 1
Piersici, Total, Ialomita, Anul 2004, Kilograme, 6
Piersici, Total, Ialomita, Anul 2005, Kilograme, 15
Piersici, Total, Ialomita, Anul 2006, Kilograme, 15
Piersici, Total, Ialomita, Anul 2007, Kilograme, 6
Piersici, Total, Ialomita, Anul 2008, Kilograme, 13
Piersici, Total, Ialomita, Anul 2009, Kilograme, 9
Piersici, Total, Ialomita, Anul 2010, Kilograme, 25
Piersici, Total, Ialomita, Anul 2011, Kilograme, 11
Piersici, Total, Ialomita, Anul 2012, Kilograme, 14
Piersici, Total, Ialomita, Anul 2013, Kilograme, 13
Piersici, Total, Ialomita, Anul 2014, Kilograme, 21
Piersici, Total, Ialomita, Anul 2015, Kilograme, 8
Piersici, Total, Ialomita, Anul 2016, Kilograme, 25
Piersici, Total, Ialomita, Anul 2017, Kilograme, 20
Piersici, Total, Ialomita, Anul 2018, Kilograme, 19
Piersici, Total, Ialomita, Anul 2019, Kilograme, 14
Piersici, Total, Ialomita, Anul 2020, Kilograme, 13
Piersici, Total, Ialomita, Anul 2021, Kilograme, 16
Piersici, Total, Ialomita, Anul 2022, Kilograme, 11
Piersici, Total, Ialomita, Anul 2023, Kilograme, 11
Piersici, Total, Ialomita, Anul 2024, Kilograme, 15
Piersici, Total, Prahova, Anul 2000, Kilograme, 9
Piersici, Total, Prahova, Anul 2001, Kilograme, 7
Piersici, Total, Prahova, Anul 2002, Kilograme, 5
Piersici, Total, Prahova, Anul 2003, Kilograme, 9
Piersici, Total, Prahova, Anul 2004, Kilograme, 7
Piersici, Total, Prahova, Anul 2005, Kilograme, 14
Piersici, Total, Prahova, Anul 2006, Kilograme, 20
Piersici, Total, Prahova, Anul 2007, Kilograme, 19
Piersici, Total, Prahova, Anul 2008, Kilograme, 18
Piersici, Total, Prahova, Anul 2009, Kilograme, 16
Piersici, Total, Prahova, Anul 2010, Kilograme, 14
Piersici, Total, Prahova, Anul 2011, Kilograme, 16
Piersici, Total, Prahova, Anul 2012, Kilograme, 15
Piersici, Total, Prahova, Anul 2013, Kilograme, 17
Piersici, Total, Prahova, Anul 2014, Kilograme, 17
Piersici, Total, Prahova, Anul 2015, Kilograme, 15
Piersici, Total, Prahova, Anul 2016, Kilograme, 19
Piersici, Total, Prahova, Anul 2017, Kilograme, 21
Piersici, Total, Prahova, Anul 2018, Kilograme, 22
Piersici, Total, Prahova, Anul 2019, Kilograme, 17
Piersici, Total, Prahova, Anul 2020, Kilograme, 15
Piersici, Total, Prahova, Anul 2021, Kilograme, 15
Piersici, Total, Prahova, Anul 2022, Kilograme, 14
Piersici, Total, Prahova, Anul 2023, Kilograme, 14
Piersici, Total, Prahova, Anul 2024, Kilograme, 13
Piersici, Total, Teleorman, Anul 2000, Kilograme, 16
Piersici, Total, Teleorman, Anul 2001, Kilograme, 5
Piersici, Total, Teleorman, Anul 2002, Kilograme, 3
Piersici, Total, Teleorman, Anul 2003, Kilograme, 5
Piersici, Total, Teleorman, Anul 2004, Kilograme, 1
Piersici, Total, Teleorman, Anul 2005, Kilograme, 12
Piersici, Total, Teleorman, Anul 2006, Kilograme, 15
Piersici, Total, Teleorman, Anul 2007, Kilograme, 10
Piersici, Total, Teleorman, Anul 2008, Kilograme, 12
Piersici, Total, Teleorman, Anul 2009, Kilograme, 15
Piersici, Total, Teleorman, Anul 2010, Kilograme, 16
Piersici, Total, Teleorman, Anul 2011, Kilograme, 17
Piersici, Total, Teleorman, Anul 2012, Kilograme, 17
Piersici, Total, Teleorman, Anul 2013, Kilograme, 20
Piersici, Total, Teleorman, Anul 2014, Kilograme, 10
Piersici, Total, Teleorman, Anul 2015, Kilograme, 16
Piersici, Total, Teleorman, Anul 2016, Kilograme, 22
Piersici, Total, Teleorman, Anul 2017, Kilograme, 12
Piersici, Total, Teleorman, Anul 2018, Kilograme, 12
Piersici, Total, Teleorman, Anul 2019, Kilograme, 10
Piersici, Total, Teleorman, Anul 2020, Kilograme, 28
Piersici, Total, Teleorman, Anul 2021, Kilograme, 28
Piersici, Total, Teleorman, Anul 2022, Kilograme, 27
Piersici, Total, Teleorman, Anul 2023, Kilograme, 25
Piersici, Total, Teleorman, Anul 2024, Kilograme, 22
Piersici, Total, Ilfov, Anul 2000, Kilograme, 3
Piersici, Total, Ilfov, Anul 2001, Kilograme, 4
Piersici, Total, Ilfov, Anul 2002, Kilograme, 2
Piersici, Total, Ilfov, Anul 2003, Kilograme, 4
Piersici, Total, Ilfov, Anul 2004, Kilograme, 3
Piersici, Total, Ilfov, Anul 2005, Kilograme, 4
Piersici, Total, Ilfov, Anul 2006, Kilograme, 11
Piersici, Total, Ilfov, Anul 2007, Kilograme, 3
Piersici, Total, Ilfov, Anul 2008, Kilograme, 13
Piersici, Total, Ilfov, Anul 2009, Kilograme, 5
Piersici, Total, Ilfov, Anul 2010, Kilograme, 3
Piersici, Total, Ilfov, Anul 2011, Kilograme, 11
Piersici, Total, Ilfov, Anul 2012, Kilograme, 10
Piersici, Total, Ilfov, Anul 2013, Kilograme, 11
Piersici, Total, Ilfov, Anul 2014, Kilograme, 12
Piersici, Total, Ilfov, Anul 2015, Kilograme, 12
Piersici, Total, Ilfov, Anul 2016, Kilograme, 14
Piersici, Total, Ilfov, Anul 2017, Kilograme, 16
Piersici, Total, Ilfov, Anul 2018, Kilograme, 23
Piersici, Total, Ilfov, Anul 2019, Kilograme, 11
Piersici, Total, Ilfov, Anul 2020, Kilograme, 13
Piersici, Total, Ilfov, Anul 2021, Kilograme, 12
Piersici, Total, Ilfov, Anul 2022, Kilograme, 8
Piersici, Total, Ilfov, Anul 2023, Kilograme, 10
Piersici, Total, Ilfov, Anul 2024, Kilograme, 9
Piersici, Total, Municipiul Bucuresti, Anul 2000, Kilograme, 7
Piersici, Total, Municipiul Bucuresti, Anul 2001, Kilograme, 12
Piersici, Total, Municipiul Bucuresti, Anul 2002, Kilograme, 1
Piersici, Total, Municipiul Bucuresti, Anul 2003, Kilograme, 2
Piersici, Total, Municipiul Bucuresti, Anul 2004, Kilograme, 5
Piersici, Total, Municipiul Bucuresti, Anul 2005, Kilograme, 9
Piersici, Total, Municipiul Bucuresti, Anul 2006, Kilograme, 7
Piersici, Total, Municipiul Bucuresti, Anul 2007, Kilograme, 1
Piersici, Total, Municipiul Bucuresti, Anul 2008, Kilograme, 2
Piersici, Total, Municipiul Bucuresti, Anul 2009, Kilograme, 5
Piersici, Total, Municipiul Bucuresti, Anul 2010, Kilograme, 4
Piersici, Total, Municipiul Bucuresti, Anul 2011, Kilograme, 2
Piersici, Total, Municipiul Bucuresti, Anul 2012, Kilograme, 11
Piersici, Total, Municipiul Bucuresti, Anul 2013, Kilograme, 20
Piersici, Total, Municipiul Bucuresti, Anul 2014, Kilograme, 21
Piersici, Total, Municipiul Bucuresti, Anul 2015, Kilograme, 23
Piersici, Total, Municipiul Bucuresti, Anul 2016, Kilograme, 23
Piersici, Total, Municipiul Bucuresti, Anul 2023, Kilograme, 0
Piersici, Total, Municipiul Bucuresti, Anul 2024, Kilograme, 0
Piersici, Total, Dolj, Anul 2000, Kilograme, 2
Piersici, Total, Dolj, Anul 2001, Kilograme, 1
Piersici, Total, Dolj, Anul 2003, Kilograme, 3
Piersici, Total, Dolj, Anul 2004, Kilograme, 1
Piersici, Total, Dolj, Anul 2005, Kilograme, 21
Piersici, Total, Dolj, Anul 2006, Kilograme, 8
Piersici, Total, Dolj, Anul 2007, Kilograme, 9
Piersici, Total, Dolj, Anul 2008, Kilograme, 6
Piersici, Total, Dolj, Anul 2009, Kilograme, 6
Piersici, Total, Dolj, Anul 2010, Kilograme, 11
Piersici, Total, Dolj, Anul 2011, Kilograme, 18
Piersici, Total, Dolj, Anul 2012, Kilograme, 12
Piersici, Total, Dolj, Anul 2013, Kilograme, 14
Piersici, Total, Dolj, Anul 2014, Kilograme, 14
Piersici, Total, Dolj, Anul 2015, Kilograme, 13
Piersici, Total, Dolj, Anul 2016, Kilograme, 17
Piersici, Total, Dolj, Anul 2017, Kilograme, 14
Piersici, Total, Dolj, Anul 2018, Kilograme, 5
Piersici, Total, Dolj, Anul 2019, Kilograme, 6
Piersici, Total, Dolj, Anul 2020, Kilograme, 11
Piersici, Total, Dolj, Anul 2021, Kilograme, 11
Piersici, Total, Dolj, Anul 2022, Kilograme, 7
Piersici, Total, Dolj, Anul 2023, Kilograme, 3
Piersici, Total, Dolj, Anul 2024, Kilograme, 3
Piersici, Total, Gorj, Anul 2000, Kilograme, 15
Piersici, Total, Gorj, Anul 2001, Kilograme, 16
Piersici, Total, Gorj, Anul 2002, Kilograme, 3
Piersici, Total, Gorj, Anul 2003, Kilograme, 10
Piersici, Total, Gorj, Anul 2004, Kilograme, 25
Piersici, Total, Gorj, Anul 2005, Kilograme, 4
Piersici, Total, Gorj, Anul 2006, Kilograme, 14
Piersici, Total, Gorj, Anul 2007, Kilograme, 10
Piersici, Total, Gorj, Anul 2008, Kilograme, 10
Piersici, Total, Gorj, Anul 2009, Kilograme, 10
Piersici, Total, Gorj, Anul 2010, Kilograme, 12
Piersici, Total, Gorj, Anul 2011, Kilograme, 14
Piersici, Total, Gorj, Anul 2012, Kilograme, 14
Piersici, Total, Gorj, Anul 2013, Kilograme, 18
Piersici, Total, Gorj, Anul 2014, Kilograme, 23
Piersici, Total, Gorj, Anul 2015, Kilograme, 15
Piersici, Total, Gorj, Anul 2016, Kilograme, 19
Piersici, Total, Gorj, Anul 2017, Kilograme, 19
Piersici, Total, Gorj, Anul 2018, Kilograme, 20
Piersici, Total, Gorj, Anul 2019, Kilograme, 18
Piersici, Total, Gorj, Anul 2020, Kilograme, 16
Piersici, Total, Gorj, Anul 2021, Kilograme, 17
Piersici, Total, Gorj, Anul 2022, Kilograme, 15
Piersici, Total, Gorj, Anul 2023, Kilograme, 15
Piersici, Total, Gorj, Anul 2024, Kilograme, 14
Piersici, Total, Mehedinti, Anul 2000, Kilograme, 7
Piersici, Total, Mehedinti, Anul 2001, Kilograme, 15
Piersici, Total, Mehedinti, Anul 2002, Kilograme, 17
Piersici, Total, Mehedinti, Anul 2003, Kilograme, 74
Piersici, Total, Mehedinti, Anul 2004, Kilograme, 7
Piersici, Total, Mehedinti, Anul 2005, Kilograme, 10
Piersici, Total, Mehedinti, Anul 2006, Kilograme, 15
Piersici, Total, Mehedinti, Anul 2007, Kilograme, 9
Piersici, Total, Mehedinti, Anul 2008, Kilograme, 15
Piersici, Total, Mehedinti, Anul 2009, Kilograme, 13
Piersici, Total, Mehedinti, Anul 2010, Kilograme, 13
Piersici, Total, Mehedinti, Anul 2011, Kilograme, 17
Piersici, Total, Mehedinti, Anul 2012, Kilograme, 16
Piersici, Total, Mehedinti, Anul 2013, Kilograme, 17
Piersici, Total, Mehedinti, Anul 2014, Kilograme, 25
Piersici, Total, Mehedinti, Anul 2015, Kilograme, 22
Piersici, Total, Mehedinti, Anul 2016, Kilograme, 29
Piersici, Total, Mehedinti, Anul 2017, Kilograme, 16
Piersici, Total, Mehedinti, Anul 2018, Kilograme, 17
Piersici, Total, Mehedinti, Anul 2019, Kilograme, 14
Piersici, Total, Mehedinti, Anul 2020, Kilograme, 14
Piersici, Total, Mehedinti, Anul 2021, Kilograme, 14
Piersici, Total, Mehedinti, Anul 2022, Kilograme, 12
Piersici, Total, Mehedinti, Anul 2023, Kilograme, 11
Piersici, Total, Mehedinti, Anul 2024, Kilograme, 10
Piersici, Total, Olt, Anul 2000, Kilograme, 1
Piersici, Total, Olt, Anul 2001, Kilograme, 13
Piersici, Total, Olt, Anul 2002, Kilograme, 1
Piersici, Total, Olt, Anul 2003, Kilograme, 3
Piersici, Total, Olt, Anul 2004, Kilograme, 3
Piersici, Total, Olt, Anul 2005, Kilograme, 10
Piersici, Total, Olt, Anul 2006, Kilograme, 29
Piersici, Total, Olt, Anul 2007, Kilograme, 16
Piersici, Total, Olt, Anul 2008, Kilograme, 14
Piersici, Total, Olt, Anul 2009, Kilograme, 13
Piersici, Total, Olt, Anul 2010, Kilograme, 12
Piersici, Total, Olt, Anul 2011, Kilograme, 18
Piersici, Total, Olt, Anul 2012, Kilograme, 17
Piersici, Total, Olt, Anul 2013, Kilograme, 16
Piersici, Total, Olt, Anul 2014, Kilograme, 24
Piersici, Total, Olt, Anul 2015, Kilograme, 22
Piersici, Total, Olt, Anul 2016, Kilograme, 28
Piersici, Total, Olt, Anul 2017, Kilograme, 19
Piersici, Total, Olt, Anul 2018, Kilograme, 21
Piersici, Total, Olt, Anul 2019, Kilograme, 17
Piersici, Total, Olt, Anul 2020, Kilograme, 16
Piersici, Total, Olt, Anul 2021, Kilograme, 17
Piersici, Total, Olt, Anul 2022, Kilograme, 15
Piersici, Total, Olt, Anul 2023, Kilograme, 15
Piersici, Total, Olt, Anul 2024, Kilograme, 15
Piersici, Total, Valcea, Anul 2000, Kilograme, 6
Piersici, Total, Valcea, Anul 2001, Kilograme, 13
Piersici, Total, Valcea, Anul 2002, Kilograme, 6
Piersici, Total, Valcea, Anul 2003, Kilograme, 25
Piersici, Total, Valcea, Anul 2004, Kilograme, 11
Piersici, Total, Valcea, Anul 2005, Kilograme, 21
Piersici, Total, Valcea, Anul 2006, Kilograme, 19
Piersici, Total, Valcea, Anul 2007, Kilograme, 17
Piersici, Total, Valcea, Anul 2008, Kilograme, 16
Piersici, Total, Valcea, Anul 2009, Kilograme, 17
Piersici, Total, Valcea, Anul 2010, Kilograme, 14
Piersici, Total, Valcea, Anul 2011, Kilograme, 14
Piersici, Total, Valcea, Anul 2012, Kilograme, 14
Piersici, Total, Valcea, Anul 2013, Kilograme, 15
Piersici, Total, Valcea, Anul 2014, Kilograme, 26
Piersici, Total, Valcea, Anul 2015, Kilograme, 22
Piersici, Total, Valcea, Anul 2016, Kilograme, 29
Piersici, Total, Valcea, Anul 2017, Kilograme, 16
Piersici, Total, Valcea, Anul 2018, Kilograme, 18
Piersici, Total, Valcea, Anul 2019, Kilograme, 15
Piersici, Total, Valcea, Anul 2020, Kilograme, 14
Piersici, Total, Valcea, Anul 2021, Kilograme, 14
Piersici, Total, Valcea, Anul 2022, Kilograme, 12
Piersici, Total, Valcea, Anul 2023, Kilograme, 12
Piersici, Total, Valcea, Anul 2024, Kilograme, 11
Piersici, Total, Arad, Anul 2000, Kilograme, 7
Piersici, Total, Arad, Anul 2001, Kilograme, 10
Piersici, Total, Arad, Anul 2002, Kilograme, 4
Piersici, Total, Arad, Anul 2003, Kilograme, 8
Piersici, Total, Arad, Anul 2004, Kilograme, 10
Piersici, Total, Arad, Anul 2005, Kilograme, 9
Piersici, Total, Arad, Anul 2006, Kilograme, 10
Piersici, Total, Arad, Anul 2007, Kilograme, 9
Piersici, Total, Arad, Anul 2008, Kilograme, 22
Piersici, Total, Arad, Anul 2009, Kilograme, 11
Piersici, Total, Arad, Anul 2010, Kilograme, 8
Piersici, Total, Arad, Anul 2011, Kilograme, 14
Piersici, Total, Arad, Anul 2012, Kilograme, 7
Piersici, Total, Arad, Anul 2013, Kilograme, 9
Piersici, Total, Arad, Anul 2014, Kilograme, 13
Piersici, Total, Arad, Anul 2015, Kilograme, 11
Piersici, Total, Arad, Anul 2016, Kilograme, 19
Piersici, Total, Arad, Anul 2017, Kilograme, 16
Piersici, Total, Arad, Anul 2018, Kilograme, 18
Piersici, Total, Arad, Anul 2019, Kilograme, 11
Piersici, Total, Arad, Anul 2020, Kilograme, 18
Piersici, Total, Arad, Anul 2021, Kilograme, 10
Piersici, Total, Arad, Anul 2022, Kilograme, 12
Piersici, Total, Arad, Anul 2023, Kilograme, 7
Piersici, Total, Arad, Anul 2024, Kilograme, 6
Piersici, Total, Caras-Severin, Anul 2000, Kilograme, 15
Piersici, Total, Caras-Severin, Anul 2001, Kilograme, 13
Piersici, Total, Caras-Severin, Anul 2002, Kilograme, 6
Piersici, Total, Caras-Severin, Anul 2003, Kilograme, 19
Piersici, Total, Caras-Severin, Anul 2004, Kilograme, 10
Piersici, Total, Caras-Severin, Anul 2005, Kilograme, 11
Piersici, Total, Caras-Severin, Anul 2006, Kilograme, 7
Piersici, Total, Caras-Severin, Anul 2007, Kilograme, 8
Piersici, Total, Caras-Severin, Anul 2008, Kilograme, 12
Piersici, Total, Caras-Severin, Anul 2009, Kilograme, 12
Piersici, Total, Caras-Severin, Anul 2010, Kilograme, 13
Piersici, Total, Caras-Severin, Anul 2011, Kilograme, 18
Piersici, Total, Caras-Severin, Anul 2012, Kilograme, 14
Piersici, Total, Caras-Severin, Anul 2013, Kilograme, 18
Piersici, Total, Caras-Severin, Anul 2014, Kilograme, 25
Piersici, Total, Caras-Severin, Anul 2015, Kilograme, 13
Piersici, Total, Caras-Severin, Anul 2016, Kilograme, 17
Piersici, Total, Caras-Severin, Anul 2017, Kilograme, 13
Piersici, Total, Caras-Severin, Anul 2018, Kilograme, 16
Piersici, Total, Caras-Severin, Anul 2019, Kilograme, 14
Piersici, Total, Caras-Severin, Anul 2020, Kilograme, 12
Piersici, Total, Caras-Severin, Anul 2021, Kilograme, 12
Piersici, Total, Caras-Severin, Anul 2022, Kilograme, 10
Piersici, Total, Caras-Severin, Anul 2023, Kilograme, 10
Piersici, Total, Caras-Severin, Anul 2024, Kilograme, 9
Piersici, Total, Hunedoara, Anul 2000, Kilograme, 9
Piersici, Total, Hunedoara, Anul 2001, Kilograme, 10
Piersici, Total, Hunedoara, Anul 2002, Kilograme, 52
Piersici, Total, Hunedoara, Anul 2003, Kilograme, 14
Piersici, Total, Hunedoara, Anul 2004, Kilograme, 7
Piersici, Total, Hunedoara, Anul 2005, Kilograme, 9
Piersici, Total, Hunedoara, Anul 2006, Kilograme, 25
Piersici, Total, Hunedoara, Anul 2007, Kilograme, 14
Piersici, Total, Hunedoara, Anul 2008, Kilograme, 14
Piersici, Total, Hunedoara, Anul 2009, Kilograme, 14
Piersici, Total, Hunedoara, Anul 2010, Kilograme, 13
Piersici, Total, Hunedoara, Anul 2011, Kilograme, 17
Piersici, Total, Hunedoara, Anul 2012, Kilograme, 16
Piersici, Total, Hunedoara, Anul 2013, Kilograme, 17
Piersici, Total, Hunedoara, Anul 2014, Kilograme, 26
Piersici, Total, Hunedoara, Anul 2015, Kilograme, 24
Piersici, Total, Hunedoara, Anul 2016, Kilograme, 24
Piersici, Total, Hunedoara, Anul 2017, Kilograme, 16
Piersici, Total, Hunedoara, Anul 2018, Kilograme, 17
Piersici, Total, Hunedoara, Anul 2019, Kilograme, 14
Piersici, Total, Hunedoara, Anul 2020, Kilograme, 13
Piersici, Total, Hunedoara, Anul 2021, Kilograme, 14
Piersici, Total, Hunedoara, Anul 2022, Kilograme, 13
Piersici, Total, Hunedoara, Anul 2023, Kilograme, 13
Piersici, Total, Hunedoara, Anul 2024, Kilograme, 12
Piersici, Total, Timis, Anul 2000, Kilograme, 9
Piersici, Total, Timis, Anul 2001, Kilograme, 7
Piersici, Total, Timis, Anul 2002, Kilograme, 2
Piersici, Total, Timis, Anul 2003, Kilograme, 3
Piersici, Total, Timis, Anul 2004, Kilograme, 8
Piersici, Total, Timis, Anul 2005, Kilograme, 9
Piersici, Total, Timis, Anul 2006, Kilograme, 9
Piersici, Total, Timis, Anul 2007, Kilograme, 13
Piersici, Total, Timis, Anul 2008, Kilograme, 11
Piersici, Total, Timis, Anul 2009, Kilograme, 12
Piersici, Total, Timis, Anul 2010, Kilograme, 7
Piersici, Total, Timis, Anul 2011, Kilograme, 14
Piersici, Total, Timis, Anul 2012, Kilograme, 9
Piersici, Total, Timis, Anul 2013, Kilograme, 13
Piersici, Total, Timis, Anul 2014, Kilograme, 17
Piersici, Total, Timis, Anul 2015, Kilograme, 15
Piersici, Total, Timis, Anul 2016, Kilograme, 19
Piersici, Total, Timis, Anul 2017, Kilograme, 16
Piersici, Total, Timis, Anul 2018, Kilograme, 20
Piersici, Total, Timis, Anul 2019, Kilograme, 15
Piersici, Total, Timis, Anul 2020, Kilograme, 12
Piersici, Total, Timis, Anul 2021, Kilograme, 10
Piersici, Total, Timis, Anul 2022, Kilograme, 8
Piersici, Total, Timis, Anul 2023, Kilograme, 10
Piersici, Total, Timis, Anul 2024, Kilograme, 10
Cirese si visine, Total, Bihor, Anul 2000, Kilograme, 8
Cirese si visine, Total, Bihor, Anul 2001, Kilograme, 7
Cirese si visine, Total, Bihor, Anul 2002, Kilograme, 7
Cirese si visine, Total, Bihor, Anul 2003, Kilograme, 9
Cirese si visine, Total, Bihor, Anul 2004, Kilograme, 4
Cirese si visine, Total, Bihor, Anul 2005, Kilograme, 10
Cirese si visine, Total, Bihor, Anul 2006, Kilograme, 12
Cirese si visine, Total, Bihor, Anul 2007, Kilograme, 12
Cirese si visine, Total, Bihor, Anul 2008, Kilograme, 13
Cirese si visine, Total, Bihor, Anul 2009, Kilograme, 11
Cirese si visine, Total, Bihor, Anul 2010, Kilograme, 11
Cirese si visine, Total, Bihor, Anul 2011, Kilograme, 14
Cirese si visine, Total, Bihor, Anul 2012, Kilograme, 13
Cirese si visine, Total, Bihor, Anul 2013, Kilograme, 14
Cirese si visine, Total, Bihor, Anul 2014, Kilograme, 14
Cirese si visine, Total, Bihor, Anul 2015, Kilograme, 13
Cirese si visine, Total, Bihor, Anul 2016, Kilograme, 13
Cirese si visine, Total, Bihor, Anul 2017, Kilograme, 9
Cirese si visine, Total, Bihor, Anul 2018, Kilograme, 14
Cirese si visine, Total, Bihor, Anul 2019, Kilograme, 13
Cirese si visine, Total, Bihor, Anul 2020, Kilograme, 11
Cirese si visine, Total, Bihor, Anul 2021, Kilograme, 12
Cirese si visine, Total, Bihor, Anul 2022, Kilograme, 10
Cirese si visine, Total, Bihor, Anul 2023, Kilograme, 12
Cirese si visine, Total, Bihor, Anul 2024, Kilograme, 10
Cirese si visine, Total, Bistrita-Nasaud, Anul 2000, Kilograme, 5
Cirese si visine, Total, Bistrita-Nasaud, Anul 2001, Kilograme, 6
Cirese si visine, Total, Bistrita-Nasaud, Anul 2002, Kilograme, 5
Cirese si visine, Total, Bistrita-Nasaud, Anul 2003, Kilograme, 4
Cirese si visine, Total, Bistrita-Nasaud, Anul 2004, Kilograme, 12
Cirese si visine, Total, Bistrita-Nasaud, Anul 2005, Kilograme, 14
Cirese si visine, Total, Bistrita-Nasaud, Anul 2006, Kilograme, 13
Cirese si visine, Total, Bistrita-Nasaud, Anul 2007, Kilograme, 2
Cirese si visine, Total, Bistrita-Nasaud, Anul 2008, Kilograme, 8
Cirese si visine, Total, Bistrita-Nasaud, Anul 2009, Kilograme, 8
Cirese si visine, Total, Bistrita-Nasaud, Anul 2010, Kilograme, 5
Cirese si visine, Total, Bistrita-Nasaud, Anul 2011, Kilograme, 18
Cirese si visine, Total, Bistrita-Nasaud, Anul 2012, Kilograme, 14
Cirese si visine, Total, Bistrita-Nasaud, Anul 2013, Kilograme, 23
Cirese si visine, Total, Bistrita-Nasaud, Anul 2014, Kilograme, 20
Cirese si visine, Total, Bistrita-Nasaud, Anul 2015, Kilograme, 19
Cirese si visine, Total, Bistrita-Nasaud, Anul 2016, Kilograme, 16
Cirese si visine, Total, Bistrita-Nasaud, Anul 2017, Kilograme, 15
Cirese si visine, Total, Bistrita-Nasaud, Anul 2018, Kilograme, 14
Cirese si visine, Total, Bistrita-Nasaud, Anul 2019, Kilograme, 13
Cirese si visine, Total, Bistrita-Nasaud, Anul 2020, Kilograme, 15
Cirese si visine, Total, Bistrita-Nasaud, Anul 2021, Kilograme, 17
Cirese si visine, Total, Bistrita-Nasaud, Anul 2022, Kilograme, 13
Cirese si visine, Total, Bistrita-Nasaud, Anul 2023, Kilograme, 12
Cirese si visine, Total, Bistrita-Nasaud, Anul 2024, Kilograme, 11
Cirese si visine, Total, Cluj, Anul 2000, Kilograme, 10
Cirese si visine, Total, Cluj, Anul 2001, Kilograme, 12
Cirese si visine, Total, Cluj, Anul 2002, Kilograme, 9
Cirese si visine, Total, Cluj, Anul 2003, Kilograme, 16
Cirese si visine, Total, Cluj, Anul 2004, Kilograme, 4
Cirese si visine, Total, Cluj, Anul 2005, Kilograme, 13
Cirese si visine, Total, Cluj, Anul 2006, Kilograme, 10
Cirese si visine, Total, Cluj, Anul 2007, Kilograme, 4
Cirese si visine, Total, Cluj, Anul 2008, Kilograme, 14
Cirese si visine, Total, Cluj, Anul 2009, Kilograme, 17
