Specie,Judet,An,Numar_Pomi,Kg_pe_Pom,Tone_Totale,Rootstock_ID,lat,lon,puncte_valide,phh2o,clay,sand,silt,soc,nitrogen,cec,temp_medie_an,temp_min_an,temp_max_an,precipitatii_an,zile_inghet_an,radiatie_an,par_an,umiditate_an,evapotrans_an,cdd10_an,cdd0_an,hdd0_an,vant_an,umid_sol_sup_an,umid_sol_rad_an,temp_medie_iarna,temp_min_iarna,temp_max_iarna,precipitatii_iarna,zile_inghet_iarna,radiatie_iarna,umiditate_iarna,evapotrans_iarna,cdd10_iarna,umid_sol_sup_iarna,umid_sol_rad_iarna,temp_medie_primavara,temp_min_primavara,temp_max_primavara,precipitatii_primavara,zile_inghet_primavara,radiatie_primavara,umiditate_primavara,evapotrans_primavara,cdd10_primavara,umid_sol_sup_primavara,umid_sol_rad_primavara,temp_medie_vara,temp_min_vara,temp_max_vara,precipitatii_vara,zile_inghet_vara,radiatie_vara,umiditate_vara,evapotrans_vara,cdd10_vara,umid_sol_sup_vara,umid_sol_rad_vara,temp_medie_toamna,temp_min_toamna,temp_max_toamna,precipitatii_toamna,zile_inghet_toamna,radiatie_toamna,umiditate_toamna,evapotrans_toamna,cdd10_toamna,umid_sol_sup_toamna,umid_sol_rad_toamna
Mere,Olt,2023,323411.0,15.0,4796.0,Semiviguros,44.43,24.37,8,6.296,47.279,18.342,34.367,22.729,2.546,27.117,13.75,-10.44,39.03,651.2,59.0,4989.8,2233.5,69.6,420.4,2220.9,5148.1,32.0,2.32,0.554,0.552,3.0,-10.44,20.48,134.6,30.0,383.9,85.79,3.6,9.9,0.695,0.652,11.26,-3.44,25.42,166.5,7.0,1423.6,73.89,182.0,228.3,0.671,0.636,24.61,11.62,39.03,194.0,0.0,2022.6,57.93,228.6,1328.4,0.486,0.505,15.77,-4.81,33.52,138.0,6.0,1028.7,60.71,5.3,654.3,0.412,0.455
Mere,Olt,2024,412055.0,11.0,4594.0,Semiviguros,44.43,24.37,8,6.296,47.279,18.342,34.367,22.729,2.546,27.117,14.62,-8.06,41.12,465.7,67.0,5214.5,2324.4,63.07,145.1,2538.3,5493.1,22.2,2.19,0.466,0.493,4.08,-8.06,20.23,45.8,28.0,425.6,80.84,5.7,11.2,0.577,0.562,13.77,-1.04,31.46,123.9,3.0,1511.8,64.45,91.5,414.3,0.523,0.529,27.73,14.91,41.12,97.3,0.0,2141.7,43.43,43.6,1610.1,0.364,0.445,13.34,-4.12,35.93,112.9,16.0,1017.5,61.76,3.9,502.6,0.412,0.446
Mere,Prahova,2000,1476501.0,8.0,11095.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.9,-17.68,41.95,223.5,96.0,4837.3,2374.1,62.19,55.3,1954.2,4647.3,153.6,1.69,0.443,0.505,-1.69,-17.68,14.92,40.8,55.0,417.9,79.87,0.9,0.0,0.593,0.599,11.83,-5.14,30.06,71.7,22.0,1507.0,63.02,50.9,367.6,0.546,0.567,24.07,6.95,41.95,41.0,0.0,1916.8,38.85,2.6,1269.6,0.286,0.445,12.01,-1.12,32.31,59.6,2.0,866.3,67.13,1.0,317.0,0.395,0.454
Mere,Prahova,2001,1384988.0,13.0,12734.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.52,-13.27,37.16,339.9,109.0,4455.9,1953.0,63.51,27.2,1918.1,4506.5,171.4,1.76,0.439,0.473,0.93,-8.86,16.67,37.7,46.0,356.7,77.14,0.2,0.6,0.465,0.476,11.85,-3.15,29.67,76.0,12.0,1414.9,60.22,8.8,305.7,0.468,0.49,23.46,9.47,37.16,131.1,0.0,1732.2,49.6,16.0,1220.8,0.392,0.465,11.33,-5.01,30.88,78.4,20.0,817.9,67.02,2.2,391.1,0.433,0.462
Mere,Prahova,2002,1213948.0,6.0,6923.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.52,-16.84,37.53,457.0,84.0,4444.5,1943.5,64.67,24.3,1852.0,4590.4,244.5,1.9,0.466,0.494,1.74,-14.41,18.52,12.2,37.0,415.9,73.78,0.4,3.6,0.469,0.485,11.97,-3.01,32.21,63.3,12.0,1448.0,55.63,1.9,337.4,0.428,0.461,23.16,8.75,37.53,163.7,0.0,1685.0,53.36,14.1,1203.4,0.428,0.467,11.3,-3.62,29.4,163.7,7.0,778.2,71.37,7.8,307.6,0.488,0.518
Mere,Prahova,2003,1188513.0,27.0,31648.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,10.38,-16.13,36.86,524.6,140.0,4716.6,2063.0,70.25,131.5,1825.4,4151.1,253.2,1.69,0.566,0.576,-3.94,-16.13,7.71,65.2,59.0,383.3,87.37,0.3,0.0,0.692,0.665,10.14,-5.99,32.01,77.4,37.0,1562.2,67.84,84.7,330.5,0.616,0.617,23.61,10.62,36.86,129.1,0.0,1835.9,52.24,29.1,1235.9,0.435,0.476,10.22,-3.23,27.94,217.6,15.0,781.4,75.26,17.0,259.0,0.543,0.56
Mere,Prahova,2004,1233964.0,15.0,18705.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,10.62,-13.03,35.45,632.2,108.0,4527.0,1989.6,72.83,270.6,1622.5,4184.9,191.5,1.69,0.591,0.596,-2.08,-13.03,15.04,77.5,52.0,358.9,84.61,1.4,0.0,0.71,0.683,10.08,-7.28,26.58,129.8,19.0,1396.9,71.55,110.8,219.1,0.655,0.647,21.48,10.37,35.45,252.2,0.0,1755.0,61.9,133.3,1040.6,0.514,0.539,11.82,-5.14,29.91,134.2,14.0,891.2,72.46,24.7,362.8,0.522,0.543
Mere,Prahova,2005,1405642.0,14.0,20446.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,10.22,-18.26,34.29,961.1,109.0,4466.6,1966.4,77.02,587.9,1541.8,4003.7,188.5,1.71,0.666,0.651,-1.25,-18.26,12.47,116.3,47.0,372.5,86.08,0.7,0.0,0.679,0.658,9.79,-12.13,30.43,165.5,26.0,1401.9,73.86,154.4,257.0,0.699,0.678,20.82,6.38,34.29,395.4,0.0,1698.8,69.92,356.7,968.9,0.61,0.611,10.67,-5.86,29.54,243.3,11.0,875.6,77.64,75.8,315.9,0.654,0.641
Mere,Prahova,2006,762394.0,17.0,13243.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,10.81,-19.81,36.33,579.5,100.0,4546.1,2004.3,73.51,370.3,1680.0,4277.4,210.4,1.68,0.612,0.614,-2.97,-19.81,13.38,71.9,53.0,384.5,83.71,0.8,0.0,0.772,0.744,10.1,-7.34,29.27,186.8,21.0,1315.5,77.2,168.7,217.0,0.751,0.727,21.91,8.0,36.33,221.4,0.0,1776.5,63.01,186.0,1075.2,0.53,0.552,12.26,-5.36,31.91,83.4,11.0,925.6,70.92,14.5,387.8,0.488,0.51
Mere,Prahova,2007,1124439.0,20.0,21963.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,12.33,-8.37,40.97,613.3,90.0,4783.3,2095.4,66.06,95.0,1977.9,4682.1,63.1,1.81,0.52,0.543,2.82,-8.37,15.57,52.2,35.0,353.6,78.53,1.3,0.0,0.541,0.558,12.36,-3.09,30.94,129.6,12.0,1529.9,62.7,42.2,341.9,0.525,0.549,24.75,11.7,40.97,175.6,0.0,1957.7,48.25,33.8,1335.9,0.426,0.48,10.29,-4.75,28.53,199.9,20.0,814.6,71.88,17.6,300.1,0.535,0.547
Mere,Prahova,2008,1141732.0,9.0,9848.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.67,-16.83,37.19,521.0,86.0,4808.2,2112.3,70.74,235.3,1810.0,4523.4,133.1,1.64,0.562,0.575,-0.59,-16.83,17.58,31.7,49.0,437.4,84.79,3.4,0.1,0.717,0.688,11.69,-3.2,30.7,167.0,6.0,1401.2,71.23,134.1,269.2,0.647,0.64,23.1,9.22,37.19,151.9,0.0,1973.7,55.27,88.1,1191.1,0.465,0.508,11.54,-5.57,33.51,130.3,12.0,865.4,71.3,9.2,348.1,0.476,0.505
Mere,Prahova,2009,1113376.0,9.0,9616.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.58,-16.69,37.06,645.9,87.0,4744.4,2079.7,70.42,235.9,1838.6,4467.0,134.5,1.68,0.555,0.567,-0.03,-11.6,14.15,85.7,43.0,361.6,83.6,1.1,0.0,0.624,0.619,10.94,-4.92,28.98,137.6,21.0,1503.1,68.48,97.5,273.1,0.625,0.624,22.85,10.03,37.06,224.8,0.0,1929.1,57.0,125.2,1169.6,0.493,0.522,12.36,-4.13,33.34,136.3,4.0,849.5,71.56,11.8,395.5,0.501,0.518
Mere,Prahova,2010,869613.0,13.0,11717.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,10.88,-18.51,36.87,802.6,91.0,4470.4,1980.2,76.66,443.4,1734.0,4345.3,283.7,1.71,0.625,0.622,-2.33,-18.51,12.61,135.1,47.0,365.3,90.4,0.7,0.0,0.708,0.682,10.18,-10.37,28.01,181.7,16.0,1306.0,77.59,154.2,228.8,0.732,0.71,22.96,8.27,36.87,263.9,0.0,1819.4,66.73,272.2,1187.3,0.563,0.578,11.83,-1.75,29.74,138.1,5.0,861.2,72.86,15.8,317.9,0.515,0.533
Mere,Prahova,2011,867237.0,18.0,15288.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,10.67,-13.79,35.81,497.5,113.0,4894.8,2144.4,70.55,275.4,1765.3,4224.0,179.4,1.65,0.556,0.568,-2.2,-13.79,12.27,69.1,51.0,377.0,87.66,0.8,0.0,0.711,0.68,9.76,-10.7,27.56,130.7,16.0,1441.9,72.94,128.6,220.8,0.665,0.653,22.45,9.64,35.81,217.6,0.0,1938.9,59.34,143.3,1132.7,0.507,0.535,11.04,-4.38,34.05,47.0,25.0,1006.5,63.91,2.5,411.8,0.421,0.468
Mere,Prahova,2012,824504.0,15.0,12500.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.52,-24.54,40.82,662.3,111.0,5081.9,2248.2,68.29,220.2,2195.4,4731.8,409.4,1.75,0.52,0.542,-5.13,-24.54,9.87,133.6,56.0,423.9,85.82,0.2,0.0,0.549,0.559,11.81,-7.58,29.99,202.8,22.0,1428.1,68.45,94.8,358.3,0.604,0.608,24.97,10.61,40.82,126.3,0.0,2120.8,51.0,119.4,1367.2,0.467,0.506,13.27,-1.99,31.77,101.2,7.0,992.4,68.11,5.5,470.0,0.448,0.485
Mere,Prahova,2013,813108.0,16.0,13175.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.36,-10.93,36.69,664.7,106.0,4676.5,2065.1,73.23,339.6,1810.7,4355.1,75.1,1.71,0.597,0.601,-0.2,-10.93,10.58,110.9,50.0,337.0,87.12,0.6,0.0,0.702,0.675,11.17,-6.01,29.97,167.6,19.0,1444.9,73.04,157.8,347.1,0.695,0.681,22.63,9.59,36.69,226.2,0.0,1842.4,61.18,160.4,1153.2,0.514,0.538,11.55,-3.81,28.07,156.4,8.0,898.2,74.34,20.5,310.4,0.527,0.544
Mere,Prahova,2014,832995.0,16.0,13712.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.3,-18.09,34.93,802.1,80.0,4515.8,1988.1,73.91,390.8,1681.2,4396.5,156.3,1.89,0.572,0.581,0.46,-18.09,18.61,45.4,38.0,368.8,87.05,1.7,1.4,0.572,0.585,11.64,-0.84,27.53,259.4,3.0,1339.5,71.84,129.6,253.8,0.62,0.618,21.76,10.05,34.93,256.9,0.0,1788.4,64.51,246.0,1073.6,0.555,0.573,11.16,-5.05,29.01,149.7,15.0,896.3,71.98,13.0,352.4,0.505,0.524
Mere,Prahova,2015,821719.0,17.0,14366.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.94,-15.64,37.1,651.6,83.0,4783.7,2100.1,70.76,274.0,1890.0,4574.1,87.1,1.77,0.607,0.608,-0.02,-15.64,14.23,77.6,43.0,376.1,86.09,1.1,0.0,0.742,0.711,10.67,-3.32,27.58,153.9,18.0,1439.4,72.83,157.9,278.3,0.713,0.695,23.47,9.06,37.1,176.4,0.0,1943.7,54.17,99.7,1222.8,0.476,0.511,12.49,-3.21,35.65,239.6,4.0,871.0,70.93,14.0,388.9,0.521,0.535
Mere,Prahova,2016,825121.0,13.0,10966.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.39,-14.56,35.05,797.9,90.0,4582.5,2020.0,74.13,412.2,1795.2,4412.6,136.8,1.67,0.642,0.63,0.96,-14.56,18.81,69.8,33.0,372.2,86.04,2.6,7.3,0.712,0.681,11.65,-3.79,28.32,239.9,10.0,1348.5,75.69,178.8,283.2,0.712,0.684,23.02,10.26,35.05,228.8,0.0,1886.8,61.09,210.5,1186.0,0.532,0.552,10.57,-4.29,31.59,251.4,18.0,831.6,75.38,19.9,318.6,0.609,0.601
Mere,Prahova,2017,824195.0,9.0,7801.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.36,-17.11,38.14,776.8,87.0,4834.7,2132.6,72.39,399.4,1811.4,4466.9,198.6,1.72,0.62,0.614,-2.57,-17.11,16.54,69.0,52.0,409.0,86.13,1.7,0.0,0.728,0.694,10.97,-2.99,27.59,199.3,9.0,1419.0,74.07,172.8,226.7,0.7,0.676,23.22,10.94,38.14,224.0,0.0,2002.1,58.35,209.8,1209.5,0.521,0.545,12.04,-2.68,33.88,231.7,7.0,889.6,70.7,14.7,375.2,0.532,0.542
Mere,Prahova,2018,868658.0,35.0,30041.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.65,-15.27,33.25,645.7,111.0,4746.9,2097.2,72.68,405.1,2038.0,4551.2,177.8,1.73,0.587,0.597,-0.34,-12.74,13.95,109.2,49.0,338.7,87.21,0.6,0.0,0.757,0.724,11.83,-15.27,30.9,115.7,19.0,1514.2,74.33,179.2,412.3,0.72,0.713,22.85,9.7,33.25,300.1,0.0,1809.0,63.83,221.7,1176.2,0.544,0.562,12.33,-8.77,33.02,61.3,12.0,971.8,65.87,3.4,449.5,0.413,0.461
Mere,Prahova,2019,811707.0,24.0,19340.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,12.63,-11.27,36.66,598.9,77.0,4830.4,2125.7,68.95,270.0,2001.4,4818.5,78.4,1.68,0.524,0.547,-0.15,-11.27,14.8,76.7,49.0,394.0,81.51,1.8,0.0,0.598,0.601,11.55,-2.95,27.51,183.9,11.0,1385.3,69.92,94.4,258.3,0.591,0.601,23.59,11.12,36.66,204.1,0.0,1945.5,58.04,171.0,1234.5,0.506,0.534,14.11,-1.85,33.21,114.7,3.0,963.6,66.66,2.3,508.0,0.427,0.472
Mere,Prahova,2020,782168.0,23.0,18085.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,12.47,-7.14,35.11,693.1,88.0,4827.6,2122.3,68.07,207.3,1898.0,4703.4,13.1,1.67,0.53,0.548,2.24,-7.14,17.42,34.2,47.0,414.3,73.36,1.5,0.2,0.529,0.551,11.64,-4.14,29.34,154.2,12.0,1535.1,60.89,42.3,268.2,0.524,0.549,22.78,4.96,35.11,242.7,0.0,1869.0,60.22,146.9,1163.3,0.512,0.536,13.13,-4.66,32.96,152.2,11.0,899.9,71.34,16.4,466.3,0.508,0.526
Mere,Prahova,2021,762661.0,26.0,19565.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,11.14,-13.08,37.9,715.7,94.0,4725.2,2076.4,73.66,435.9,1647.5,4258.8,93.9,1.58,0.621,0.618,0.99,-13.08,19.71,90.0,39.0,364.8,86.27,2.8,2.1,0.771,0.74,9.12,-6.1,26.0,201.6,26.0,1409.4,75.48,149.3,188.8,0.736,0.713,23.04,8.45,37.9,252.4,0.0,1909.4,63.0,273.3,1183.9,0.558,0.568,11.06,-2.72,29.41,90.0,8.0,932.6,69.64,10.2,272.8,0.484,0.504
Mere,Prahova,2022,602329.0,30.0,18263.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,12.58,-9.07,38.68,460.1,91.0,4848.9,2134.9,66.34,116.8,2050.8,4780.3,43.8,1.71,0.516,0.536,1.47,-9.07,14.51,20.5,44.0,396.5,76.9,2.2,0.0,0.617,0.619,10.55,-7.3,31.41,132.4,28.0,1505.8,63.09,63.0,310.3,0.555,0.575,24.51,12.43,38.68,162.8,0.0,1945.4,52.16,39.6,1326.2,0.444,0.482,13.14,-1.4,31.3,111.6,4.0,868.0,70.34,11.5,413.7,0.476,0.494
Mere,Prahova,2023,644695.0,29.0,18735.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,13.14,-11.76,37.19,541.2,74.0,4614.0,2049.8,68.51,179.4,2131.5,4985.0,59.1,1.82,0.523,0.546,2.02,-11.76,18.52,114.3,33.0,351.6,86.06,2.4,8.9,0.641,0.628,10.91,-4.48,26.85,129.7,13.0,1296.8,70.95,95.2,216.8,0.622,0.622,24.13,11.06,37.19,188.9,0.0,1871.1,56.92,79.5,1293.3,0.477,0.508,14.93,-4.56,32.74,90.4,9.0,963.9,61.27,1.9,611.5,0.399,0.461
Mere,Prahova,2024,578936.0,17.0,9951.0,Semipitic,45.07,25.99,8,6.333,38.15,26.292,35.55,28.654,2.609,25.629,13.65,-8.51,39.37,571.7,70.0,4892.3,2162.8,65.19,108.6,2325.0,5181.9,25.4,1.71,0.497,0.527,3.46,-8.51,19.03,47.1,30.0,389.4,77.38,2.4,8.4,0.54,0.559,12.76,-2.08,29.5,139.4,4.0,1435.3,65.8,56.0,367.8,0.535,0.559,26.23,13.63,39.37,155.2,0.0,2010.1,49.15,41.1,1488.0,0.422,0.478,12.56,-4.09,35.04,148.5,16.0,944.8,65.47,8.5,460.8,0.467,0.498
Mere,Salaj,2000,1247541.0,13.0,15945.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,10.01,-23.38,36.68,303.9,104.0,4697.5,2242.2,66.3,126.2,1554.2,4100.5,317.2,2.19,0.442,0.485,-4.36,-23.38,10.33,54.3,56.0,369.2,90.53,0.2,0.0,0.584,0.566,9.72,-6.94,29.36,111.6,28.0,1496.1,70.29,93.6,274.4,0.607,0.592,20.95,4.51,36.68,72.2,0.0,1915.1,46.45,28.8,987.7,0.328,0.42,11.53,-1.95,27.55,34.9,5.0,831.4,60.93,3.3,292.2,0.312,0.409
Mere,Salaj,2001,1255817.0,15.0,14805.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.03,-17.2,34.91,568.1,124.0,4343.0,1920.6,72.1,188.9,1330.8,3730.7,327.0,2.11,0.488,0.493,-0.4,-11.96,14.51,51.0,49.0,331.7,81.37,1.5,0.0,0.475,0.482,10.16,-4.93,27.86,127.7,19.0,1431.8,66.5,60.6,212.2,0.525,0.527,19.77,5.42,34.91,219.2,0.0,1792.2,61.02,108.9,891.9,0.466,0.476,8.76,-7.69,26.35,140.4,25.0,687.5,77.02,18.0,226.6,0.474,0.477
Mere,Salaj,2002,1205338.0,9.0,11327.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.94,-16.4,36.45,452.2,112.0,4463.9,1966.6,69.68,118.5,1474.3,3977.9,263.7,2.18,0.495,0.507,-0.73,-16.4,12.99,42.8,45.0,312.5,85.51,0.8,0.0,0.595,0.578,10.46,-4.43,27.94,93.5,24.0,1528.2,65.23,53.1,254.0,0.536,0.536,21.13,6.26,36.45,133.0,0.0,1834.3,55.19,53.2,1015.1,0.402,0.44,9.63,-5.43,27.98,148.1,16.0,691.2,73.77,11.0,205.2,0.456,0.481
Mere,Salaj,2003,1102528.0,37.0,40544.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,8.79,-20.89,33.54,452.9,139.0,4786.8,2109.2,71.95,152.4,1469.3,3684.1,376.3,2.02,0.53,0.53,-5.2,-20.89,5.7,61.0,57.0,367.2,89.41,0.1,0.0,0.665,0.626,8.97,-9.26,30.46,86.3,33.0,1553.2,70.14,80.7,273.7,0.6,0.583,21.08,9.41,33.54,133.2,0.0,1940.4,55.0,61.6,1001.7,0.406,0.444,8.71,-5.65,29.7,149.6,21.0,809.0,75.0,9.6,193.9,0.483,0.488
Mere,Salaj,2004,990474.0,27.0,27067.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,8.63,-18.66,34.09,726.6,125.0,4473.4,1981.9,76.85,322.0,1187.3,3578.1,351.8,2.12,0.603,0.583,-3.91,-18.66,11.38,91.9,57.0,298.5,88.7,0.4,0.0,0.656,0.62,8.24,-12.46,23.77,166.9,24.0,1403.3,76.28,122.2,112.7,0.683,0.65,19.44,8.44,34.09,248.4,0.0,1886.2,64.24,156.1,851.4,0.501,0.504,9.62,-6.24,27.75,188.2,17.0,803.5,77.49,43.1,223.3,0.555,0.544
Mere,Salaj,2005,295600.0,26.0,8000.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,8.12,-17.82,33.43,829.7,133.0,4470.2,1991.2,80.06,603.5,1136.2,3400.3,379.1,2.02,0.663,0.638,-3.93,-17.82,7.01,75.8,58.0,342.8,89.51,0.0,0.0,0.742,0.699,7.73,-15.76,27.5,213.4,26.0,1397.6,78.96,137.2,156.7,0.763,0.731,18.32,4.19,33.43,384.7,0.0,1738.8,73.61,375.3,743.5,0.623,0.6,9.3,-7.86,25.77,101.9,21.0,912.4,78.21,90.7,236.0,0.563,0.557
Mere,Salaj,2006,907393.0,15.0,13724.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,8.81,-18.21,32.13,716.2,119.0,4442.9,1976.4,77.8,505.6,1192.1,3627.5,307.9,1.95,0.615,0.597,-4.26,-18.21,11.61,49.4,55.0,298.5,86.56,0.3,0.0,0.68,0.637,8.33,-9.49,27.22,271.2,25.0,1286.1,79.92,131.6,131.7,0.745,0.71,18.79,5.28,32.13,315.3,0.0,1866.4,71.43,327.8,790.2,0.605,0.589,10.54,-5.07,26.23,63.6,15.0,902.1,73.17,45.3,270.2,0.49,0.495
Mere,Salaj,2007,1130364.0,4.0,4831.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.94,-10.87,36.58,768.3,105.0,4674.2,2063.1,73.47,300.9,1390.8,3851.4,140.0,2.12,0.583,0.569,1.57,-10.87,11.56,105.6,38.0,263.3,86.45,1.0,0.0,0.598,0.577,10.64,-2.92,30.15,146.8,12.0,1592.5,67.89,85.5,227.9,0.583,0.572,21.27,9.66,36.58,251.5,0.0,1971.7,58.29,149.3,1022.2,0.473,0.486,7.62,-7.46,24.82,244.6,26.0,770.9,79.48,65.1,140.8,0.63,0.6
Mere,Salaj,2008,1079015.0,20.0,21535.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.6,-13.14,34.02,747.0,99.0,4539.9,2011.2,76.84,475.1,1273.9,3773.4,165.9,2.11,0.628,0.609,-0.43,-13.14,15.66,52.2,47.0,343.3,86.98,1.2,0.0,0.758,0.718,9.08,-4.15,26.14,186.8,17.0,1364.5,78.18,144.4,147.6,0.729,0.694,19.77,8.95,33.91,302.7,0.0,1937.8,66.1,294.2,887.4,0.544,0.541,9.86,-6.65,34.02,147.4,13.0,793.8,75.22,34.8,238.9,0.522,0.521
Mere,Salaj,2009,1139508.0,14.0,16109.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.79,-18.98,33.14,647.8,114.0,4712.4,2076.6,73.88,282.4,1479.4,3919.6,262.3,1.96,0.581,0.57,-2.6,-15.11,12.23,65.6,50.0,287.2,88.82,0.2,0.0,0.694,0.651,9.59,-6.26,28.84,125.4,26.0,1562.3,71.31,117.2,218.3,0.662,0.641,20.33,6.36,33.14,224.7,0.0,1967.7,62.21,152.4,939.5,0.483,0.492,10.74,-4.84,29.99,180.3,16.0,813.7,73.15,12.1,321.6,0.489,0.503
Mere,Salaj,2010,1100108.0,18.0,19549.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,8.85,-15.13,31.3,901.5,106.0,4325.7,1927.4,81.37,647.7,1186.5,3641.2,328.2,2.05,0.686,0.66,-2.42,-15.13,11.64,98.4,50.0,304.4,90.02,0.4,0.0,0.776,0.739,8.62,-10.14,23.71,249.2,19.0,1280.5,81.4,117.3,158.2,0.773,0.741,19.74,7.02,31.3,335.5,0.0,1869.4,75.83,480.1,883.7,0.669,0.642,9.01,-5.37,22.54,144.7,14.0,803.2,78.21,49.7,144.6,0.559,0.553
Mere,Salaj,2011,1095544.0,22.0,24409.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.32,-13.96,34.98,503.3,125.0,4806.9,2121.2,72.91,314.3,1411.1,3766.4,242.1,1.89,0.549,0.547,-2.89,-13.96,9.4,51.9,53.0,293.0,89.81,0.0,0.0,0.735,0.691,9.12,-10.27,27.35,130.8,21.0,1566.9,73.51,134.3,180.2,0.674,0.645,20.07,6.61,34.98,240.1,0.0,1906.6,64.2,166.1,910.8,0.497,0.503,9.59,-6.47,31.42,38.5,28.0,959.6,65.6,13.3,320.2,0.388,0.429
Mere,Salaj,2012,1264333.0,14.0,18193.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.82,-21.11,37.16,558.6,124.0,4869.5,2169.8,70.59,221.4,1731.8,4142.2,458.1,2.04,0.483,0.497,-5.58,-21.11,6.91,74.1,60.0,356.1,88.16,0.3,0.0,0.499,0.503,9.69,-11.64,29.08,170.0,26.0,1520.6,69.84,92.6,237.3,0.563,0.554,22.31,8.78,37.16,152.1,0.0,2055.8,55.06,117.7,1122.6,0.425,0.461,11.91,-3.61,32.05,112.7,9.0,854.0,69.24,10.5,371.9,0.428,0.459
Mere,Salaj,2013,1012376.0,19.0,19679.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,9.62,-12.85,35.56,622.9,118.0,4552.5,2019.2,76.0,371.5,1379.4,3807.7,169.4,2.02,0.572,0.562,-1.02,-12.0,12.04,61.8,55.0,287.2,87.04,1.2,0.0,0.644,0.612,8.93,-12.85,26.11,249.1,25.0,1358.3,78.21,144.7,219.8,0.698,0.663,20.31,7.28,35.56,172.7,0.0,1993.8,64.45,205.4,932.9,0.495,0.512,10.19,-5.55,26.97,132.4,11.0,798.8,75.16,19.8,226.6,0.489,0.49
Mere,Salaj,2014,1096001.0,25.0,27672.0,Semipitic,47.19,23.06,7,6.224,40.605,24.228,35.162,27.309,3.445,25.7,10.58,-13.33,33.69,683.0,84.0,4613.3,2045.0,74.1,284.8,1362.9,4055.6,76.0,1.98,0.549,0.542,1.8,-9.11,16.41,49.1,36.0,286.8,83.23,2.0,0.0,0.56,0.55,10.62,-3.1,27.05,137.3,7.0,1483.7,69.3,68.6,189.1,0.537,0.537,19.52,7.72,33.69,274.5,0.0,1900.3,66.05,172.4,857.2,0.505,0.508,10.81,-4.07,27.3,164.4,19.0,842.7,75.83,41.6,316.5,0.548,0.54
