Specie,Judet,An,Numar_Pomi,Kg_pe_Pom,Tone_Totale,Rootstock_ID,lat,lon,puncte_valide,phh2o,clay,sand,silt,soc,nitrogen,cec,temp_medie_an,temp_min_an,temp_max_an,precipitatii_an,zile_inghet_an,radiatie_an,par_an,umiditate_an,evapotrans_an,cdd10_an,cdd0_an,hdd0_an,vant_an,umid_sol_sup_an,umid_sol_rad_an,temp_medie_iarna,temp_min_iarna,temp_max_iarna,precipitatii_iarna,zile_inghet_iarna,radiatie_iarna,umiditate_iarna,evapotrans_iarna,cdd10_iarna,umid_sol_sup_iarna,umid_sol_rad_iarna,temp_medie_primavara,temp_min_primavara,temp_max_primavara,precipitatii_primavara,zile_inghet_primavara,radiatie_primavara,umiditate_primavara,evapotrans_primavara,cdd10_primavara,umid_sol_sup_primavara,umid_sol_rad_primavara,temp_medie_vara,temp_min_vara,temp_max_vara,precipitatii_vara,zile_inghet_vara,radiatie_vara,umiditate_vara,evapotrans_vara,cdd10_vara,umid_sol_sup_vara,umid_sol_rad_vara,temp_medie_toamna,temp_min_toamna,temp_max_toamna,precipitatii_toamna,zile_inghet_toamna,radiatie_toamna,umiditate_toamna,evapotrans_toamna,cdd10_toamna,umid_sol_sup_toamna,umid_sol_rad_toamna
Mere,Buzau,2017,706476.0,10.0,7367.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,11.92,-16.81,39.04,716.4,80.0,4941.1,2194.5,71.93,340.9,1963.9,4674.7,191.6,2.21,0.577,0.574,-2.48,-16.81,17.43,71.6,51.0,380.4,87.76,1.4,0.2,0.692,0.655,11.45,-2.37,28.78,169.8,4.0,1493.7,74.02,149.1,258.8,0.657,0.638,24.05,11.6,39.04,228.7,0.0,2031.9,56.35,178.3,1286.6,0.479,0.51,12.78,-2.04,34.25,200.3,5.0,913.0,69.69,11.6,418.4,0.488,0.5
Mere,Buzau,2018,685082.0,26.0,17581.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,12.29,-15.21,34.81,555.1,110.0,4865.7,2164.1,71.55,302.6,2244.6,4775.9,170.0,2.2,0.539,0.549,-0.08,-11.71,13.25,102.8,49.0,326.1,87.79,0.4,0.0,0.715,0.676,12.43,-15.21,32.09,96.2,18.0,1562.3,73.5,150.3,462.4,0.666,0.659,24.07,10.77,34.81,250.5,0.0,1915.7,60.05,150.6,1288.7,0.482,0.507,12.81,-8.43,34.01,58.7,13.0,951.2,65.51,1.0,493.5,0.376,0.42
Mere,Buzau,2019,689408.0,22.0,15443.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,13.4,-9.86,37.91,489.1,75.0,4905.4,2170.5,67.5,169.0,2225.8,5098.2,67.6,2.12,0.467,0.497,0.25,-9.86,16.1,61.3,50.0,369.2,82.15,1.6,0.0,0.54,0.549,12.46,-1.98,29.88,146.2,8.0,1470.9,67.02,62.9,324.0,0.521,0.541,24.86,12.52,37.91,165.3,0.0,2012.2,54.03,102.2,1355.7,0.441,0.477,14.62,-1.27,34.75,99.5,4.0,916.0,66.96,1.8,546.0,0.389,0.437
Mere,Buzau,2020,694252.0,21.0,14857.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,13.29,-6.94,36.94,558.5,84.0,5042.3,2223.9,65.89,111.4,2131.8,4996.2,11.0,2.13,0.469,0.49,2.58,-6.94,18.69,33.1,48.0,432.7,74.0,1.3,1.0,0.487,0.506,12.45,-4.67,31.41,117.4,10.0,1584.9,58.47,25.6,322.2,0.469,0.497,24.09,5.53,36.94,184.9,0.0,2002.8,55.53,77.9,1284.9,0.443,0.473,13.88,-4.43,34.54,119.8,10.0,929.0,69.43,6.0,523.7,0.443,0.461
Mere,Buzau,2021,685095.0,30.0,20743.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,11.85,-11.46,39.37,654.9,92.0,4733.1,2092.8,72.66,373.0,1817.0,4495.6,72.6,2.02,0.567,0.564,1.41,-11.46,19.43,78.7,38.0,362.3,86.41,2.5,2.4,0.712,0.674,9.92,-5.05,27.7,182.1,24.0,1422.0,74.37,125.3,226.8,0.666,0.645,23.88,9.44,39.37,239.8,0.0,1913.0,62.11,241.3,1266.5,0.519,0.532,11.84,-3.34,30.15,82.5,9.0,933.9,67.85,3.5,321.3,0.434,0.45
Mere,Buzau,2022,684296.0,25.0,16809.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,13.38,-7.5,39.67,387.1,86.0,4966.0,2195.2,64.38,73.4,2264.9,5049.0,31.4,2.21,0.464,0.489,2.08,-7.5,15.37,16.8,44.0,410.2,76.05,2.0,0.0,0.556,0.566,11.47,-6.22,32.22,103.3,24.0,1576.4,60.45,40.7,367.3,0.493,0.521,25.62,13.96,39.67,134.2,0.0,1954.7,49.14,20.6,1431.1,0.392,0.436,13.87,-0.54,32.69,104.4,1.0,899.7,68.44,9.6,464.9,0.439,0.455
Mere,Buzau,2023,668247.0,25.0,16640.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,13.9,-10.38,39.58,492.8,66.0,4800.6,2139.8,67.25,129.3,2336.0,5242.1,46.2,2.34,0.477,0.503,2.65,-10.38,20.18,91.8,30.0,351.5,85.14,2.5,10.6,0.573,0.572,11.72,-3.93,27.94,125.0,10.0,1370.5,69.37,72.2,271.5,0.555,0.567,25.23,12.08,39.58,162.7,0.0,1949.8,53.84,52.5,1395.2,0.431,0.463,15.58,-3.93,33.58,95.0,8.0,1004.4,60.93,1.6,656.4,0.375,0.428
Mere,Buzau,2024,671283.0,21.0,13817.0,Semipitic,45.15,26.82,8,7.013,41.946,18.75,39.296,25.062,2.339,29.875,14.32,-8.23,40.99,504.2,71.0,4960.1,2204.9,64.76,80.9,2525.0,5425.3,25.0,2.18,0.466,0.495,3.72,-8.23,20.07,32.8,31.0,391.2,78.63,2.4,15.7,0.518,0.536,13.64,-1.73,30.85,120.4,5.0,1471.3,64.04,46.7,432.2,0.494,0.521,27.33,14.93,40.99,124.4,0.0,2038.3,46.31,21.0,1592.6,0.373,0.431,12.96,-3.27,35.57,153.5,15.0,955.2,67.17,10.1,484.4,0.454,0.479
Mere,Calarasi,2000,61003.0,14.0,861.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.08,-16.47,43.35,235.5,84.0,5197.4,2501.7,62.96,97.5,2259.8,5062.3,166.8,2.32,0.403,0.437,-1.39,-16.47,14.04,42.8,53.0,440.7,84.79,1.1,0.0,0.537,0.503,13.25,-4.82,30.4,77.3,14.0,1653.5,62.72,84.7,443.5,0.487,0.478,25.4,8.82,43.35,30.8,0.0,2131.8,38.04,6.7,1393.1,0.252,0.387,13.45,-0.74,35.56,79.5,1.0,851.3,67.71,4.7,418.2,0.382,0.407
Mere,Calarasi,2001,47613.0,18.0,762.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.76,-12.96,38.68,374.8,97.0,5005.9,2222.5,63.46,77.9,2236.1,4925.0,178.9,2.52,0.392,0.419,1.99,-9.24,18.01,50.7,43.0,365.3,78.1,0.9,0.6,0.431,0.434,13.27,-4.69,31.0,99.3,4.0,1528.8,61.33,45.4,383.9,0.44,0.447,24.85,9.54,38.68,111.4,0.0,2010.3,47.78,30.6,1350.2,0.349,0.404,13.06,-4.83,33.1,76.1,19.0,976.9,63.98,1.0,501.4,0.353,0.395
Mere,Calarasi,2002,56086.0,11.0,620.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.39,-18.73,38.57,546.2,72.0,4835.7,2145.8,68.24,135.9,2024.2,4880.8,248.3,2.49,0.464,0.46,1.55,-18.73,19.68,22.5,35.0,452.1,81.13,2.5,6.2,0.461,0.458,12.64,-3.56,30.55,99.4,7.0,1545.5,60.23,46.5,356.4,0.447,0.451,24.31,10.14,38.57,187.6,0.0,1902.7,54.13,58.8,1304.5,0.399,0.421,12.42,-2.2,29.36,183.6,4.0,815.2,74.74,28.0,357.1,0.501,0.479
Mere,Calarasi,2003,51234.0,19.0,966.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,11.42,-18.03,38.92,560.2,130.0,5012.1,2222.0,71.13,282.9,2062.2,4481.6,237.0,2.39,0.522,0.508,-3.22,-18.03,8.56,83.5,57.0,342.9,90.21,0.0,0.0,0.649,0.601,10.59,-5.22,31.54,112.4,35.0,1590.8,71.14,189.0,333.2,0.593,0.56,25.4,11.27,38.92,84.3,0.0,2109.5,48.1,69.8,1395.6,0.368,0.412,11.59,-3.87,29.5,227.3,11.0,842.9,75.49,24.0,333.4,0.498,0.48
Mere,Calarasi,2004,62897.0,17.0,1079.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.03,-11.59,38.03,578.8,94.0,4944.5,2203.8,72.29,423.7,1922.4,4654.0,135.3,2.36,0.52,0.502,-0.69,-11.59,18.01,75.6,50.0,372.8,86.07,2.1,1.2,0.653,0.605,11.25,-5.68,26.8,138.7,15.0,1541.3,71.58,181.7,284.6,0.595,0.558,22.63,10.66,38.03,212.8,0.0,1921.0,61.12,222.1,1146.5,0.456,0.456,13.8,-5.59,31.05,95.8,8.0,965.6,69.74,17.4,487.6,0.43,0.434
Mere,Calarasi,2005,50866.0,15.0,1200.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,11.31,-23.9,34.86,978.2,102.0,4762.6,2123.4,78.26,718.2,1766.5,4389.8,181.9,2.36,0.592,0.551,-0.69,-23.9,13.85,113.8,49.0,322.2,89.77,1.2,0.0,0.582,0.536,11.23,-11.46,29.24,162.8,26.0,1519.2,73.55,189.6,338.0,0.595,0.554,21.97,8.49,34.86,376.5,0.0,1925.3,68.56,443.4,1079.9,0.534,0.504,11.61,-5.04,30.51,292.7,6.0,866.6,81.22,83.7,348.6,0.623,0.579
Mere,Calarasi,2006,37891.0,13.0,483.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.02,-18.48,38.63,509.0,91.0,5014.6,2235.9,73.21,456.4,1982.6,4663.6,182.0,2.34,0.544,0.531,-2.11,-18.48,17.64,76.2,50.0,378.2,87.88,1.3,0.0,0.702,0.658,11.49,-5.0,30.82,151.6,18.0,1501.0,76.49,219.8,297.7,0.682,0.645,23.47,8.89,38.63,166.3,0.0,2057.7,59.03,218.6,1228.7,0.449,0.452,13.59,-4.42,32.75,93.5,6.0,945.6,70.35,16.2,456.2,0.429,0.437
Mere,Calarasi,2007,49303.0,1.0,62.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.57,-7.93,42.33,604.5,71.0,5186.2,2301.7,66.15,138.4,2254.2,5110.0,65.1,2.5,0.47,0.469,4.21,-7.32,17.25,61.2,29.0,419.1,80.64,2.8,2.4,0.514,0.489,13.63,-2.17,32.44,95.0,5.0,1626.8,61.5,58.3,415.1,0.464,0.463,26.26,12.42,42.33,148.3,0.0,2138.0,46.24,53.4,1473.8,0.359,0.412,11.69,-4.29,30.69,228.1,13.0,906.1,72.26,23.8,362.8,0.494,0.475
Mere,Calarasi,2008,95895.0,6.0,564.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.04,-20.33,38.91,419.9,73.0,5130.1,2286.1,70.02,313.2,2146.2,4996.2,133.1,2.36,0.504,0.502,-0.22,-20.33,18.95,58.0,49.0,393.3,89.12,3.5,3.2,0.687,0.645,12.96,-1.74,31.66,126.7,3.0,1571.6,72.52,215.3,338.8,0.616,0.578,24.97,9.24,38.91,92.6,0.0,2131.5,50.28,81.1,1360.8,0.378,0.418,13.05,-4.64,35.54,115.2,8.0,909.8,69.99,12.3,434.0,0.407,0.431
Mere,Calarasi,2009,57246.0,8.0,458.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.0,-21.49,38.53,587.7,75.0,5064.9,2248.5,69.33,225.9,2160.9,4968.7,116.7,2.29,0.48,0.47,1.04,-10.9,17.0,91.7,41.0,362.3,86.18,1.3,1.0,0.539,0.504,12.47,-2.35,31.71,96.6,13.0,1620.9,65.71,110.5,365.2,0.522,0.503,24.57,12.06,38.53,174.3,0.0,2099.0,52.65,92.0,1329.6,0.404,0.424,13.64,-4.19,36.34,148.0,4.0,884.5,71.7,21.5,461.3,0.456,0.451
Mere,Calarasi,2010,63740.0,10.0,661.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.29,-26.56,38.06,727.1,80.0,4835.0,2169.8,75.89,580.9,2034.5,4827.0,261.3,2.38,0.553,0.531,-1.39,-26.56,17.08,156.3,44.0,338.3,92.67,1.7,1.1,0.651,0.602,11.42,-7.69,28.69,177.9,13.0,1543.7,78.38,212.0,290.8,0.678,0.638,24.05,9.69,38.06,199.8,0.0,1937.1,64.94,354.8,1279.8,0.486,0.478,13.97,-1.56,32.34,108.5,3.0,880.6,69.17,11.8,459.3,0.426,0.435
Mere,Calarasi,2011,43791.0,16.0,680.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,11.7,-14.32,38.39,507.5,106.0,5071.0,2259.7,70.92,364.1,1981.6,4549.7,159.9,2.22,0.49,0.481,-1.71,-14.32,13.42,73.6,51.0,372.6,89.98,0.5,0.0,0.606,0.557,10.82,-7.85,27.96,132.6,14.0,1495.5,73.25,174.5,262.5,0.577,0.538,23.77,10.57,38.39,210.8,0.0,2092.6,56.95,182.2,1250.3,0.439,0.448,12.17,-4.6,35.54,56.4,21.0,985.0,65.62,6.5,467.2,0.392,0.419
Mere,Calarasi,2012,42451.0,15.0,634.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.88,-24.43,41.9,577.7,106.0,5371.6,2407.3,67.99,278.9,2529.7,5142.6,360.7,2.45,0.467,0.467,-4.45,-24.43,8.89,148.5,58.0,450.8,90.44,0.2,0.0,0.574,0.528,12.98,-4.75,30.54,166.0,18.0,1573.7,69.28,157.4,424.7,0.554,0.522,26.73,11.37,41.9,82.1,0.0,2218.6,47.28,116.2,1518.6,0.372,0.417,15.14,-1.11,34.02,83.2,2.0,1005.5,65.88,4.9,586.0,0.38,0.41
Mere,Calarasi,2013,68690.0,12.0,832.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.02,-9.75,37.9,610.3,93.0,5087.0,2275.9,71.16,451.0,2167.4,4907.5,43.8,2.42,0.505,0.49,1.78,-9.75,17.22,89.3,43.0,319.7,87.78,1.3,0.0,0.597,0.549,13.07,-4.66,32.19,163.8,17.0,1623.8,70.91,201.3,441.9,0.574,0.541,24.07,10.46,37.9,216.0,0.0,2070.1,57.39,226.7,1274.1,0.438,0.449,13.46,-3.71,31.31,137.2,4.0,931.3,70.49,21.3,451.3,0.45,0.448
Mere,Calarasi,2014,48837.0,15.0,753.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.56,-17.84,37.16,848.1,63.0,4672.7,2097.8,74.77,501.0,1953.9,4795.8,110.8,2.43,0.514,0.492,2.1,-16.28,19.48,42.2,32.0,304.0,86.49,3.1,4.3,0.503,0.482,12.92,-1.43,29.33,237.0,3.0,1439.7,72.04,155.9,328.8,0.542,0.508,23.16,10.23,37.16,249.6,0.0,1969.5,64.21,318.8,1197.4,0.484,0.474,12.35,-5.16,31.61,184.6,11.0,852.5,74.04,23.2,423.4,0.475,0.463
Mere,Calarasi,2015,56359.0,13.0,738.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.74,-21.39,40.34,662.5,70.0,5108.6,2278.4,73.58,495.2,2059.9,4849.8,101.5,2.32,0.579,0.556,0.67,-21.39,14.6,87.2,39.0,378.8,89.55,1.2,0.0,0.711,0.668,11.52,-3.08,27.38,150.4,15.0,1612.8,76.23,216.9,319.8,0.692,0.656,24.26,10.36,40.34,180.1,0.0,2033.1,55.76,236.5,1287.2,0.442,0.451,13.6,-2.29,37.37,242.2,4.0,915.0,73.18,40.2,453.0,0.508,0.484
Mere,Calarasi,2016,56201.0,13.0,729.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.66,-17.24,37.77,637.5,74.0,4998.3,2236.3,73.4,466.0,2098.6,4887.4,158.9,2.34,0.549,0.528,1.59,-17.24,20.63,108.2,32.0,392.3,90.39,4.1,18.8,0.664,0.615,12.77,-2.47,29.08,218.8,6.0,1475.3,77.2,221.0,344.4,0.666,0.622,24.56,10.93,37.77,128.8,0.0,2082.9,56.95,224.9,1329.1,0.433,0.446,12.44,-4.83,33.49,173.9,7.0,885.4,71.37,15.8,406.3,0.472,0.463
Mere,Calarasi,2017,55247.0,13.0,737.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.48,-19.66,42.24,719.3,73.0,5161.7,2308.9,71.77,447.8,2092.2,4899.4,244.6,2.46,0.521,0.5,-2.85,-19.66,19.14,78.8,50.0,403.8,91.07,2.5,1.6,0.586,0.54,12.31,-0.81,28.57,193.2,3.0,1525.0,72.4,205.6,301.9,0.588,0.547,24.58,12.86,42.24,199.7,0.0,2112.4,55.51,219.3,1331.5,0.435,0.446,13.46,-2.69,35.11,200.8,4.0,982.4,69.33,19.6,454.4,0.467,0.46
Mere,Calarasi,2018,40288.0,22.0,886.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.72,-17.35,35.09,652.7,99.0,5067.2,2270.4,73.66,502.7,2273.9,4897.6,149.5,2.32,0.527,0.511,1.0,-12.08,16.41,131.9,43.0,342.1,87.79,1.0,0.8,0.651,0.602,12.85,-17.35,29.97,123.8,15.0,1627.4,76.22,260.9,470.4,0.645,0.612,24.08,11.82,35.09,236.3,0.0,1993.0,62.28,235.7,1289.8,0.459,0.458,13.34,-11.17,34.3,113.9,11.0,988.9,67.27,4.9,512.9,0.394,0.411
Mere,Calarasi,2019,41133.0,19.0,790.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,14.09,-9.34,37.86,498.0,63.0,5126.5,2284.7,68.13,334.7,2359.7,5304.4,48.4,2.29,0.466,0.466,1.27,-9.34,15.9,64.2,42.0,388.8,84.36,2.3,0.0,0.588,0.541,12.72,-1.68,30.78,146.1,5.0,1549.6,69.76,152.7,332.0,0.541,0.511,25.18,13.1,37.86,179.1,0.0,2092.2,54.15,177.7,1377.9,0.42,0.439,16.0,-0.63,34.19,88.3,2.0,947.3,65.02,1.5,646.2,0.361,0.402
Mere,Calarasi,2020,39775.0,19.0,745.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.75,-10.26,38.14,549.4,75.0,5229.7,2324.3,67.07,212.4,2243.5,5172.3,22.5,2.35,0.45,0.452,2.81,-10.26,19.83,54.8,41.0,446.0,78.11,2.9,6.1,0.477,0.467,12.6,-5.57,31.14,137.2,11.0,1643.2,61.66,79.2,341.3,0.483,0.474,24.61,6.74,38.14,154.2,0.0,2073.2,54.67,119.4,1330.6,0.404,0.428,14.54,-4.34,37.47,125.5,10.0,978.7,69.17,10.1,561.2,0.411,0.424
Mere,Calarasi,2021,38847.0,20.0,796.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,12.5,-16.09,41.13,680.4,81.0,4976.9,2215.2,72.69,490.8,1952.1,4731.0,89.3,2.31,0.531,0.513,2.05,-16.09,18.01,113.8,32.0,382.4,88.01,3.6,3.4,0.636,0.586,10.37,-5.25,28.36,198.8,21.0,1528.7,75.07,197.7,249.4,0.639,0.596,24.57,9.75,41.13,177.1,0.0,2003.8,58.34,280.1,1331.5,0.453,0.46,12.65,-2.74,31.82,128.8,6.0,953.9,69.46,9.0,367.8,0.421,0.435
Mere,Calarasi,2022,39005.0,19.0,729.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,13.89,-7.75,40.83,409.8,76.0,5254.7,2334.0,65.12,191.3,2368.5,5206.1,31.6,2.32,0.458,0.457,2.54,-7.75,16.74,27.1,38.0,453.2,79.69,3.1,0.0,0.574,0.532,11.58,-6.19,32.22,111.4,26.0,1645.4,63.23,111.6,377.9,0.51,0.492,25.93,14.14,40.83,133.6,0.0,2030.1,48.93,61.1,1449.6,0.373,0.412,14.85,0.0,34.22,115.3,1.0,993.0,66.56,14.8,537.0,0.413,0.42
Mere,Calarasi,2023,102804.0,10.0,1029.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,14.83,-9.16,41.41,513.5,58.0,5042.4,2257.7,65.95,177.0,2517.3,5538.7,23.6,2.58,0.45,0.455,4.1,-9.16,20.78,81.9,30.0,362.8,82.85,3.7,18.0,0.531,0.499,12.13,-3.59,28.53,144.9,7.0,1439.1,69.73,120.9,295.2,0.528,0.501,26.19,11.46,41.41,114.0,0.0,2052.8,49.82,49.9,1477.3,0.371,0.411,16.69,-5.23,36.2,138.7,6.0,1053.4,59.82,1.5,723.5,0.358,0.404
Mere,Calarasi,2024,73137.0,9.0,690.0,Semipitic,44.2,26.33,9,6.733,46.919,13.496,39.585,23.504,2.337,26.015,14.89,-7.52,41.06,496.2,57.0,5136.5,2296.1,65.09,175.4,2618.9,5612.4,24.6,2.37,0.454,0.459,4.37,-7.52,21.6,27.7,29.0,417.0,82.25,6.9,26.7,0.562,0.522,13.89,-0.99,31.75,135.1,3.0,1493.9,66.88,121.5,423.4,0.503,0.486,27.99,16.01,41.06,100.7,0.0,2131.7,44.61,37.8,1643.2,0.336,0.402,13.71,-3.65,35.32,138.1,10.0,984.3,64.57,8.9,525.6,0.416,0.427
Mere,Caras-Severin,2000,1167380.0,12.0,13719.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,12.02,-21.14,39.22,301.6,97.0,4868.1,2382.3,62.42,118.3,1979.3,4672.8,173.1,2.25,0.435,0.457,-1.98,-21.14,13.44,66.1,55.0,410.1,87.45,0.9,0.0,0.65,0.622,11.63,-5.42,29.9,125.9,25.0,1472.2,67.62,102.1,369.7,0.588,0.581,23.34,8.07,39.22,40.1,0.0,1998.8,38.84,14.5,1206.9,0.285,0.362,13.22,-0.49,32.51,40.4,2.0,856.9,59.37,0.6,402.7,0.314,0.347
Mere,Caras-Severin,2001,1148461.0,21.0,21245.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,11.08,-13.36,37.66,617.5,102.0,4378.1,1926.6,67.24,162.6,1716.7,4328.5,179.0,2.22,0.437,0.457,1.72,-8.78,17.44,55.7,39.0,352.5,74.89,1.7,3.6,0.403,0.418,12.12,-2.62,30.55,161.4,10.0,1387.6,63.42,59.6,313.5,0.462,0.484,21.76,6.38,37.66,194.7,0.0,1714.7,55.78,83.8,1063.1,0.409,0.437,10.65,-6.21,28.86,177.9,22.0,797.6,71.25,16.8,336.5,0.43,0.447
Mere,Caras-Severin,2002,1148446.0,7.0,7527.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,11.73,-16.1,37.57,496.5,87.0,4405.8,1933.3,66.53,119.6,1803.6,4539.3,181.4,2.2,0.464,0.48,0.79,-14.69,16.14,29.4,40.0,393.7,84.41,3.1,1.6,0.579,0.575,12.25,-3.02,29.87,83.2,17.0,1444.3,58.71,40.9,345.4,0.465,0.489,22.68,8.76,37.57,182.4,0.0,1699.5,53.64,60.5,1152.0,0.391,0.418,11.68,-3.54,29.39,151.8,8.0,765.0,70.43,13.4,304.6,0.436,0.451
Mere,Caras-Severin,2003,1061431.0,29.0,30978.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,10.73,-18.2,35.72,565.2,125.0,4781.1,2089.0,69.42,166.3,1836.7,4224.2,235.9,2.01,0.518,0.521,-3.47,-18.2,7.96,75.5,56.0,380.2,88.64,0.8,0.0,0.661,0.627,10.68,-7.19,31.85,117.7,30.0,1551.4,68.25,89.0,335.3,0.567,0.566,23.74,10.99,35.72,125.1,0.0,1901.2,48.37,55.1,1234.5,0.373,0.406,10.43,-3.87,30.2,222.0,13.0,804.6,73.95,20.1,266.9,0.5,0.502
Mere,Caras-Severin,2004,1162331.0,16.0,18044.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,10.45,-15.73,37.68,772.1,103.0,4523.6,1992.4,74.29,275.7,1559.3,4100.8,227.2,2.11,0.579,0.57,-2.35,-15.73,9.9,138.5,50.0,380.2,88.86,0.6,0.0,0.704,0.662,9.87,-9.24,25.96,154.8,18.0,1356.1,76.19,118.9,186.1,0.678,0.65,21.35,8.89,37.68,222.6,0.0,1811.8,59.02,127.7,1016.8,0.44,0.466,11.71,-6.76,29.94,214.4,12.0,854.1,72.8,28.0,355.6,0.491,0.5
Mere,Caras-Severin,2005,1047013.0,16.0,17164.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,9.8,-18.34,35.06,978.6,115.0,4441.6,1960.1,78.7,538.9,1442.2,3875.7,249.9,1.92,0.651,0.635,-2.28,-18.34,8.84,116.1,55.0,361.5,89.9,0.1,0.0,0.754,0.709,9.25,-15.3,29.13,275.3,23.0,1377.6,79.65,149.4,215.7,0.786,0.757,20.09,6.92,35.06,366.5,0.0,1726.1,69.17,319.4,908.5,0.568,0.565,11.01,-5.08,27.89,129.6,13.0,872.3,76.1,69.3,318.0,0.532,0.541
Mere,Caras-Severin,2006,899625.0,14.0,12581.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,10.82,-16.88,36.16,769.4,98.0,4496.7,1986.0,74.76,437.5,1617.6,4220.1,185.8,1.87,0.595,0.587,-2.04,-16.88,13.89,75.7,51.0,374.4,86.79,0.6,0.0,0.74,0.693,10.25,-6.63,28.69,236.0,19.0,1256.2,78.26,146.0,239.8,0.739,0.706,21.07,6.0,36.16,346.2,0.0,1791.0,64.53,238.3,992.4,0.518,0.524,12.35,-5.56,29.48,77.6,9.0,936.4,70.79,51.6,385.4,0.465,0.486
Mere,Caras-Severin,2007,913966.0,14.0,13190.0,Semipitic,45.3,22.07,9,5.685,31.341,32.504,36.152,39.411,3.747,23.13,11.86,-8.21,39.38,791.6,79.0,4766.8,2094.7,70.32,253.7,1784.2,4484.4,77.3,1.97,0.553,0.548,3.15,-5.5,13.68,130.4,35.0,326.7,85.63,3.0,0.0,0.637,0.609,12.37,-0.08,29.85,178.8,1.0,1544.2,66.69,104.1,308.7,0.588,0.58,23.61,9.96,39.38,188.3,0.0,1985.3,52.04,120.2,1227.8,0.415,0.442,9.68,-4.75,28.8,266.7,18.0,783.4,75.13,26.3,247.7,0.541,0.534
