Specie,Judet,An,Numar_Pomi,Kg_pe_Pom,Tone_Totale
Mere, Vaslui,2022,366980.0,12.0,4351.0
Mere, Vaslui,2023,252142.0,24.0,5944.0
Mere, Vaslui,2024,228100.0,23.0,5248.0
Mere, Vrancea,2000,891578.0,10.0,9046.0
Mere, Vrancea,2001,773657.0,13.0,9391.0
Mere, Vrancea,2002,766154.0,16.0,12137.0
Mere, Vrancea,2003,695592.0,18.0,12777.0
Mere, Vrancea,2004,783435.0,41.0,32033.0
Mere, Vrancea,2005,772963.0,25.0,19887.0
Mere, Vrancea,2006,736117.0,30.0,22182.0
Mere, Vrancea,2007,670037.0,19.0,12547.0
Mere, Vrancea,2008,637533.0,21.0,13339.0
Mere, Vrancea,2009,644732.0,20.0,12597.0
Mere, Vrancea,2010,667829.0,19.0,12953.0
Mere, Vrancea,2011,694949.0,25.0,17360.0
Mere, Vrancea,2012,942257.0,13.0,11932.0
Mere, Vrancea,2013,887643.0,13.0,11980.0
Mere, Vrancea,2014,682408.0,19.0,12714.0
Mere, Vrancea,2015,668608.0,18.0,11767.0
Mere, Vrancea,2016,903078.0,14.0,12355.0
Mere, Vrancea,2017,898980.0,11.0,10160.0
Mere, Vrancea,2018,664988.0,18.0,12026.0
Mere, Vrancea,2019,664241.0,17.0,11492.0
Mere, Vrancea,2020,663507.0,16.0,10808.0
Mere, Vrancea,2021,669637.0,17.0,11111.0
Mere, Vrancea,2022,667555.0,15.0,9864.0
Mere, Vrancea,2023,730317.0,16.0,11490.0
Mere, Vrancea,2024,711506.0,15.0,10374.0
